activity,max_depth,min_samples_leaf,baseline_mae,baseline_rmse,tree_mae,tree_rmse,tree_r2,n_test,n_train,source_eventlog
RMG_delivery,8.0,10,5.826662127235516,11.056444154514283,6.189153696537978,11.270684811699414,-0.05105704824204027,2802,11208,s6_train.csv
RMG_delivery,8.0,20,5.826662127235516,11.056444154514283,6.053856532817875,11.179400829091648,-0.03410046832976921,2802,11208,s6_train.csv
RMG_delivery,8.0,50,5.826662127235516,11.056444154514283,5.911596997662535,11.092700086361804,-0.01812293680960675,2802,11208,s6_train.csv
RMG_delivery,,5,5.826662127235516,11.056444154514283,6.863124695512276,12.229666346682386,-0.23752760871266676,2802,11208,s6_train.csv
RMG_delivery,,10,5.826662127235516,11.056444154514283,6.582865106747414,11.692653455753357,-0.1312324016570552,2802,11208,s6_train.csv
RMG_delivery,,20,5.826662127235516,11.056444154514283,6.320446426415329,11.459498134513144,-0.08656791278752829,2802,11208,s6_train.csv
RMG_delivery,,50,5.826662127235516,11.056444154514283,5.958682657385853,11.150382774745802,-0.028739064954137472,2802,11208,s6_train.csv
RMG_mixed,2.0,5,8.981066743406801,13.931179283720498,8.6083333574993,13.625791766800074,0.040608573322367225,2164,8652,s6_train.csv
RMG_mixed,2.0,10,8.981066743406801,13.931179283720498,8.6083333574993,13.625791766800074,0.040608573322367225,2164,8652,s6_train.csv
RMG_mixed,2.0,20,8.981066743406801,13.931179283720498,8.6083333574993,13.625791766800074,0.040608573322367225,2164,8652,s6_train.csv
RMG_mixed,2.0,50,8.981066743406801,13.931179283720498,8.6083333574993,13.625791766800074,0.040608573322367225,2164,8652,s6_train.csv
RMG_mixed,3.0,5,8.981066743406801,13.931179283720498,8.48683206542601,13.548518224052248,0.05145937152937552,2164,8652,s6_train.csv
RMG_mixed,3.0,10,8.981066743406801,13.931179283720498,8.48683206542601,13.548518224052248,0.05145937152937552,2164,8652,s6_train.csv
RMG_mixed,3.0,20,8.981066743406801,13.931179283720498,8.48683206542601,13.548518224052248,0.05145937152937552,2164,8652,s6_train.csv
RMG_mixed,3.0,50,8.981066743406801,13.931179283720498,8.501614461634487,13.561493739116615,0.049641652920319856,2164,8652,s6_train.csv
RMG_mixed,5.0,5,8.981066743406801,13.931179283720498,8.510065849716796,13.635248488275945,0.03927641647889224,2164,8652,s6_train.csv
RMG_mixed,5.0,10,8.981066743406801,13.931179283720498,8.446854857985672,13.573754904187451,0.04792240747420007,2164,8652,s6_train.csv
RMG_mixed,5.0,20,8.981066743406801,13.931179283720498,8.478167640201322,13.605029320580101,0.04353011169719412,2164,8652,s6_train.csv
RMG_mixed,5.0,50,8.981066743406801,13.931179283720498,8.479290889128904,13.582541534302326,0.04668940137956801,2164,8652,s6_train.csv
RMG_mixed,8.0,5,8.981066743406801,13.931179283720498,8.928395223016915,14.262482088372053,-0.051144838111118585,2164,8652,s6_train.csv
RMG_mixed,8.0,10,8.981066743406801,13.931179283720498,8.855391510700132,14.13310150682596,-0.032160640947026975,2164,8652,s6_train.csv
RMG_mixed,8.0,20,8.981066743406801,13.931179283720498,8.895748173611597,14.108415843431416,-0.028558131176610546,2164,8652,s6_train.csv
RMG_mixed,8.0,50,8.981066743406801,13.931179283720498,8.781107723863228,13.92689613156177,-0.0022614146560371307,2164,8652,s6_train.csv
RMG_mixed,,5,8.981066743406801,13.931179283720498,10.366060426018837,16.109449656482372,-0.34101534010712187,2164,8652,s6_train.csv
RMG_mixed,,10,8.981066743406801,13.931179283720498,9.943419724537083,15.296621784996633,-0.2091032689906165,2164,8652,s6_train.csv
RMG_mixed,,20,8.981066743406801,13.931179283720498,9.40625982792303,14.641077768541686,-0.10769050460491592,2164,8652,s6_train.csv
RMG_mixed,,50,8.981066743406801,13.931179283720498,8.845330067354098,14.099963816133547,-0.02732612930053535,2164,8652,s6_train.csv
RMG_receive,2.0,5,7.47986524482906,12.576129114578695,7.40077321730603,12.526543485528386,-0.006556012315602766,6132,24524,s6_train.csv
RMG_receive,2.0,10,7.47986524482906,12.576129114578695,7.40077321730603,12.526543485528386,-0.006556012315602766,6132,24524,s6_train.csv
RMG_receive,2.0,20,7.47986524482906,12.576129114578695,7.40077321730603,12.526543485528386,-0.006556012315602766,6132,24524,s6_train.csv
RMG_receive,2.0,50,7.47986524482906,12.576129114578695,7.40077321730603,12.526543485528386,-0.006556012315602766,6132,24524,s6_train.csv
RMG_receive,3.0,5,7.47986524482906,12.576129114578695,7.502948697889312,12.519881528308261,-0.005485669170706586,6132,24524,s6_train.csv
RMG_receive,3.0,10,7.47986524482906,12.576129114578695,7.502948697889312,12.519881528308261,-0.005485669170706586,6132,24524,s6_train.csv
RMG_receive,3.0,20,7.47986524482906,12.576129114578695,7.502948697889312,12.519881528308261,-0.005485669170706586,6132,24524,s6_train.csv
RMG_receive,3.0,50,7.47986524482906,12.576129114578695,7.502948697889312,12.519881528308261,-0.005485669170706586,6132,24524,s6_train.csv
RMG_receive,5.0,5,7.47986524482906,12.576129114578695,7.6126988457406775,12.687370300824103,-0.03256803787954632,6132,24524,s6_train.csv
RMG_receive,5.0,10,7.47986524482906,12.576129114578695,7.622408897899089,12.698391665448833,-0.0343627757241054,6132,24524,s6_train.csv
RMG_receive,5.0,20,7.47986524482906,12.576129114578695,7.628406798704027,12.703209350883885,-0.03514778534004814,6132,24524,s6_train.csv
RMG_receive,5.0,50,7.47986524482906,12.576129114578695,7.622489908842666,12.689790286547709,-0.03296197896604247,6132,24524,s6_train.csv
RMG_receive,8.0,5,7.47986524482906,12.576129114578695,7.8599914909599855,13.034421062578058,-0.08983045282953306,6132,24524,s6_train.csv
RMG_receive,8.0,10,7.47986524482906,12.576129114578695,7.845846782615758,12.98397861562998,-0.08141161443145029,6132,24524,s6_train.csv
