scenario,metric,n,mean,std,ci95_lo,ci95_hi,half_width
baseline,mean_turnaround_min,2,33.176,1.0069200564096432,24.129182227843625,42.222817772156375,9.046817772156375
baseline,median_turnaround_min,2,28.5,0.7071067811865476,22.14689763191265,34.85310236808735,6.353102368087349
baseline,p90_turnaround_min,2,60.05,1.3435028842544443,47.979105500634006,72.12089449936599,12.070894499365991
baseline,mean_rmg_service_min,2,11.66717799966531,1.2388075348204317,0.5369338944319111,22.797422104898708,11.130244105233398
baseline,median_rmg_service_min,2,9.0,0.0,9.0,9.0,0.0
baseline,p90_rmg_service_min,2,21.650000000000006,1.0606601717798212,12.120346447868986,31.179653552131025,9.52965355213102
baseline,mean_rmg_pre_service_min,2,7.8360991800078095,0.17739793319498523,6.2422419869206855,9.429956373094933,1.593857193087124
baseline,median_rmg_pre_service_min,2,6.0,0.0,6.0,6.0,0.0
baseline,p90_rmg_pre_service_min,2,16.5,0.7071067811865476,10.146897631912653,22.85310236808735,6.353102368087348
baseline,rmg_events,2,189.5,10.606601717798213,94.20346447868981,284.7965355213102,95.2965355213102
baseline,rmg_receive_events,2,117.5,2.1213203435596424,98.44069289573795,136.55930710426205,19.059307104262047
baseline,mean_rmg_receive_service_min,2,12.42581860330339,1.3824542024530964,0.004960394817350888,24.84667681178943,12.420858208486038
baseline,median_rmg_receive_service_min,2,9.5,0.7071067811865476,3.146897631912653,15.853102368087347,6.353102368087347
baseline,p90_rmg_receive_service_min,2,22.5,2.1213203435596424,3.4406928957379606,41.55930710426204,19.05930710426204
baseline,mean_rmg_receive_pre_service_min,2,8.610330339032163,0.6729910816595818,2.563745370042623,14.656915308021704,6.04658496898954
baseline,median_rmg_receive_pre_service_min,2,6.5,0.7071067811865476,0.14689763191265293,12.853102368087347,6.353102368087347
baseline,p90_rmg_receive_pre_service_min,2,18.35,3.0405591591021524,-8.96834018277557,45.66834018277557,27.31834018277557
baseline,rmg_delivery_events,2,58.5,7.7781745930520225,-11.384126048960809,128.3841260489608,69.88412604896081
baseline,mean_rmg_delivery_service_min,2,9.156692216981131,0.7285784788463983,2.6106742993911345,15.702710134571127,6.546017917589996
baseline,median_rmg_delivery_service_min,2,7.0,0.0,7.0,7.0,0.0
