case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,process_flow_type,visit_complexity,target_rank,target_area,has_reefer,n_receives,target_demand_bin,mt_utilization,target_demand,n_stops,rmg_demand,mt_demand,target_rank_group,vc_utilization,n_deliveries,rmg_utilization,target_utilization,vc_demand,gate_demand,gate_utilization,full_ratio,target_utilization_bin,has_hazardous,primary_target_area,n_containers
case_1894,Gate In,Res.GateIn,2026-04-21 14:13:00,2026-04-21 14:13:00,2026-04-21 14:13:00,receive,5,14.0,T25,0,1,low,0.7077,2.53,1,73.73,1.4,low,0.47,0,0.5962,0.5762,7.6,80.53,0.5938,1.0,medium,0,T25,1
case_1859,RMG_receive,T08,2026-04-21 13:55:00,2026-04-21 14:13:00,2026-04-21 14:45:00,receive,5,16.0,T08,0,1,very_high,0.8248,11.07,1,124.87,20.6,low,0.5748,0,0.56,0.4407,31.07,175.47,0.61,1.0,low,0,T08,1
case_1893,RMG_receive,T20,2026-04-21 14:13:00,2026-04-21 14:14:00,2026-04-21 14:23:00,receive,4,5.0,T20,0,1,low,0.7585,3.7,1,66.7,10.8,mid,0.44,0,0.6058,0.7358,15.6,106.2,0.6,1.0,very_high,0,T20,1
case_1895,Gate In,Res.GateIn,2026-04-21 14:14:00,2026-04-21 14:14:00,2026-04-21 14:14:00,delivery,5,1.0,T17,0,0,medium,0.91,4.97,1,126.28,8.0,top_3,0.4138,1,0.5538,0.7114,23.17,141.7,0.5938,1.0,high,1,T17,1
case_1896,Gate In,Res.GateIn,2026-04-21 14:14:00,2026-04-21 14:14:00,2026-04-21 14:14:00,receive,5,2.0,T21,0,1,low,0.8415,2.17,1,32.75,9.75,top_3,0.42,0,0.5385,0.6356,0.83,34.83,0.5685,1.0,medium,0,T21,1
case_1852,Gate Out,Res.GateOut,2026-04-21 14:05:00,2026-04-21 14:14:00,2026-04-21 14:14:00,receive,5,17.0,T07,0,1,low,0.863,4.4,1,104.2,6.2,low,0.4165,0,0.54,0.356,8.8,105.6,0.5765,1.0,low,0,T07,1
case_1858,Gate Out,Res.GateOut,2026-04-21 14:07:00,2026-04-21 14:14:00,2026-04-21 14:14:00,delivery,3,3.0,T20,0,0,high,0.8984,7.7,1,116.1,21.55,top_3,0.4484,1,0.58,0.72,26.2,156.1,0.61,0.0,very_high,0,T20,1
case_1861,Gate Out,Res.GateOut,2026-04-21 14:07:00,2026-04-21 14:14:00,2026-04-21 14:14:00,delivery,6,,VC,1,0,very_high,0.7793,36.3,1,120.25,27.58,non_rmg,0.5614,1,0.5907,0.5614,36.3,172.55,0.6207,1.0,medium,0,VC,1
case_1896,RMG_receive,T21,2026-04-21 14:14:00,2026-04-21 14:15:00,2026-04-21 14:24:00,receive,5,2.0,T21,0,1,low,0.8415,2.17,1,32.75,9.75,top_3,0.42,0,0.5385,0.6356,0.83,34.83,0.5685,1.0,medium,0,T21,1
case_1870,RMG_receive,T26,2026-04-21 14:10:00,2026-04-21 14:15:00,2026-04-21 14:21:00,mixed,9,6.0,T26,0,1,low,0.893,1.63,2,18.53,8.82,mid,0.443,1,0.56,0.667,3.0,24.27,0.6,0.5,high,0,T26,2
case_1890,RMG_receive,T18,2026-04-21 14:12:00,2026-04-21 14:16:00,2026-04-21 14:28:00,receive,7,1.0,T18,0,1,high,0.9106,7.23,1,133.5,7.53,top_3,0.4612,0,0.5894,0.7394,34.37,169.77,0.62,1.0,very_high,1,T18,1
case_1810,Gate Out,Res.GateOut,2026-04-21 13:58:00,2026-04-21 14:16:00,2026-04-21 14:16:00,delivery,4,,VC,0,0,very_high,0.7411,32.68,1,115.0,23.22,non_rmg,0.4755,1,0.53,0.4755,32.68,169.47,0.5555,1.0,low,0,VC,1
case_1828,Gate Out,Res.GateOut,2026-04-21 14:04:00,2026-04-21 14:16:00,2026-04-21 14:16:00,receive,4,4.0,T26,0,1,medium,0.8793,6.47,1,49.47,18.67,mid,0.44,0,0.58,0.7207,6.73,62.47,0.61,1.0,very_high,0,T26,1
case_1897,Gate In,Res.GateIn,2026-04-21 14:17:00,2026-04-21 14:17:00,2026-04-21 14:17:00,receive,5,8.0,T15,0,1,high,0.84,7.2,1,127.2,7.6,mid,0.389,0,0.589,0.708,37.2,158.6,0.599,1.0,high,0,T15,1
case_1898,Gate In,Res.GateIn,2026-04-21 14:17:00,2026-04-21 14:17:00,2026-04-21 14:17:00,receive,5,6.0,T24,0,1,medium,0.8177,6.33,1,114.27,21.93,mid,0.4138,0,0.52,0.6038,19.0,154.33,0.5538,1.0,medium,0,T24,1
case_1878,Gate Out,Res.GateOut,2026-04-21 14:14:00,2026-04-21 14:17:00,2026-04-21 14:17:00,receive,4,2.0,T24,0,1,low,0.87,4.0,1,103.9,27.1,top_3,0.4672,0,0.62,0.7772,11.1,138.7,0.63,0.0,very_high,0,T24,1
case_1875,RMG_receive,T10,2026-04-21 14:01:00,2026-04-21 14:18:00,2026-04-21 14:30:00,receive,4,11.0,T10,0,1,medium,0.8382,5.37,1,147.93,18.8,low,0.5391,0,0.6209,0.6991,25.27,184.13,0.64,0.0,high,0,T10,1
case_1881,RMG_receive,T14,2026-04-21 14:13:00,2026-04-21 14:19:00,2026-04-21 14:25:00,mixed,10,6.0,T14,0,1,medium,0.91,5.23,2,119.2,9.45,mid,0.41,1,0.55,0.6535,9.62,130.62,0.59,0.5,high,0,T14,2
case_1892,RMG_delivery,T22,2026-04-21 14:13:00,2026-04-21 14:19:00,2026-04-21 14:23:00,delivery,4,3.0,T22,0,0,medium,0.8419,5.23,1,106.28,31.55,top_3,0.45,1,0.571,0.7319,15.47,143.0,0.601,1.0,very_high,0,T22,1
case_1894,RMG_receive,T25,2026-04-21 14:13:00,2026-04-21 14:19:00,2026-04-21 14:31:00,receive,5,14.0,T25,0,1,low,0.7077,2.53,1,73.73,1.4,low,0.47,0,0.5962,0.5762,7.6,80.53,0.5938,1.0,medium,0,T25,1
case_1825,Gate Out,Res.GateOut,2026-04-21 14:16:00,2026-04-21 14:19:00,2026-04-21 14:19:00,delivery,3,,MT,0,0,very_high,0.7019,24.0,1,110.5,24.0,non_rmg,0.4506,1,0.5288,0.7019,28.0,153.0,0.54,0.0,high,0,MT,1
case_1809,Gate Out,Res.GateOut,2026-04-21 13:46:00,2026-04-21 14:20:00,2026-04-21 14:20:00,delivery,3,1.0,T20,0,0,medium,0.8338,5.53,1,87.07,22.0,top_3,0.42,1,0.5277,0.64,11.27,104.07,0.5638,0.0,high,0,T20,1
case_1882,Gate Out,Res.GateOut,2026-04-21 14:14:00,2026-04-21 14:21:00,2026-04-21 14:21:00,receive,6,,MT,1,1,very_high,0.8149,17.55,1,127.55,17.55,non_rmg,0.3851,0,0.55,0.8149,35.45,170.8,0.5651,0.0,very_high,0,MT,1
case_1853,Gate Out,Res.GateOut,2026-04-21 14:13:00,2026-04-21 14:21:00,2026-04-21 14:21:00,receive,8,14.0,T12,0,2,low,0.8997,4.35,2,97.97,17.82,low,0.4497,0,0.58,0.5303,32.6,137.97,0.61,0.0,medium,0,T12,2
case_1863,RMG_receive,T07,2026-04-21 13:57:00,2026-04-21 14:21:00,2026-04-21 14:29:00,receive,4,17.0,T07,0,1,low,0.8761,3.43,1,103.4,27.67,low,0.47,0,0.6161,0.4878,23.33,148.23,0.6361,1.0,low,0,T07,1
case_1889,RMG_delivery,T13,2026-04-21 14:12:00,2026-04-21 14:22:00,2026-04-21 14:37:00,delivery,3,,VC,0,0,very_high,0.7177,12.6,1,56.93,15.0,non_rmg,0.4612,1,0.58,0.4612,12.6,83.4,0.5844,1.0,low,0,VC,1
case_1827,RMG_mixed,T17,2026-04-21 13:35:00,2026-04-21 14:23:00,2026-04-21 14:41:00,mixed,11,7.0,T17,0,1,low,0.7801,3.0,1,19.23,0.0,mid,0.5002,1,0.52,0.7001,5.15,27.23,0.5601,0.5,high,0,T17,2
case_1839,Gate Out,Res.GateOut,2026-04-21 14:15:00,2026-04-21 14:23:00,2026-04-21 14:23:00,receive,5,2.0,T23,0,1,low,0.8522,3.7,1,111.75,12.2,top_3,0.48,0,0.5811,0.7211,22.7,137.9,0.6111,1.0,very_high,0,T23,1
case_1843,RMG_delivery,T13,2026-04-21 13:45:00,2026-04-21 14:23:00,2026-04-21 14:33:00,delivery,4,,VC,0,0,very_high,0.8308,16.37,1,124.55,27.95,non_rmg,0.42,1,0.5216,0.42,16.37,154.13,0.5608,1.0,low,0,VC,1
case_1862,Gate Out,Res.GateOut,2026-04-21 14:16:00,2026-04-21 14:23:00,2026-04-21 14:23:00,receive,5,4.0,T22,0,1,medium,0.8311,7.0,1,104.42,31.75,mid,0.3855,0,0.55,0.6689,9.22,119.43,0.5655,1.0,high,0,T22,1
case_1883,Gate Out,Res.GateOut,2026-04-21 14:14:00,2026-04-21 14:24:00,2026-04-21 14:24:00,delivery,4,6.0,T14,0,0,medium,0.747,6.6,1,114.0,26.6,mid,0.4635,1,0.52,0.67,20.2,169.0,0.55,1.0,high,0,T14,1
case_1887,RMG_delivery,T13,2026-04-21 14:11:00,2026-04-21 14:24:00,2026-04-21 14:27:00,delivery,3,14.0,T13,0,0,high,0.7024,8.73,1,111.8,21.37,low,0.4516,1,0.53,0.55,37.37,159.42,0.5408,1.0,medium,0,T13,1
case_1899,Gate In,Res.GateIn,2026-04-21 14:24:00,2026-04-21 14:24:00,2026-04-21 14:24:00,receive,6,,VC,0,1,high,0.8423,9.58,1,85.08,21.5,non_rmg,0.4846,0,0.5846,0.4846,9.58,121.25,0.6123,1.0,low,1,VC,1
case_1900,Gate In,Res.GateIn,2026-04-21 14:24:00,2026-04-21 14:24:00,2026-04-21 14:24:00,delivery,3,,MT,0,0,medium,0.917,5.78,1,112.87,5.78,non_rmg,0.4739,1,0.583,0.917,30.82,142.38,0.62,0.0,very_high,0,MT,1
case_1901,Gate In,Res.GateIn,2026-04-21 14:24:00,2026-04-21 14:24:00,2026-04-21 14:24:00,delivery,3,,MT,0,0,high,0.8712,8.0,1,124.0,8.0,non_rmg,0.4206,1,0.5406,0.8712,22.5,153.0,0.5806,0.0,very_high,0,MT,1
case_1902,Gate In,Res.GateIn,2026-04-21 14:24:00,2026-04-21 14:24:00,2026-04-21 14:24:00,receive,5,,MT,0,1,very_high,0.7742,24.0,1,100.0,24.0,non_rmg,0.4442,0,0.5958,0.7742,24.0,136.67,0.6,1.0,very_high,0,MT,1
case_1898,RMG_receive,T24,2026-04-21 14:17:00,2026-04-21 14:25:00,2026-04-21 14:35:00,receive,5,6.0,T24,0,1,medium,0.8177,6.33,1,114.27,21.93,mid,0.4138,0,0.52,0.6038,19.0,154.33,0.5538,1.0,medium,0,T24,1
case_1899,HO2_delivery,HO2,2026-04-21 14:24:00,2026-04-21 14:25:00,2026-04-21 14:39:00,receive,6,,VC,0,1,high,0.8423,9.58,1,85.08,21.5,non_rmg,0.4846,0,0.5846,0.4846,9.58,121.25,0.6123,1.0,low,1,VC,1
case_1903,Gate In,Res.GateIn,2026-04-21 14:25:00,2026-04-21 14:25:00,2026-04-21 14:25:00,delivery,4,8.0,T14,0,0,high,0.8263,9.27,1,116.4,19.4,mid,0.5727,1,0.5463,0.74,29.07,151.0,0.5963,1.0,very_high,0,T14,1
case_1865,Gate Out,Res.GateOut,2026-04-21 14:06:00,2026-04-21 14:25:00,2026-04-21 14:25:00,receive,4,9.0,T15,0,1,high,0.9,8.33,1,127.67,27.0,mid,0.4562,0,0.58,0.6621,34.33,166.33,0.6121,1.0,high,0,T15,1
case_1885,Gate Out,Res.GateOut,2026-04-21 14:18:00,2026-04-21 14:26:00,2026-04-21 14:26:00,delivery,3,,MT,0,0,very_high,0.85,45.68,1,110.72,45.68,non_rmg,0.3651,1,0.4925,0.85,49.05,199.22,0.5325,0.0,very_high,0,MT,1
case_1891,RMG_delivery,T10,2026-04-21 14:13:00,2026-04-21 14:26:00,2026-04-21 14:28:00,delivery,3,12.0,T10,0,0,high,0.8319,8.0,1,104.03,9.15,low,0.47,1,0.544,0.63,16.3,121.87,0.58,1.0,medium,0,T10,1
case_1896,Gate Out,Res.GateOut,2026-04-21 14:24:00,2026-04-21 14:26:00,2026-04-21 14:26:00,receive,5,2.0,T21,0,1,low,0.8415,2.17,1,32.75,9.75,top_3,0.42,0,0.5385,0.6356,0.83,34.83,0.5685,1.0,medium,0,T21,1
case_1820,Gate Out,Res.GateOut,2026-04-21 13:48:00,2026-04-21 14:26:00,2026-04-21 14:26:00,receive,5,17.0,T06,0,1,high,0.87,7.47,1,104.73,26.97,low,0.47,0,0.61,0.4486,20.0,122.43,0.63,1.0,low,0,T06,1
case_1850,Gate Out,Res.GateOut,2026-04-21 14:23:00,2026-04-21 14:26:00,2026-04-21 14:26:00,delivery,3,17.0,T06,0,0,high,0.8608,8.0,1,123.67,41.33,low,0.4492,1,0.58,0.3758,22.33,175.33,0.61,0.0,low,0,T06,1
case_1902,LL_receive,LL,2026-04-21 14:24:00,2026-04-21 14:27:00,2026-04-21 14:30:00,receive,5,,MT,0,1,very_high,0.7742,24.0,1,100.0,24.0,non_rmg,0.4442,0,0.5958,0.7742,24.0,136.67,0.6,1.0,very_high,0,MT,1
case_1835,Gate Out,Res.GateOut,2026-04-21 14:18:00,2026-04-21 14:27:00,2026-04-21 14:27:00,delivery,2,,MT,0,0,very_high,0.7236,29.8,1,101.65,29.8,non_rmg,0.4658,1,0.53,0.7236,40.6,142.65,0.5479,0.0,very_high,0,MT,1
case_1895,RMG_delivery,T17,2026-04-21 14:14:00,2026-04-21 14:28:00,2026-04-21 14:30:00,delivery,5,1.0,T17,0,0,medium,0.91,4.97,1,126.28,8.0,top_3,0.4138,1,0.5538,0.7114,23.17,141.7,0.5938,1.0,high,1,T17,1
case_1901,LL_delivery,LL,2026-04-21 14:24:00,2026-04-21 14:28:00,2026-04-21 14:37:00,delivery,3,,MT,0,0,high,0.8712,8.0,1,124.0,8.0,non_rmg,0.4206,1,0.5406,0.8712,22.5,153.0,0.5806,0.0,very_high,0,MT,1
case_1844,Gate Out,Res.GateOut,2026-04-21 14:21:00,2026-04-21 14:28:00,2026-04-21 14:28:00,delivery,3,3.0,T22,0,0,medium,0.8107,6.4,1,109.4,29.27,top_3,0.3893,1,0.55,0.6987,26.53,154.93,0.5693,0.0,high,0,T22,1
case_1841,Gate Out,Res.GateOut,2026-04-21 14:11:00,2026-04-21 14:29:00,2026-04-21 14:29:00,delivery,3,11.0,T09,0,0,low,0.8005,2.4,1,69.2,10.6,low,0.4095,1,0.4805,0.56,9.6,78.0,0.5205,1.0,medium,0,T09,1
case_1871,RMG_receive,T18,2026-04-21 14:09:00,2026-04-21 14:30:00,2026-04-21 14:38:00,mixed,10,11.0,T18,0,1,low,0.7678,4.2,2,109.15,24.95,low,0.44,1,0.6011,0.6022,23.75,135.0,0.6,0.5,medium,0,T18,2
case_1880,Gate Out,Res.GateOut,2026-04-21 14:23:00,2026-04-21 14:30:00,2026-04-21 14:30:00,receive,6,,MT,1,1,very_high,0.85,46.8,1,114.2,46.8,non_rmg,0.361,0,0.4945,0.85,33.8,187.2,0.5345,0.0,very_high,0,MT,1
case_1900,LL_delivery,LL,2026-04-21 14:24:00,2026-04-21 14:31:00,2026-04-21 14:33:00,delivery,3,,MT,0,0,medium,0.917,5.78,1,112.87,5.78,non_rmg,0.4739,1,0.583,0.917,30.82,142.38,0.62,0.0,very_high,0,MT,1
case_1904,Gate In,Res.GateIn,2026-04-21 14:31:00,2026-04-21 14:31:00,2026-04-21 14:31:00,mixed,10,18.0,T06,0,1,medium,0.8785,5.8,2,114.6,36.2,low,0.47,1,0.6185,0.4755,27.4,159.0,0.6385,0.5,low,0,T06,2
case_1800,Gate Out,Res.GateOut,2026-04-21 13:40:00,2026-04-21 14:31:00,2026-04-21 14:31:00,receive,7,14.0,T12,0,1,low,0.8423,3.08,1,97.92,16.0,low,0.4777,0,0.5754,0.53,14.17,122.17,0.6077,1.0,medium,1,T12,1
case_1905,Gate In,Res.GateIn,2026-04-21 14:31:00,2026-04-21 14:31:00,2026-04-21 14:31:00,delivery,3,12.0,T06,0,0,low,0.8607,4.15,1,121.07,8.3,low,0.3686,2,0.5786,0.5,21.62,126.93,0.5893,0.0,low,0,T06,2
case_1906,Gate In,Res.GateIn,2026-04-21 14:31:00,2026-04-21 14:31:00,2026-04-21 14:31:00,receive,5,8.0,T23,0,1,high,0.74,9.28,1,126.58,32.88,mid,0.4043,0,0.5457,0.6157,21.83,161.55,0.5557,1.0,medium,0,T23,1
case_1907,Gate In,Res.GateIn,2026-04-21 14:32:00,2026-04-21 14:32:00,2026-04-21 14:32:00,receive,8,,MT,0,2,very_high,0.8758,25.33,1,100.6,25.33,non_rmg,0.47,0,0.6158,0.8758,22.17,146.02,0.6358,0.5,very_high,0,MT,2
case_1908,Gate In,Res.GateIn,2026-04-21 14:32:00,2026-04-21 14:32:00,2026-04-21 14:32:00,receive,4,5.0,T19,0,1,high,0.8543,9.53,1,148.4,33.87,mid,0.42,0,0.5257,0.6157,20.13,192.4,0.5657,1.0,medium,0,T19,1
case_1909,Gate In,Res.GateIn,2026-04-21 14:32:00,2026-04-21 14:32:00,2026-04-21 14:32:00,delivery,4,16.0,T08,0,0,medium,0.87,5.0,1,55.7,13.55,low,0.4611,1,0.62,0.3589,8.75,58.55,0.63,1.0,low,0,T08,1
case_1851,Gate Out,Res.GateOut,2026-04-21 14:28:00,2026-04-21 14:32:00,2026-04-21 14:32:00,receive,4,2.0,T21,0,1,medium,0.84,5.0,1,92.23,7.73,top_3,0.3764,0,0.58,0.72,23.07,140.33,0.59,1.0,very_high,0,T21,1
case_1870,Gate Out,Res.GateOut,2026-04-21 14:21:00,2026-04-21 14:32:00,2026-04-21 14:32:00,mixed,9,6.0,T26,0,1,low,0.893,1.63,2,18.53,8.82,mid,0.443,1,0.56,0.667,3.0,24.27,0.6,0.5,high,0,T26,2
case_1877,Gate Out,Res.GateOut,2026-04-21 14:18:00,2026-04-21 14:32:00,2026-04-21 14:32:00,receive,5,4.0,T20,0,1,medium,0.7344,7.0,1,137.25,26.25,mid,0.4156,0,0.5344,0.6275,34.0,166.0,0.5444,1.0,medium,0,T20,1
case_1893,Gate Out,Res.GateOut,2026-04-21 14:23:00,2026-04-21 14:33:00,2026-04-21 14:33:00,receive,4,5.0,T20,0,1,low,0.7585,3.7,1,66.7,10.8,mid,0.44,0,0.6058,0.7358,15.6,106.2,0.6,1.0,very_high,0,T20,1
case_1904,LL_delivery,LL,2026-04-21 14:31:00,2026-04-21 14:33:00,2026-04-21 14:44:00,mixed,10,18.0,T06,0,1,medium,0.8785,5.8,2,114.6,36.2,low,0.47,1,0.6185,0.4755,27.4,159.0,0.6385,0.5,low,0,T06,2
case_1910,Gate In,Res.GateIn,2026-04-21 14:33:00,2026-04-21 14:33:00,2026-04-21 14:33:00,delivery,3,7.0,T24,0,0,very_high,0.8303,11.07,1,131.15,27.35,mid,0.42,1,0.5206,0.61,16.77,159.73,0.5603,0.0,medium,0,T24,1
case_1807,RMG_receive,T13,2026-04-21 14:10:00,2026-04-21 14:33:00,2026-04-21 14:39:00,mixed,9,,MT,0,1,very_high,0.7899,21.35,2,112.9,21.35,non_rmg,0.4599,2,0.59,0.7899,41.85,146.25,0.6,0.333,very_high,0,MT,3
case_1846,Gate Out,Res.GateOut,2026-04-21 13:56:00,2026-04-21 14:33:00,2026-04-21 14:33:00,delivery,3,,VC,0,0,very_high,0.8222,31.33,1,119.93,27.93,non_rmg,0.5722,1,0.56,0.5722,31.33,154.53,0.61,1.0,medium,0,VC,1
case_1876,HO2_mixed,HO2,2026-04-21 14:02:00,2026-04-21 14:33:00,2026-04-21 14:51:00,receive,5,18.0,T06,0,1,low,0.8383,3.9,1,34.0,7.53,low,0.5217,0,0.6117,0.5115,8.1,52.43,0.6317,1.0,medium,0,T06,1
case_1891,Gate Out,Res.GateOut,2026-04-21 14:28:00,2026-04-21 14:34:00,2026-04-21 14:34:00,delivery,3,12.0,T10,0,0,high,0.8319,8.0,1,104.03,9.15,low,0.47,1,0.544,0.63,16.3,121.87,0.58,1.0,medium,0,T10,1
case_1911,Gate In,Res.GateIn,2026-04-21 14:34:00,2026-04-21 14:34:00,2026-04-21 14:34:00,delivery,3,,VC,0,0,very_high,0.8155,31.0,1,127.0,23.67,non_rmg,0.3845,1,0.55,0.3845,31.0,171.0,0.5645,1.0,low,0,VC,1
case_1912,Gate In,Res.GateIn,2026-04-21 14:34:00,2026-04-21 14:34:00,2026-04-21 14:34:00,mixed,12,8.0,T25,0,1,low,0.86,3.13,1,104.6,18.2,mid,0.42,1,0.5386,0.5786,11.47,113.0,0.5786,1.0,medium,0,T25,2
case_1855,Gate Out,Res.GateOut,2026-04-21 14:19:00,2026-04-21 14:34:00,2026-04-21 14:34:00,receive,8,,VC,0,2,very_high,0.8187,35.83,1,138.12,25.68,non_rmg,0.53,0,0.6313,0.53,35.83,191.23,0.65,1.0,medium,0,VC,2
case_1864,Gate Out,Res.GateOut,2026-04-21 14:31:00,2026-04-21 14:34:00,2026-04-21 14:34:00,receive,4,19.0,T26,0,1,low,0.8438,3.0,1,99.55,17.55,low,0.4762,0,0.5724,0.3624,12.45,131.3,0.6062,1.0,low,0,T26,1
case_1886,Gate Out,Res.GateOut,2026-04-21 14:24:00,2026-04-21 14:35:00,2026-04-21 14:35:00,receive,6,13.0,T17,1,1,low,0.84,3.95,1,68.6,10.8,low,0.48,0,0.5751,0.5954,14.2,92.75,0.6,1.0,medium,0,T17,1
case_1892,Gate Out,Res.GateOut,2026-04-21 14:23:00,2026-04-21 14:35:00,2026-04-21 14:35:00,delivery,4,3.0,T22,0,0,medium,0.8419,5.23,1,106.28,31.55,top_3,0.45,1,0.571,0.7319,15.47,143.0,0.601,1.0,very_high,0,T22,1
case_1907,LL_receive,LL,2026-04-21 14:32:00,2026-04-21 14:35:00,2026-04-21 14:39:00,receive,8,,MT,0,2,very_high,0.8758,25.33,1,100.6,25.33,non_rmg,0.47,0,0.6158,0.8758,22.17,146.02,0.6358,0.5,very_high,0,MT,2
case_1906,RMG_receive,T23,2026-04-21 14:31:00,2026-04-21 14:35:00,2026-04-21 15:03:00,receive,5,8.0,T23,0,1,high,0.74,9.28,1,126.58,32.88,mid,0.4043,0,0.5457,0.6157,21.83,161.55,0.5557,1.0,medium,0,T23,1
case_1913,Gate In,Res.GateIn,2026-04-21 14:35:00,2026-04-21 14:35:00,2026-04-21 14:35:00,receive,5,9.0,T15,0,1,low,0.84,3.2,1,90.6,28.0,mid,0.45,0,0.577,0.687,12.0,123.8,0.6,1.0,high,0,T15,1
case_1914,Gate In,Res.GateIn,2026-04-21 14:35:00,2026-04-21 14:35:00,2026-04-21 14:35:00,delivery,3,,MT,0,0,very_high,0.8559,33.02,1,109.57,33.02,non_rmg,0.35,2,0.457,0.8559,39.18,165.93,0.51,0.0,very_high,0,MT,2
case_1915,Gate In,Res.GateIn,2026-04-21 14:35:00,2026-04-21 14:35:00,2026-04-21 14:35:00,mixed,12,8.0,T11,0,1,medium,0.8134,4.65,1,128.85,28.9,mid,0.3966,2,0.5334,0.5968,11.6,149.4,0.56,0.333,medium,0,T11,3
case_1916,Gate In,Res.GateIn,2026-04-21 14:35:00,2026-04-21 14:35:00,2026-04-21 14:35:00,receive,5,12.0,T12,0,1,medium,0.8435,6.23,1,123.23,13.62,low,0.48,0,0.58,0.6235,17.47,144.97,0.6035,1.0,medium,0,T12,1
case_1902,Gate Out,Res.GateOut,2026-04-21 14:30:00,2026-04-21 14:36:00,2026-04-21 14:36:00,receive,5,,MT,0,1,very_high,0.7742,24.0,1,100.0,24.0,non_rmg,0.4442,0,0.5958,0.7742,24.0,136.67,0.6,1.0,very_high,0,MT,1
case_1917,Gate In,Res.GateIn,2026-04-21 14:36:00,2026-04-21 14:36:00,2026-04-21 14:36:00,receive,5,10.0,T11,0,1,low,0.9169,0.47,1,15.93,5.0,mid,0.49,0,0.5738,0.6438,1.0,19.93,0.6169,1.0,high,0,T11,1
case_1863,Gate Out,Res.GateOut,2026-04-21 14:29:00,2026-04-21 14:36:00,2026-04-21 14:36:00,receive,4,17.0,T07,0,1,low,0.8761,3.43,1,103.4,27.67,low,0.47,0,0.6161,0.4878,23.33,148.23,0.6361,1.0,low,0,T07,1
case_1866,Gate Out,Res.GateOut,2026-04-21 14:13:00,2026-04-21 14:36:00,2026-04-21 14:36:00,delivery,3,18.0,T06,0,0,high,0.8109,10.37,1,95.67,8.1,low,0.47,2,0.5591,0.3582,13.73,99.87,0.5891,0.0,low,0,T06,2
case_1888,Gate Out,Res.GateOut,2026-04-21 14:23:00,2026-04-21 14:37:00,2026-04-21 14:37:00,receive,5,,MT,0,1,very_high,0.84,37.3,1,118.25,37.3,non_rmg,0.3589,0,0.5111,0.84,19.8,173.0,0.54,1.0,very_high,0,MT,1
case_1887,Gate Out,Res.GateOut,2026-04-21 14:27:00,2026-04-21 14:37:00,2026-04-21 14:37:00,delivery,3,14.0,T13,0,0,high,0.7024,8.73,1,111.8,21.37,low,0.4516,1,0.53,0.55,37.37,159.42,0.5408,1.0,medium,0,T13,1
case_1890,Gate Out,Res.GateOut,2026-04-21 14:28:00,2026-04-21 14:37:00,2026-04-21 14:37:00,receive,7,1.0,T18,0,1,high,0.9106,7.23,1,133.5,7.53,top_3,0.4612,0,0.5894,0.7394,34.37,169.77,0.62,1.0,very_high,1,T18,1
case_1912,RMG_mixed,T25,2026-04-21 14:34:00,2026-04-21 14:37:00,2026-04-21 15:00:00,mixed,12,8.0,T25,0,1,low,0.86,3.13,1,104.6,18.2,mid,0.42,1,0.5386,0.5786,11.47,113.0,0.5786,1.0,medium,0,T25,2
case_1843,Gate Out,Res.GateOut,2026-04-21 14:33:00,2026-04-21 14:37:00,2026-04-21 14:37:00,delivery,4,,VC,0,0,very_high,0.8308,16.37,1,124.55,27.95,non_rmg,0.42,1,0.5216,0.42,16.37,154.13,0.5608,1.0,low,0,VC,1
case_1903,RMG_delivery,T14,2026-04-21 14:25:00,2026-04-21 14:38:00,2026-04-21 14:57:00,delivery,4,8.0,T14,0,0,high,0.8263,9.27,1,116.4,19.4,mid,0.5727,1,0.5463,0.74,29.07,151.0,0.5963,1.0,very_high,0,T14,1
case_1913,RMG_receive,T15,2026-04-21 14:35:00,2026-04-21 14:38:00,2026-04-21 14:44:00,receive,5,9.0,T15,0,1,low,0.84,3.2,1,90.6,28.0,mid,0.45,0,0.577,0.687,12.0,123.8,0.6,1.0,high,0,T15,1
case_1918,Gate In,Res.GateIn,2026-04-21 14:38:00,2026-04-21 14:38:00,2026-04-21 14:38:00,receive,5,4.0,T16,0,1,low,0.86,3.25,1,43.58,11.25,mid,0.42,0,0.5335,0.6335,2.58,45.92,0.5735,1.0,medium,0,T16,1
case_1919,Gate In,Res.GateIn,2026-04-21 14:38:00,2026-04-21 14:38:00,2026-04-21 14:38:00,delivery,4,,VC,0,0,very_high,0.87,12.5,1,56.67,24.17,non_rmg,0.47,1,0.61,0.47,12.5,81.17,0.63,1.0,low,0,VC,1
case_1919,RMG_delivery,T13,2026-04-21 14:38:00,2026-04-21 14:38:00,2026-04-21 14:43:00,delivery,4,,VC,0,0,very_high,0.87,12.5,1,56.67,24.17,non_rmg,0.47,1,0.61,0.47,12.5,81.17,0.63,1.0,low,0,VC,1
case_1920,Gate In,Res.GateIn,2026-04-21 14:38:00,2026-04-21 14:38:00,2026-04-21 14:38:00,delivery,2,,MT,0,0,very_high,0.8177,20.55,1,121.75,20.55,non_rmg,0.3823,1,0.55,0.8177,24.25,153.45,0.5623,0.0,very_high,0,MT,1
