demand_multiplier,metric,n,mean_delta,std_delta,ci95_delta_lo,ci95_delta_hi,ci_excludes_zero
1.2,mean_turnaround_min,2,0.3620000000000019,2.0902076451874367,-18.417770600066216,19.14177060006622,False
1.2,median_turnaround_min,2,0.5,2.1213203435596424,-18.55930710426204,19.55930710426204,False
1.2,p90_turnaround_min,2,-1.9500000000000028,1.2020815280171429,-12.7502740257486,8.850274025748595,False
1.2,mean_rmg_service_min,2,0.6487048752237765,0.30018131950980675,-2.048317275565377,3.34572702601293,False
1.2,median_rmg_service_min,2,0.0,0.0,0.0,0.0,False
1.2,p90_rmg_service_min,2,4.849999999999994,1.0606601717798212,-4.679653552131025,14.379653552131014,False
1.2,mean_rmg_pre_service_min,2,-0.0470020194044376,0.1592934389915554,-1.4781967857448866,1.3841927469360114,False
1.2,median_rmg_pre_service_min,2,-1.0,0.0,-1.0,-1.0,True
1.2,p90_rmg_pre_service_min,2,2.1000000000000085,0.8485281374238691,-5.523722841704916,9.723722841704934,False
1.2,rmg_events,2,0.5,2.1213203435596424,-18.55930710426204,19.55930710426204,False
1.2,rmg_receive_events,2,0.5,0.7071067811865476,-5.853102368087347,6.853102368087347,False
1.2,mean_rmg_receive_service_min,2,-0.15669556947447472,0.37609491809315054,-3.535774342773429,3.2223832038244797,False
1.2,median_rmg_receive_service_min,2,-0.5,0.7071067811865476,-6.853102368087347,5.853102368087347,False
1.2,p90_rmg_receive_service_min,2,3.70000000000001,4.101219330881974,-33.147993734906585,40.547993734906605,False
1.2,mean_rmg_receive_pre_service_min,2,-0.6234381462576186,0.7390649107426598,-7.263672916359104,6.016796623843867,False
1.2,median_rmg_receive_pre_service_min,2,-1.0,0.0,-1.0,-1.0,True
1.2,p90_rmg_receive_pre_service_min,2,-0.3500000000000014,1.6263455967290572,-14.96213544660088,14.262135446600878,False
1.2,rmg_delivery_events,2,0.0,1.4142135623730951,-12.706204736174694,12.706204736174694,False
1.2,mean_rmg_delivery_service_min,2,0.7388104285215134,1.4787102758194282,-12.54687428696008,14.024495144003108,False
1.2,median_rmg_delivery_service_min,2,0.0,0.0,0.0,0.0,False
1.2,p90_rmg_delivery_service_min,2,4.2499999999999964,3.6062445840513733,-28.150822077245298,36.650822077245294,False
1.2,mean_rmg_delivery_pre_service_min,2,0.971211440551063,1.4015601840634522,-11.621307202034764,13.563730083136889,False
1.2,median_rmg_delivery_pre_service_min,2,-0.25,1.7677669529663689,-16.132755920218365,15.632755920218367,False
1.2,p90_rmg_delivery_pre_service_min,2,7.300000000000001,3.5355339059327324,-24.465511840436687,39.065511840436685,False
1.2,mean_inter_arrival_min,2,-0.10240963855421686,0.002839786269825449,-0.12792410589593273,-0.076895171212501,True
1.2,zero_inter_arrival_share,2,0.05823293172690763,0.008519358809476504,-0.01831047029824137,0.13477633375205664,False
1.2,arrival_rate_per_elapsed_hour,2,19.392438687140668,0.33742079646606726,16.360833110577893,22.424044263703443,True
2.4,mean_turnaround_min,2,-1.469999999999997,0.8909545442950509,-9.474908983790062,6.534908983790068,False
2.4,median_turnaround_min,2,-1.5,0.7071067811865476,-7.853102368087347,4.853102368087347,False
2.4,p90_turnaround_min,2,-6.400000000000006,0.7071067811865476,-12.753102368087353,-0.04689763191265861,True
2.4,mean_rmg_service_min,2,-0.9604014428887524,0.7443508149357732,-7.64812817791016,5.727325292132655,False
2.4,median_rmg_service_min,2,-1.0,0.0,-1.0,-1.0,True
2.4,p90_rmg_service_min,2,1.0499999999999972,2.616295090390238,-22.456478761923293,24.556478761923287,False
2.4,mean_rmg_pre_service_min,2,-0.02217976608839578,0.7379030886849804,-6.6519759791539075,6.607616446977116,False
2.4,median_rmg_pre_service_min,2,-1.0,0.0,-1.0,-1.0,True
2.4,p90_rmg_pre_service_min,2,1.75,5.444722215136408,-47.1688882342725,50.6688882342725,False
2.4,rmg_events,2,-1.0,1.4142135623730951,-13.706204736174694,11.706204736174694,False
2.4,rmg_receive_events,2,-2.0,0.0,-2.0,-2.0,True
2.4,mean_rmg_receive_service_min,2,-1.6263359222417622,0.28903109839157787,-4.223177310979605,0.970505466496081,False
2.4,median_rmg_receive_service_min,2,-1.0,0.0,-1.0,-1.0,True
2.4,p90_rmg_receive_service_min,2,-3.299999999999997,1.8384776310850195,-19.81806615702706,13.218066157027067,False
2.4,mean_rmg_receive_pre_service_min,2,-0.6444059125814219,1.0838000820655322,-10.381963309994184,9.093151484831342,False
2.4,median_rmg_receive_pre_service_min,2,-1.0,0.0,-1.0,-1.0,True
2.4,p90_rmg_receive_pre_service_min,2,0.3500000000000014,6.858935777509513,-61.27509297044728,61.975092970447285,False
2.4,rmg_delivery_events,2,1.0,1.4142135623730951,-11.706204736174694,13.706204736174694,False
2.4,mean_rmg_delivery_service_min,2,-0.5020047169811326,1.4997668120779761,-13.976874904766387,12.972865470804123,False
2.4,median_rmg_delivery_service_min,2,-0.75,0.3535533905932738,-3.9265511840436735,2.4265511840436735,False
2.4,p90_rmg_delivery_service_min,2,0.4499999999999922,4.454772721475242,-39.574544918950224,40.474544918950215,False
2.4,mean_rmg_delivery_pre_service_min,2,1.0370979845626072,1.4943316109404259,-12.388938858476529,14.463134827601742,False
2.4,median_rmg_delivery_pre_service_min,2,0.25,0.3535533905932738,-2.9265511840436735,3.4265511840436735,False
2.4,p90_rmg_delivery_pre_service_min,2,4.549999999999997,7.283199846221447,-60.88695439129974,69.98695439129973,False
2.4,mean_inter_arrival_min,2,-0.35542168674698793,0.008519358809476464,-0.4319650887721366,-0.2788782847218393,True
2.4,zero_inter_arrival_share,2,0.21485943775100402,0.036917221507731385,-0.11682863769130714,0.5465475131933152,False
2.4,arrival_rate_per_elapsed_hour,2,132.54575412170612,2.7596235522251473,107.75152022219287,157.33998802121937,True
3.0,mean_turnaround_min,2,-1.2959999999999994,0.10748023074035595,-2.2616715599492827,-0.33032844005071604,True
3.0,median_turnaround_min,2,-0.5,0.0,-0.5,-0.5,True
3.0,p90_turnaround_min,2,-5.0,1.5556349186103966,-18.97682520979209,8.976825209792091,False
3.0,mean_rmg_service_min,2,-0.9204169105129161,0.6592563576621566,-6.843600280373898,5.002766459348066,False
3.0,median_rmg_service_min,2,-0.5,0.7071067811865476,-6.853102368087347,5.853102368087347,False
3.0,p90_rmg_service_min,2,-1.2999999999999972,1.5556349186104166,-15.27682520979227,12.676825209792275,False
3.0,mean_rmg_pre_service_min,2,-0.19177550851022485,0.3661305402508147,-3.4813278988766987,3.097776881856249,False
3.0,median_rmg_pre_service_min,2,-1.0,0.0,-1.0,-1.0,True
3.0,p90_rmg_pre_service_min,2,2.0,1.4142135623730951,-10.706204736174694,14.706204736174694,False
3.0,rmg_events,2,1.5,0.7071067811865476,-4.853102368087347,7.853102368087347,False
3.0,rmg_receive_events,2,0.5,0.7071067811865476,-5.853102368087347,6.853102368087347,False
3.0,mean_rmg_receive_service_min,2,-1.6336401934779214,1.3500013378996092,-13.762920982355558,10.495640595399715,False
3.0,median_rmg_receive_service_min,2,-1.0,0.0,-1.0,-1.0,True
3.0,p90_rmg_receive_service_min,2,-2.999999999999986,4.242640687119305,-41.11861420852425,35.11861420852428,False
3.0,mean_rmg_receive_pre_service_min,2,-0.5756754514361004,1.2538414915159741,-11.840994298455882,10.68964339558368,False
3.0,median_rmg_receive_pre_service_min,2,-1.0,0.0,-1.0,-1.0,True
3.0,p90_rmg_receive_pre_service_min,2,0.25,6.7175144212722016,-60.10447249682979,60.60447249682979,False
3.0,rmg_delivery_events,2,1.0,0.0,1.0,1.0,True
3.0,mean_rmg_delivery_service_min,2,-0.4695127298016457,0.6995689698746426,-6.754890550239343,5.815865090636051,False
3.0,median_rmg_delivery_service_min,2,-0.5,0.7071067811865476,-6.853102368087347,5.853102368087347,False
3.0,p90_rmg_delivery_service_min,2,-4.250000000000007,0.7778174593052083,-11.238412604896144,2.738412604896129,False
3.0,mean_rmg_delivery_pre_service_min,2,0.30371042305004536,1.533685834548899,-13.47591009059353,14.08333093669362,False
3.0,median_rmg_delivery_pre_service_min,2,0.25,1.0606601717798212,-9.27965355213102,9.77965355213102,False
3.0,p90_rmg_delivery_pre_service_min,2,3.049999999999997,2.899137802864841,-22.997719709158087,29.09771970915808,False
3.0,mean_inter_arrival_min,2,-0.4056224899598394,0.011359145079301991,-0.5076803593267046,-0.3035646205929742,True
