FAHRPLAN_UID;reason
TP_15498822604;missing_critical_timestamp
TP_15498922604;missing_critical_timestamp
TP_15498962604;missing_critical_timestamp
TP_15498972604;missing_critical_timestamp
TP_15498992604;missing_critical_timestamp
TP_15499022604;missing_critical_timestamp
TP_15499252604;missing_critical_timestamp
TP_15499462604;missing_critical_timestamp
TP_15499772604;missing_critical_timestamp
TP_15499862604;missing_critical_timestamp
TP_15499892604;missing_critical_timestamp
TP_15500072604;missing_critical_timestamp
TP_15500092604;missing_critical_timestamp
TP_15500102604;missing_critical_timestamp
TP_15500122604;missing_critical_timestamp
TP_15500142604;missing_critical_timestamp
TP_15500402604;missing_critical_timestamp
TP_15500542604;missing_critical_timestamp
TP_15500642604;missing_critical_timestamp
TP_15500662604;missing_critical_timestamp
TP_15500692604;missing_critical_timestamp
TP_15500702604;missing_critical_timestamp
TP_15500862604;missing_critical_timestamp
TP_15500882604;missing_critical_timestamp
TP_15500942604;missing_critical_timestamp
TP_15500962604;missing_critical_timestamp
TP_15501002604;missing_critical_timestamp
TP_15501062604;missing_critical_timestamp
TP_15501192604;missing_critical_timestamp
TP_15501222604;missing_critical_timestamp
TP_15501232604;missing_critical_timestamp
TP_15502142604;missing_critical_timestamp
TP_15502172604;missing_critical_timestamp
TP_15502262604;missing_critical_timestamp
TP_15502282604;missing_critical_timestamp
TP_15502312604;missing_critical_timestamp
TP_15502372604;missing_critical_timestamp
TP_15502442604;missing_critical_timestamp
TP_15502812604;missing_critical_timestamp
TP_15502862604;missing_critical_timestamp
TP_15503002604;missing_critical_timestamp
TP_15503052604;missing_critical_timestamp
TP_15503172604;overlapping_activities
TP_15503192604;missing_critical_timestamp
TP_15503202604;missing_critical_timestamp
TP_15503272604;missing_critical_timestamp
TP_15503412604;missing_critical_timestamp
TP_15503452604;missing_critical_timestamp
TP_15503572604;missing_critical_timestamp
TP_15503642604;missing_critical_timestamp
TP_15504772604;missing_critical_timestamp
TP_15504872604;missing_critical_timestamp
TP_15505102604;missing_critical_timestamp
TP_15505192604;missing_critical_timestamp
TP_15505442604;missing_critical_timestamp
TP_15505502604;missing_critical_timestamp
TP_15505522604;missing_critical_timestamp
TP_15505542604;missing_critical_timestamp
TP_15505672604;missing_critical_timestamp
TP_15505702604;missing_critical_timestamp
TP_15505822604;missing_critical_timestamp
TP_15505912604;missing_critical_timestamp
TP_15506062604;missing_critical_timestamp
TP_15506122604;missing_critical_timestamp
TP_15506142604;missing_critical_timestamp
TP_15506192604;missing_critical_timestamp
TP_15506212604;missing_critical_timestamp
TP_15506582604;missing_critical_timestamp
TP_15507242604;missing_critical_timestamp
TP_15507372604;missing_critical_timestamp
TP_15507462604;missing_critical_timestamp
TP_15507502604;missing_critical_timestamp
TP_15507602604;missing_critical_timestamp
TP_15507742604;missing_critical_timestamp
TP_15507792604;missing_critical_timestamp
TP_15507872604;missing_critical_timestamp
TP_15507942604;missing_critical_timestamp
TP_15508082604;missing_critical_timestamp
TP_15508202604;missing_critical_timestamp
TP_15508262604;missing_critical_timestamp
TP_15508462604;missing_critical_timestamp
TP_15508592604;missing_critical_timestamp
TP_15508692604;missing_critical_timestamp
TP_15508732604;missing_critical_timestamp
TP_15508802604;missing_critical_timestamp
TP_15508882604;missing_critical_timestamp
TP_15509052604;missing_critical_timestamp
TP_15509082604;missing_critical_timestamp
TP_15509262604;missing_critical_timestamp
TP_15509332604;missing_critical_timestamp
TP_15509342604;missing_critical_timestamp
TP_15509412604;missing_critical_timestamp
TP_15509432604;missing_critical_timestamp
TP_15509602604;missing_critical_timestamp
TP_15509632604;missing_critical_timestamp
TP_15509672604;missing_critical_timestamp
TP_15509812604;missing_critical_timestamp
TP_15509852604;missing_critical_timestamp
TP_15509962604;missing_critical_timestamp
TP_15509982604;missing_critical_timestamp
TP_15510522604;missing_critical_timestamp
TP_15510612604;missing_critical_timestamp
TP_15510702604;missing_critical_timestamp
TP_15511112604;missing_critical_timestamp
TP_15511232604;missing_critical_timestamp
TP_15511342604;missing_critical_timestamp
TP_15511452604;missing_critical_timestamp
TP_15511472604;missing_critical_timestamp
TP_15511482604;missing_critical_timestamp
TP_15511542604;missing_critical_timestamp
TP_15511592604;missing_critical_timestamp
TP_15511622604;missing_critical_timestamp
TP_15511692604;missing_critical_timestamp
TP_15511732604;missing_critical_timestamp
TP_15511892604;missing_critical_timestamp
TP_15511922604;missing_critical_timestamp
TP_15511952604;missing_critical_timestamp
TP_15512012604;missing_critical_timestamp
TP_15512352604;missing_critical_timestamp
TP_15512602604;missing_critical_timestamp
TP_15512832604;missing_critical_timestamp
TP_15512962604;missing_critical_timestamp
TP_15513102604;missing_critical_timestamp
TP_15513182604;missing_critical_timestamp
TP_15513342604;missing_critical_timestamp
TP_15513362604;missing_critical_timestamp
TP_15513632604;missing_critical_timestamp
TP_15513682604;missing_critical_timestamp
TP_15513812604;missing_critical_timestamp
TP_15513892604;missing_critical_timestamp
TP_15514052604;missing_critical_timestamp
TP_15514162604;missing_critical_timestamp
TP_15514172604;missing_critical_timestamp
TP_15514322604;missing_critical_timestamp
TP_15514382604;missing_critical_timestamp
TP_15514442604;missing_critical_timestamp
TP_15514512604;missing_critical_timestamp
TP_15514612604;missing_critical_timestamp
TP_15515102604;missing_critical_timestamp
TP_15515152604;missing_critical_timestamp
TP_15515222604;missing_critical_timestamp
TP_15515252604;missing_critical_timestamp
TP_15515322604;missing_critical_timestamp
TP_15515822604;missing_critical_timestamp
TP_15516152604;missing_critical_timestamp
TP_15516242604;missing_critical_timestamp
TP_15516442604;missing_critical_timestamp
TP_15516482604;missing_critical_timestamp
TP_15516752604;missing_critical_timestamp
TP_15516782604;missing_critical_timestamp
TP_15516842604;missing_critical_timestamp
TP_15516962604;missing_critical_timestamp
TP_15517662604;missing_critical_timestamp
TP_15517692604;missing_critical_timestamp
TP_15517852604;missing_critical_timestamp
TP_15517922604;missing_critical_timestamp
TP_15517952604;missing_critical_timestamp
TP_15518062604;missing_critical_timestamp
TP_15518072604;missing_critical_timestamp
TP_15518242604;missing_critical_timestamp
TP_15518422604;missing_critical_timestamp
TP_15518432604;missing_critical_timestamp
TP_15518542604;missing_critical_timestamp
TP_15518562604;missing_critical_timestamp
TP_15518682604;missing_critical_timestamp
TP_15518732604;missing_critical_timestamp
TP_15518762604;missing_critical_timestamp
TP_15518922604;missing_critical_timestamp
TP_15519002604;missing_critical_timestamp
TP_15519032604;missing_critical_timestamp
TP_15519112604;missing_critical_timestamp
TP_15519282604;missing_critical_timestamp
TP_15519312604;missing_critical_timestamp
TP_15519332604;missing_critical_timestamp
TP_15519382604;missing_critical_timestamp
TP_15519412604;missing_critical_timestamp
TP_15519712604;missing_critical_timestamp
TP_15519792604;missing_critical_timestamp
TP_15519812604;missing_critical_timestamp
TP_15520032604;missing_critical_timestamp
TP_15520162604;missing_critical_timestamp
TP_15520302604;missing_critical_timestamp
TP_15520332604;missing_critical_timestamp
TP_15520352604;missing_critical_timestamp
TP_15520572604;missing_critical_timestamp
TP_15520622604;negative_duration
TP_15520762604;missing_critical_timestamp
TP_15520912604;missing_critical_timestamp
TP_15521042604;missing_critical_timestamp
TP_15521162604;missing_critical_timestamp
TP_15521232604;missing_critical_timestamp
TP_15521492604;missing_critical_timestamp
TP_15521582604;missing_critical_timestamp
TP_15521732604;missing_critical_timestamp
TP_15521762604;missing_critical_timestamp
TP_15521842604;missing_critical_timestamp
TP_15522022604;missing_critical_timestamp
TP_15522052604;missing_critical_timestamp
TP_15522122604;missing_critical_timestamp
TP_15522222604;missing_critical_timestamp
TP_15522262604;missing_critical_timestamp
TP_15522342604;missing_critical_timestamp
TP_15522372604;missing_critical_timestamp
TP_15522442604;missing_critical_timestamp
TP_15522462604;missing_critical_timestamp
TP_15522542604;missing_critical_timestamp
TP_15522572604;missing_critical_timestamp
TP_15522672604;missing_critical_timestamp
TP_15522692604;missing_critical_timestamp
TP_15522812604;missing_critical_timestamp
TP_15522822604;missing_critical_timestamp
TP_15522902604;missing_critical_timestamp
TP_15522932604;missing_critical_timestamp
TP_15523882604;missing_critical_timestamp
TP_15523962604;missing_critical_timestamp
TP_15524002604;missing_critical_timestamp
TP_15524142604;missing_critical_timestamp
TP_15524292604;missing_critical_timestamp
TP_15524322604;missing_critical_timestamp
TP_15524382604;missing_critical_timestamp
TP_15525322604;missing_critical_timestamp
TP_15525462604;missing_critical_timestamp
TP_15526472604;missing_critical_timestamp
TP_15539412604;missing_critical_timestamp
TP_15539482604;missing_critical_timestamp
TP_15539512604;missing_critical_timestamp
TP_15539562604;missing_critical_timestamp
TP_15539602604;missing_critical_timestamp
TP_15539612604;missing_critical_timestamp
TP_15539622604;missing_critical_timestamp
TP_15539662604;missing_critical_timestamp
TP_15540532604;missing_critical_timestamp
TP_15540642604;missing_critical_timestamp
TP_15540752604;missing_critical_timestamp
TP_15540812604;missing_critical_timestamp
TP_15540822604;missing_critical_timestamp
TP_15540982604;missing_critical_timestamp
TP_15540992604;missing_critical_timestamp
TP_15541162604;missing_critical_timestamp
TP_15541222604;missing_critical_timestamp
TP_15541262604;missing_critical_timestamp
TP_15541342604;missing_critical_timestamp
TP_15541382604;missing_critical_timestamp
TP_15541442604;missing_critical_timestamp
TP_15541482604;missing_critical_timestamp
TP_15541562604;missing_critical_timestamp
TP_15541642604;missing_critical_timestamp
TP_15541772604;missing_critical_timestamp
TP_15541792604;missing_critical_timestamp
TP_15543292604;missing_critical_timestamp
TP_15543412604;missing_critical_timestamp
TP_15544252604;missing_critical_timestamp
TP_15570212604;overlapping_activities
TP_15571702604;missing_critical_timestamp
TP_15572592604;overlapping_activities
TP_15579692604;missing_critical_timestamp
TP_15580312604;overlapping_activities
TP_15583892604;missing_critical_timestamp
TP_15586052604;overlapping_activities
TP_15587242604;overlapping_activities
TP_15589122604;missing_critical_timestamp
TP_15593472604;missing_critical_timestamp
TP_15593742604;missing_critical_timestamp
TP_15594902604;overlapping_activities
TP_15595992604;missing_critical_timestamp
TP_15597232604;missing_critical_timestamp
TP_15600122604;missing_critical_timestamp
TP_15600682604;missing_critical_timestamp
TP_15601872604;missing_critical_timestamp
TP_15602882604;overlapping_activities
TP_15603742604;missing_critical_timestamp
TP_15606942604;missing_critical_timestamp
TP_15608522604;missing_critical_timestamp
TP_15609072604;overlapping_activities
TP_15610072604;missing_critical_timestamp
TP_15612812604;missing_critical_timestamp
TP_15614162604;missing_critical_timestamp
TP_15614312604;missing_critical_timestamp
TP_15615282604;missing_critical_timestamp
TP_15615532604;missing_critical_timestamp
TP_15617162604;missing_critical_timestamp
TP_15617182604;missing_critical_timestamp
TP_15620222604;missing_critical_timestamp
TP_15620502604;missing_critical_timestamp
TP_15620932604;missing_critical_timestamp
TP_15621462604;missing_critical_timestamp
TP_15622222604;missing_critical_timestamp
TP_15625182604;missing_critical_timestamp
TP_15631052604;missing_critical_timestamp
TP_15631302604;missing_critical_timestamp
TP_15631792604;overlapping_activities
TP_15634022604;missing_critical_timestamp
TP_15635002604;missing_critical_timestamp
TP_15641202604;missing_critical_timestamp
TP_15641212604;missing_critical_timestamp
TP_15650142604;missing_critical_timestamp
TP_15651082604;missing_critical_timestamp
TP_15657382604;missing_critical_timestamp
TP_15658712604;missing_critical_timestamp
TP_15658792604;missing_critical_timestamp
TP_15659552604;missing_critical_timestamp
TP_15663552604;missing_critical_timestamp
TP_15666032604;missing_critical_timestamp
TP_15667862604;missing_critical_timestamp
TP_15669072604;missing_critical_timestamp
TP_15673582604;missing_critical_timestamp
TP_15693112604;overlapping_activities
TP_15696542604;overlapping_activities
TP_15701242604;missing_critical_timestamp
TP_15701702604;missing_critical_timestamp
TP_15702312604;missing_critical_timestamp
TP_15702392604;missing_critical_timestamp
TP_15702582604;missing_critical_timestamp
TP_15706092604;missing_critical_timestamp
TP_15706892604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15708352604;missing_critical_timestamp
TP_15709172604;missing_critical_timestamp
TP_15711422604;missing_critical_timestamp
TP_15711842604;missing_critical_timestamp
TP_15711852604;missing_critical_timestamp
TP_15712182604;missing_critical_timestamp
TP_15712932604;missing_critical_timestamp
TP_15714642604;missing_critical_timestamp
TP_15714762604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15714992604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15715932604;missing_critical_timestamp
TP_15718252604;missing_critical_timestamp
TP_15723012604;missing_critical_timestamp
TP_15724432604;overlapping_activities
TP_15730932604;overlapping_activities
TP_15734352604;overlapping_activities
TP_15734672604;missing_critical_timestamp
TP_15734832604;missing_critical_timestamp
TP_15736092604;missing_critical_timestamp
TP_15736412604;overlapping_activities
TP_15738832604;missing_critical_timestamp
TP_15738842604;missing_critical_timestamp
TP_15739522604;missing_critical_timestamp
TP_15740052604;missing_critical_timestamp
TP_15740112604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15740932604;missing_critical_timestamp
TP_15741042604;missing_critical_timestamp
TP_15741612604;missing_critical_timestamp
TP_15741852604;gate_out_delay_gt_10h
TP_15742072604;missing_critical_timestamp
TP_15742162604;missing_critical_timestamp
TP_15742192604;missing_critical_timestamp
TP_15742232604;missing_critical_timestamp
TP_15742372604;missing_critical_timestamp
TP_15742632604;missing_critical_timestamp
TP_15742652604;missing_critical_timestamp
TP_15744132604;missing_critical_timestamp
TP_15744152604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15744732604;missing_critical_timestamp
TP_15745512604;missing_critical_timestamp
TP_15749592604;missing_critical_timestamp
TP_15749622604;missing_critical_timestamp
TP_15752002604;missing_critical_timestamp
TP_15753422604;missing_critical_timestamp
TP_15755462604;missing_critical_timestamp
TP_15757162604;missing_critical_timestamp
TP_15757272604;missing_critical_timestamp
TP_15758542604;missing_critical_timestamp
TP_15758852604;missing_critical_timestamp
TP_15758962604;missing_critical_timestamp
TP_15761352604;missing_critical_timestamp
TP_15762232604;missing_critical_timestamp
TP_15762662604;overlapping_activities
TP_15764872604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15765032604;missing_critical_timestamp
TP_15767432604;missing_critical_timestamp
TP_15769102604;missing_critical_timestamp
TP_15769862604;missing_critical_timestamp
TP_15772082604;overlapping_activities
TP_15772482604;missing_critical_timestamp
TP_15773722604;missing_critical_timestamp
TP_15773842604;missing_critical_timestamp
TP_15774752604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15783232604;missing_critical_timestamp
TP_15785262604;missing_critical_timestamp
TP_15786432604;missing_critical_timestamp
TP_15790872604;missing_critical_timestamp
TP_15791152604;missing_critical_timestamp
TP_15791452604;missing_critical_timestamp
TP_15800492604;missing_critical_timestamp
TP_15804432604;missing_critical_timestamp
TP_15808362604;missing_critical_timestamp
TP_15809442604;missing_critical_timestamp
TP_15809582604;missing_critical_timestamp
TP_15811352604;missing_critical_timestamp
TP_15812222604;missing_critical_timestamp
TP_15820822604;missing_critical_timestamp
TP_15822042604;missing_critical_timestamp
TP_15825072604;negative_duration
TP_15825202604;missing_critical_timestamp
TP_15825222604;missing_critical_timestamp
TP_15829952604;missing_critical_timestamp
TP_15847712604;missing_critical_timestamp
TP_15848122604;missing_critical_timestamp
TP_15848362604;missing_critical_timestamp
TP_15848562604;missing_critical_timestamp
TP_15848682604;missing_critical_timestamp
TP_15848742604;missing_critical_timestamp
TP_15848752604;missing_critical_timestamp
TP_15849532604;missing_critical_timestamp
TP_15849712604;missing_critical_timestamp
TP_15850032604;missing_critical_timestamp
TP_15850512604;missing_critical_timestamp
TP_15850542604;missing_critical_timestamp
TP_15851052604;missing_critical_timestamp
TP_15851322604;missing_critical_timestamp
TP_15851402604;missing_critical_timestamp
TP_15852062604;missing_critical_timestamp
TP_15852092604;missing_critical_timestamp
TP_15852112604;missing_critical_timestamp
TP_15852292604;missing_critical_timestamp
TP_15852632604;missing_critical_timestamp
TP_15852682604;missing_critical_timestamp
TP_15852752604;missing_critical_timestamp
TP_15854292604;missing_critical_timestamp
TP_15854622604;missing_critical_timestamp
TP_15855122604;missing_critical_timestamp
TP_15855362604;missing_critical_timestamp
TP_15855512604;missing_critical_timestamp
TP_15855522604;missing_critical_timestamp
TP_15856062604;missing_critical_timestamp
TP_15856312604;missing_critical_timestamp
TP_15856372604;missing_critical_timestamp
TP_15856772604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15856922604;missing_critical_timestamp
TP_15857172604;missing_critical_timestamp
TP_15857532604;missing_critical_timestamp
TP_15857722604;missing_critical_timestamp
TP_15857812604;missing_critical_timestamp
TP_15857872604;missing_critical_timestamp
TP_15857912604;missing_critical_timestamp
TP_15858072604;missing_critical_timestamp
TP_15858452604;missing_critical_timestamp
TP_15859152604;missing_critical_timestamp
TP_15859332604;missing_critical_timestamp
TP_15862132604;missing_critical_timestamp
TP_15862302604;missing_critical_timestamp
TP_15862602604;missing_critical_timestamp
TP_15862732604;missing_critical_timestamp
TP_15862782604;missing_critical_timestamp
TP_15863032604;missing_critical_timestamp
TP_15863062604;missing_critical_timestamp
TP_15863332604;missing_critical_timestamp
TP_15863492604;missing_critical_timestamp
TP_15863602604;missing_critical_timestamp
TP_15864172604;missing_critical_timestamp
TP_15864232604;missing_critical_timestamp
TP_15864542604;missing_critical_timestamp
TP_15865062604;missing_critical_timestamp
TP_15866432604;missing_critical_timestamp
TP_15866882604;overlapping_activities
TP_15867352604;missing_critical_timestamp
TP_15867462604;missing_critical_timestamp
TP_15867842604;missing_critical_timestamp
TP_15868352604;missing_critical_timestamp
TP_15868522604;missing_critical_timestamp
TP_15868762604;missing_critical_timestamp
TP_15868802604;missing_critical_timestamp
TP_15869072604;missing_critical_timestamp
TP_15869172604;missing_critical_timestamp
TP_15869212604;missing_critical_timestamp
TP_15869482604;missing_critical_timestamp
TP_15869692604;missing_critical_timestamp
TP_15872262604;missing_critical_timestamp
TP_15874472604;missing_critical_timestamp
TP_15875042604;missing_critical_timestamp
TP_15875262604;missing_critical_timestamp
TP_15875942604;overlapping_activities
TP_15876282604;missing_critical_timestamp
TP_15876302604;missing_critical_timestamp
TP_15876502604;missing_critical_timestamp
TP_15876902604;missing_critical_timestamp
TP_15877192604;missing_critical_timestamp
TP_15878192604;missing_critical_timestamp
TP_15878452604;missing_critical_timestamp
TP_15878632604;missing_critical_timestamp
TP_15878812604;missing_critical_timestamp
TP_15879092604;missing_critical_timestamp
TP_15879152604;missing_critical_timestamp
TP_15880022604;missing_critical_timestamp
TP_15880042604;missing_critical_timestamp
TP_15880452604;missing_critical_timestamp
TP_15881052604;missing_critical_timestamp
TP_15881062604;missing_critical_timestamp
TP_15881102604;missing_critical_timestamp
TP_15881242604;missing_critical_timestamp
TP_15881602604;missing_critical_timestamp
TP_15881662604;missing_critical_timestamp
TP_15881912604;missing_critical_timestamp
TP_15881972604;missing_critical_timestamp
TP_15882012604;missing_critical_timestamp
TP_15882252604;missing_critical_timestamp
TP_15882762604;missing_critical_timestamp
TP_15882982604;missing_critical_timestamp
TP_15883332604;missing_critical_timestamp
TP_15885012604;missing_critical_timestamp
TP_15886172604;missing_critical_timestamp
TP_15886802604;missing_critical_timestamp
TP_15887132604;missing_critical_timestamp
TP_15887532604;missing_critical_timestamp
TP_15888422604;missing_critical_timestamp
TP_15888742604;missing_critical_timestamp
TP_15889242604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15890962604;missing_critical_timestamp
TP_15892532604;overlapping_activities
TP_15892632604;missing_critical_timestamp
TP_15892702604;missing_critical_timestamp
TP_15893552604;missing_critical_timestamp
TP_15894602604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15899202604;missing_critical_timestamp
TP_15899512604;missing_critical_timestamp
TP_15899842604;missing_critical_timestamp
TP_15900602604;runtime_gt_12h
TP_15902572604;missing_critical_timestamp
TP_15904142604;overlapping_activities
TP_15905102604;missing_critical_timestamp
TP_15905132604;missing_critical_timestamp
TP_15921242604;missing_critical_timestamp
TP_15922772604;missing_critical_timestamp
TP_15927882604;missing_critical_timestamp
TP_15928472604;missing_critical_timestamp
TP_15932552604;missing_critical_timestamp
TP_15933512604;overlapping_activities
TP_15935882604;missing_critical_timestamp
TP_15936822604;missing_critical_timestamp
TP_15937142604;missing_critical_timestamp
TP_15940582604;missing_critical_timestamp
TP_15941132604;missing_critical_timestamp
TP_15943822604;missing_critical_timestamp
TP_15944092604;missing_critical_timestamp
TP_15947442604;missing_critical_timestamp
TP_15951152604;missing_critical_timestamp
TP_15953102604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15953322604;gate_out_delay_gt_10h, runtime_gt_12h
TP_15955062604;gate_out_delay_gt_10h
TP_15955202604;missing_critical_timestamp
TP_15958182604;missing_critical_timestamp
TP_15958792604;missing_critical_timestamp
TP_15958872604;missing_critical_timestamp
TP_15968122604;missing_critical_timestamp
TP_15970742604;missing_critical_timestamp
TP_15971312604;missing_critical_timestamp
TP_15981202604;missing_critical_timestamp
TP_16002822604;missing_critical_timestamp
TP_16004242604;missing_critical_timestamp
TP_16004662604;overlapping_activities
TP_16005142604;missing_critical_timestamp
TP_16005822604;missing_critical_timestamp
TP_16007512604;missing_critical_timestamp
TP_16009632604;missing_critical_timestamp
TP_16010732604;missing_critical_timestamp
TP_16011282604;missing_critical_timestamp
TP_16015652604;missing_critical_timestamp
TP_16022372604;missing_critical_timestamp
TP_16024302604;overlapping_activities
TP_16024902604;missing_critical_timestamp
TP_16033502604;missing_critical_timestamp
TP_16034042604;missing_critical_timestamp
TP_16036232604;missing_critical_timestamp
TP_16038002604;missing_critical_timestamp
TP_16039042604;missing_critical_timestamp
TP_16040392604;missing_critical_timestamp
TP_16041842604;missing_critical_timestamp
TP_16042502604;missing_critical_timestamp
TP_16044092604;missing_critical_timestamp
TP_16045402604;missing_critical_timestamp
TP_16048222604;missing_critical_timestamp
TP_16048592604;missing_critical_timestamp
TP_16048622604;missing_critical_timestamp
TP_16049472604;missing_critical_timestamp
TP_16049602604;missing_critical_timestamp
TP_16050082604;missing_critical_timestamp
TP_16050352604;missing_critical_timestamp
TP_16051592604;missing_critical_timestamp
TP_16052072604;missing_critical_timestamp
TP_16053482604;missing_critical_timestamp
TP_16055392604;overlapping_activities
TP_16056402604;missing_critical_timestamp
TP_16057822604;missing_critical_timestamp
TP_16058172604;missing_critical_timestamp
TP_16062392604;missing_critical_timestamp
TP_16062492604;overlapping_activities
TP_16062592604;missing_critical_timestamp
TP_16063052604;missing_critical_timestamp
TP_16063222604;missing_critical_timestamp
TP_16066812604;missing_critical_timestamp
TP_16067042604;missing_critical_timestamp
TP_16067922604;missing_critical_timestamp
TP_16068072604;overlapping_activities
TP_16073442604;missing_critical_timestamp
TP_16073752604;missing_critical_timestamp
TP_16075362604;missing_critical_timestamp
TP_16075392604;missing_critical_timestamp
TP_16080452604;missing_critical_timestamp
TP_16081412604;missing_critical_timestamp
TP_16081822604;missing_critical_timestamp
TP_16083492604;missing_critical_timestamp
TP_16084722604;missing_critical_timestamp
TP_16085952604;missing_critical_timestamp
TP_16086432604;overlapping_activities
TP_16088362604;missing_critical_timestamp
