case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,target_utilization_bin,full_ratio,process_flow_type,target_demand,target_utilization,target_area,n_stops,n_receives,target_rank,gate_demand,rmg_demand,n_deliveries,rmg_utilization,mt_utilization,has_hazardous,target_rank_group,gate_utilization,has_reefer,primary_target_area,vc_utilization,target_demand_bin,vc_demand,mt_demand,n_containers,visit_complexity
case_16116,LL_delivery,LL,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:48:00,low,1.0,delivery,11.58,0.4603,VC,1,0,,125.3,116.88,1,0.59,0.7406,0,non_rmg,0.6,0,VC,0.4603,very_high,11.58,1.88,1,3
case_16117,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,high,1.0,delivery,4.3,0.6719,T12,1,0,11.0,51.37,36.17,1,0.61,0.87,0,low,0.63,0,T12,0.47,low,9.53,11.07,1,3
case_16118,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,high,1.0,receive,5.45,0.6434,T25,1,1,13.0,122.7,85.35,0,0.62,0.8278,0,low,0.64,0,T25,0.5289,medium,15.1,16.85,1,5
case_16119,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,very_high,1.0,receive,6.7,0.7282,T26,1,1,7.0,195.8,135.3,0,0.6128,0.8728,0,mid,0.6328,0,T26,0.47,medium,31.6,38.8,1,5
case_16120,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,high,1.0,receive,12.67,0.6626,T14,1,1,11.0,165.83,127.5,0,0.58,0.8674,0,low,0.61,0,T14,0.4426,very_high,16.9,29.8,1,4
case_16121,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,medium,1.0,delivery,4.3,0.5208,T13,1,0,12.0,162.65,118.75,1,0.52,0.7692,0,low,0.5546,0,T13,0.47,low,37.1,24.65,1,4
case_16121,LL_receive,LL,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:47:00,medium,1.0,delivery,4.3,0.5208,T13,1,0,12.0,162.65,118.75,1,0.52,0.7692,0,low,0.5546,0,T13,0.47,low,37.1,24.65,1,4
case_16122,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,medium,0.5,mixed,2.3,0.6079,T24,2,1,6.0,116.2,93.65,1,0.5579,0.8521,0,mid,0.5979,0,T24,0.47,low,21.0,21.05,2,10
case_16123,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,high,1.0,delivery,11.75,0.6724,T14,1,0,6.0,133.25,111.65,1,0.59,0.7552,0,mid,0.6,0,T14,0.4676,very_high,11.2,12.65,1,4
case_16124,Gate In,Res.GateIn,2026-04-30 05:41:00,2026-04-30 05:41:00,2026-04-30 05:41:00,medium,1.0,receive,4.27,0.55,T13,1,1,12.0,190.07,140.03,0,0.6311,0.8189,0,low,0.65,0,T13,0.53,low,36.67,24.77,1,5
case_16036,Gate Out,Res.GateOut,2026-04-30 05:34:00,2026-04-30 05:41:00,2026-04-30 05:41:00,medium,1.0,delivery,4.32,0.62,T27,1,0,12.0,169.9,121.15,1,0.6,0.75,0,low,0.5967,0,T27,0.4034,low,36.62,23.95,1,3
case_16083,Gate Out,Res.GateOut,2026-04-30 05:27:00,2026-04-30 05:41:00,2026-04-30 05:41:00,high,1.0,receive,6.65,0.6792,T17,1,1,4.0,103.45,70.35,0,0.59,0.7616,0,mid,0.5908,0,T17,0.46,medium,17.2,16.0,1,5
case_16091,RMG_receive,T13,2026-04-30 05:26:00,2026-04-30 05:41:00,2026-04-30 05:46:00,very_high,0.0,delivery,18.95,0.7618,MT,1,0,,164.85,124.95,1,0.52,0.7618,0,non_rmg,0.5509,0,MT,0.47,very_high,30.7,18.95,1,3
case_16096,Gate Out,Res.GateOut,2026-04-30 05:32:00,2026-04-30 05:41:00,2026-04-30 05:41:00,high,0.5,mixed,1.78,0.6961,T19,2,1,9.0,33.13,26.53,1,0.533,0.813,0,mid,0.583,1,T19,0.5461,low,5.57,4.52,2,12
case_16097,Gate Out,Res.GateOut,2026-04-30 05:39:00,2026-04-30 05:41:00,2026-04-30 05:41:00,low,1.0,receive,3.47,0.4798,T06,1,1,12.0,89.53,82.33,0,0.46,0.8598,0,low,0.51,0,T06,0.3498,low,13.2,19.73,1,5
case_16113,LL_delivery,LL,2026-04-30 05:40:00,2026-04-30 05:41:00,2026-04-30 05:58:00,medium,1.0,delivery,2.62,0.6262,T12,1,0,13.0,90.12,102.58,1,0.5731,0.8069,0,low,0.6115,0,T12,0.58,low,28.33,17.7,1,4
case_16122,HO2_delivery,HO2,2026-04-30 05:41:00,2026-04-30 05:42:00,2026-04-30 06:13:00,medium,0.5,mixed,2.3,0.6079,T24,2,1,6.0,116.2,93.65,1,0.5579,0.8521,0,mid,0.5979,0,T24,0.47,low,21.0,21.05,2,10
case_16125,Gate In,Res.GateIn,2026-04-30 05:42:00,2026-04-30 05:42:00,2026-04-30 05:42:00,low,1.0,receive,2.07,0.4863,T06,1,1,15.0,99.0,104.13,0,0.59,0.7273,0,low,0.6,0,T06,0.4663,low,11.07,2.47,1,4
case_16109,LL_delivery,LL,2026-04-30 05:33:00,2026-04-30 05:42:00,2026-04-30 05:44:00,very_high,0.0,delivery,7.0,0.7281,T18,1,0,7.0,156.0,138.0,1,0.59,0.8381,0,mid,0.6,0,T18,0.3938,medium,31.5,6.75,1,2
case_16123,HO2_delivery,HO2,2026-04-30 05:41:00,2026-04-30 05:43:00,2026-04-30 05:56:00,high,1.0,delivery,11.75,0.6724,T14,1,0,6.0,133.25,111.65,1,0.59,0.7552,0,mid,0.6,0,T14,0.4676,very_high,11.2,12.65,1,4
case_16095,Gate Out,Res.GateOut,2026-04-30 05:39:00,2026-04-30 05:43:00,2026-04-30 05:43:00,high,1.0,receive,1.0,0.6707,T15,1,1,6.0,58.5,63.92,0,0.5614,0.8693,0,mid,0.5807,0,T15,0.3514,low,3.57,7.15,1,5
case_16126,Gate In,Res.GateIn,2026-04-30 05:44:00,2026-04-30 05:44:00,2026-04-30 05:44:00,medium,1.0,receive,6.37,0.6367,T27,1,1,12.0,164.05,148.1,0,0.56,0.91,0,low,0.6,0,T27,0.42,medium,14.95,14.42,1,4
case_16125,LL_delivery,LL,2026-04-30 05:42:00,2026-04-30 05:44:00,2026-04-30 05:50:00,low,1.0,receive,2.07,0.4863,T06,1,1,15.0,99.0,104.13,0,0.59,0.7273,0,low,0.6,0,T06,0.4663,low,11.07,2.47,1,4
case_16127,Gate In,Res.GateIn,2026-04-30 05:44:00,2026-04-30 05:44:00,2026-04-30 05:44:00,very_high,0.0,delivery,26.0,0.74,MT,1,0,,101.25,84.5,1,0.5181,0.74,0,non_rmg,0.5481,0,MT,0.46,very_high,31.0,26.0,1,2
case_16127,RMG_receive,T27,2026-04-30 05:44:00,2026-04-30 05:44:00,2026-04-30 05:50:00,very_high,0.0,delivery,26.0,0.74,MT,1,0,,101.25,84.5,1,0.5181,0.74,0,non_rmg,0.5481,0,MT,0.46,very_high,31.0,26.0,1,2
case_16128,Gate In,Res.GateIn,2026-04-30 05:44:00,2026-04-30 05:44:00,2026-04-30 05:44:00,high,1.0,receive,7.0,0.67,T11,1,1,10.0,143.0,100.27,0,0.5702,0.8403,0,mid,0.6002,0,T11,0.45,medium,16.73,34.4,1,5
case_16129,Gate In,Res.GateIn,2026-04-30 05:44:00,2026-04-30 05:44:00,2026-04-30 05:44:00,very_high,1.0,delivery,6.17,0.7256,T24,1,0,5.0,160.37,125.0,1,0.6,0.75,1,mid,0.59,0,T24,0.3944,medium,41.97,21.63,1,5
case_16061,Gate Out,Res.GateOut,2026-04-30 05:41:00,2026-04-30 05:44:00,2026-04-30 05:44:00,high,0.5,mixed,3.87,0.7052,T09,2,1,9.0,100.93,98.2,1,0.6152,0.85,0,mid,0.6352,0,T09,0.5155,low,18.73,14.33,2,10
case_16099,Gate Out,Res.GateOut,2026-04-30 05:40:00,2026-04-30 05:44:00,2026-04-30 05:44:00,medium,1.0,receive,4.63,0.582,T12,1,1,13.0,160.17,110.33,0,0.53,0.7341,0,low,0.552,0,T12,0.472,medium,44.82,25.45,1,4
case_16120,RMG_receive,T14,2026-04-30 05:41:00,2026-04-30 05:45:00,2026-04-30 05:59:00,high,1.0,receive,12.67,0.6626,T14,1,1,11.0,165.83,127.5,0,0.58,0.8674,0,low,0.61,0,T14,0.4426,very_high,16.9,29.8,1,4
case_16128,LL_receive,LL,2026-04-30 05:44:00,2026-04-30 05:45:00,2026-04-30 05:53:00,high,1.0,receive,7.0,0.67,T11,1,1,10.0,143.0,100.27,0,0.5702,0.8403,0,mid,0.6002,0,T11,0.45,medium,16.73,34.4,1,5
case_16130,Gate In,Res.GateIn,2026-04-30 05:45:00,2026-04-30 05:45:00,2026-04-30 05:45:00,very_high,0.0,delivery,28.57,0.8936,MT,1,0,,162.62,137.45,1,0.5318,0.8936,0,non_rmg,0.5718,0,MT,0.3818,very_high,23.3,28.57,1,3
case_16059,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:45:00,2026-04-30 05:45:00,low,0.0,delivery,9.5,0.3481,T06,1,0,16.0,147.75,114.0,1,0.5769,0.8538,0,low,0.6069,0,T06,0.45,high,10.75,22.75,1,3
case_16084,Gate Out,Res.GateOut,2026-04-30 05:41:00,2026-04-30 05:45:00,2026-04-30 05:45:00,medium,1.0,receive,1.9,0.5192,T13,1,1,13.0,50.2,33.5,0,0.4908,0.8492,0,low,0.5508,0,T13,0.5092,low,12.5,10.7,1,5
case_16081,Gate Out,Res.GateOut,2026-04-30 05:34:00,2026-04-30 05:46:00,2026-04-30 05:46:00,medium,1.0,receive,8.33,0.56,T13,1,1,13.0,168.8,122.8,0,0.6,0.75,0,low,0.5972,0,T13,0.4043,high,39.73,23.4,1,4
case_16108,Gate Out,Res.GateOut,2026-04-30 05:43:00,2026-04-30 05:46:00,2026-04-30 05:46:00,very_high,1.0,receive,8.8,0.7463,T22,1,1,4.0,177.73,151.07,0,0.6132,0.8663,0,mid,0.6332,0,T22,0.49,high,28.0,26.53,1,5
case_16118,HO2_receive,HO2,2026-04-30 05:41:00,2026-04-30 05:47:00,2026-04-30 06:11:00,high,1.0,receive,5.45,0.6434,T25,1,1,13.0,122.7,85.35,0,0.62,0.8278,0,low,0.64,0,T25,0.5289,medium,15.1,16.85,1,5
case_16111,Gate Out,Res.GateOut,2026-04-30 05:43:00,2026-04-30 05:47:00,2026-04-30 05:47:00,low,1.0,receive,1.47,0.4768,T07,1,1,13.0,35.6,26.5,0,0.61,0.87,0,low,0.63,0,T07,0.4766,low,3.63,6.37,1,5
case_16114,RMG_receive,T21,2026-04-30 05:40:00,2026-04-30 05:47:00,2026-04-30 06:04:00,medium,1.0,receive,6.13,0.5805,T12,1,1,10.0,165.33,139.8,0,0.5202,0.8802,0,mid,0.5602,0,T12,0.3702,medium,14.67,20.53,1,5
case_16119,HO2_delivery,HO2,2026-04-30 05:41:00,2026-04-30 05:48:00,2026-04-30 05:49:00,very_high,1.0,receive,6.7,0.7282,T26,1,1,7.0,195.8,135.3,0,0.6128,0.8728,0,mid,0.6328,0,T26,0.47,medium,31.6,38.8,1,5
case_16131,Gate In,Res.GateIn,2026-04-30 05:48:00,2026-04-30 05:48:00,2026-04-30 05:48:00,low,0.0,delivery,0.97,0.4375,T09,1,0,17.0,28.83,19.0,1,0.5375,0.7825,0,low,0.57,0,T09,0.5025,low,3.0,12.87,1,3
case_16131,LL_delivery,LL,2026-04-30 05:48:00,2026-04-30 05:48:00,2026-04-30 05:54:00,low,0.0,delivery,0.97,0.4375,T09,1,0,17.0,28.83,19.0,1,0.5375,0.7825,0,low,0.57,0,T09,0.5025,low,3.0,12.87,1,3
case_16132,Gate In,Res.GateIn,2026-04-30 05:48:00,2026-04-30 05:48:00,2026-04-30 05:48:00,high,1.0,receive,5.65,0.6611,T18,1,1,3.0,136.1,100.35,0,0.5711,0.8445,0,top_3,0.6055,0,T18,0.4755,medium,11.65,18.35,1,5
case_16071,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:48:00,2026-04-30 05:48:00,low,1.0,delivery,4.07,0.47,T09,1,0,14.0,117.6,96.4,1,0.5998,0.7702,0,low,0.6,0,T09,0.4402,low,25.87,20.53,1,4
case_16105,Gate Out,Res.GateOut,2026-04-30 05:41:00,2026-04-30 05:48:00,2026-04-30 05:48:00,low,1.0,receive,0.67,0.4492,T06,2,2,17.0,62.33,49.33,0,0.58,0.8792,0,low,0.61,0,T06,0.44,low,6.67,18.33,2,9
case_16088,HO2_delivery,HO2,2026-04-30 05:23:00,2026-04-30 05:49:00,2026-04-30 06:19:00,high,1.0,delivery,3.97,0.7063,T19,1,0,9.0,181.13,133.78,1,0.56,0.8263,0,mid,0.61,1,T19,0.5763,low,31.52,23.62,1,6
case_16098,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:49:00,2026-04-30 05:49:00,high,0.0,delivery,5.0,0.6762,T22,1,0,4.0,158.5,131.0,1,0.55,0.8238,0,mid,0.5619,0,T22,0.3819,medium,25.75,25.5,1,3
case_16102,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:49:00,2026-04-30 05:49:00,low,1.0,delivery,34.2,0.3848,VC,1,0,,171.0,127.0,1,0.55,0.8152,0,non_rmg,0.5648,0,VC,0.3848,very_high,34.2,19.4,1,3
case_16062,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:50:00,2026-04-30 05:50:00,very_high,0.5,mixed,5.33,0.7758,T14,1,1,3.0,110.67,108.67,1,0.61,0.8358,0,top_3,0.6358,0,T14,0.5258,medium,30.67,0.0,2,11
case_16091,LL_delivery,LL,2026-04-30 05:46:00,2026-04-30 05:50:00,2026-04-30 05:56:00,very_high,0.0,delivery,18.95,0.7618,MT,1,0,,164.85,124.95,1,0.52,0.7618,0,non_rmg,0.5509,0,MT,0.47,very_high,30.7,18.95,1,3
case_16109,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:50:00,2026-04-30 05:50:00,very_high,0.0,delivery,7.0,0.7281,T18,1,0,7.0,156.0,138.0,1,0.59,0.8381,0,mid,0.6,0,T18,0.3938,medium,31.5,6.75,1,2
case_16121,Gate Out,Res.GateOut,2026-04-30 05:47:00,2026-04-30 05:51:00,2026-04-30 05:51:00,medium,1.0,delivery,4.3,0.5208,T13,1,0,12.0,162.65,118.75,1,0.52,0.7692,0,low,0.5546,0,T13,0.47,low,37.1,24.65,1,4
case_16124,RMG_receive,T21,2026-04-30 05:41:00,2026-04-30 05:51:00,2026-04-30 06:18:00,medium,1.0,receive,4.27,0.55,T13,1,1,12.0,190.07,140.03,0,0.6311,0.8189,0,low,0.65,0,T13,0.53,low,36.67,24.77,1,5
case_16130,RMG_delivery,T06,2026-04-30 05:45:00,2026-04-30 05:51:00,2026-04-30 06:02:00,very_high,0.0,delivery,28.57,0.8936,MT,1,0,,162.62,137.45,1,0.5318,0.8936,0,non_rmg,0.5718,0,MT,0.3818,very_high,23.3,28.57,1,3
case_16132,RMG_receive,T10,2026-04-30 05:48:00,2026-04-30 05:51:00,2026-04-30 06:00:00,high,1.0,receive,5.65,0.6611,T18,1,1,3.0,136.1,100.35,0,0.5711,0.8445,0,top_3,0.6055,0,T18,0.4755,medium,11.65,18.35,1,5
case_16090,RMG_delivery,T18,2026-04-30 05:47:00,2026-04-30 05:51:00,2026-04-30 05:56:00,low,1.0,delivery,30.98,0.4753,VC,1,0,,167.87,115.0,1,0.53,0.7406,0,non_rmg,0.5553,0,VC,0.4753,very_high,30.98,23.12,1,4
case_16104,Gate Out,Res.GateOut,2026-04-30 05:40:00,2026-04-30 05:51:00,2026-04-30 05:51:00,low,1.0,receive,6.0,0.4275,T06,1,1,15.0,184.67,147.67,0,0.6208,0.8383,0,low,0.64,0,T06,0.5392,medium,25.33,19.0,1,5
case_16032,Gate Out,Res.GateOut,2026-04-30 05:45:00,2026-04-30 05:52:00,2026-04-30 05:52:00,very_high,1.0,mixed,3.35,0.72,T20,1,1,2.0,86.65,77.6,1,0.58,0.9,0,top_3,0.61,0,T20,0.45,low,13.6,11.75,2,13
case_16101,Gate Out,Res.GateOut,2026-04-30 05:44:00,2026-04-30 05:52:00,2026-04-30 05:52:00,high,0.5,mixed,2.53,0.6919,T17,2,1,7.0,116.83,69.75,1,0.586,0.86,0,mid,0.596,0,T17,0.3819,low,4.22,14.15,2,10
case_16117,HO2_receive,HO2,2026-04-30 05:41:00,2026-04-30 05:53:00,2026-04-30 05:57:00,high,1.0,delivery,4.3,0.6719,T12,1,0,11.0,51.37,36.17,1,0.61,0.87,0,low,0.63,0,T12,0.47,low,9.53,11.07,1,3
case_16127,Gate Out,Res.GateOut,2026-04-30 05:50:00,2026-04-30 05:53:00,2026-04-30 05:53:00,very_high,0.0,delivery,26.0,0.74,MT,1,0,,101.25,84.5,1,0.5181,0.74,0,non_rmg,0.5481,0,MT,0.46,very_high,31.0,26.0,1,2
case_16133,Gate In,Res.GateIn,2026-04-30 05:53:00,2026-04-30 05:53:00,2026-04-30 05:53:00,medium,1.0,mixed,6.0,0.5606,VC,1,2,,45.75,39.5,2,0.56,0.81,1,non_rmg,0.6,0,VC,0.5606,medium,6.0,11.5,4,24
case_16134,Gate In,Res.GateIn,2026-04-30 05:53:00,2026-04-30 05:53:00,2026-04-30 05:53:00,high,1.0,receive,3.9,0.6565,T19,1,1,3.0,112.0,68.8,0,0.5665,0.8468,0,top_3,0.6032,0,T19,0.4732,low,18.0,12.7,1,4
case_16135,Gate In,Res.GateIn,2026-04-30 05:53:00,2026-04-30 05:53:00,2026-04-30 05:53:00,low,1.0,mixed,26.67,0.49,VC,1,2,,201.4,156.27,1,0.6188,0.8777,0,non_rmg,0.6388,0,VC,0.49,very_high,26.67,22.2,3,15
case_16136,Gate In,Res.GateIn,2026-04-30 05:53:00,2026-04-30 05:53:00,2026-04-30 05:53:00,high,1.0,receive,5.18,0.6959,T11,1,1,12.0,149.7,117.42,0,0.62,0.877,0,low,0.637,0,T11,0.4841,medium,26.45,19.0,1,4
case_16137,Gate In,Res.GateIn,2026-04-30 05:53:00,2026-04-30 05:53:00,2026-04-30 05:53:00,very_high,0.0,delivery,11.95,0.85,MT,1,0,,25.02,21.85,1,0.4401,0.85,0,non_rmg,0.5,0,MT,0.34,very_high,2.0,11.95,1,3
case_16094,Gate Out,Res.GateOut,2026-04-30 05:31:00,2026-04-30 05:53:00,2026-04-30 05:53:00,low,1.0,mixed,7.28,0.4307,T08,2,1,17.0,178.2,130.92,1,0.5907,0.7793,0,low,0.6,0,T08,0.4493,high,45.03,25.58,2,10
case_16110,Gate Out,Res.GateOut,2026-04-30 05:46:00,2026-04-30 05:53:00,2026-04-30 05:53:00,high,1.0,delivery,11.73,0.6552,T16,1,0,12.0,169.27,128.6,1,0.59,0.8348,0,low,0.6,0,T16,0.4003,very_high,25.53,10.53,1,4
case_16129,HO2_receive,HO2,2026-04-30 05:44:00,2026-04-30 05:54:00,2026-04-30 06:01:00,very_high,1.0,delivery,6.17,0.7256,T24,1,0,5.0,160.37,125.0,1,0.6,0.75,1,mid,0.59,0,T24,0.3944,medium,41.97,21.63,1,5
case_16138,Gate In,Res.GateIn,2026-04-30 05:54:00,2026-04-30 05:54:00,2026-04-30 05:54:00,high,1.0,receive,6.57,0.6739,T14,1,1,3.0,96.17,87.43,0,0.55,0.7461,0,top_3,0.56,0,T14,0.4,medium,11.1,19.87,1,4
case_16119,Gate Out,Res.GateOut,2026-04-30 05:49:00,2026-04-30 05:55:00,2026-04-30 05:55:00,very_high,1.0,receive,6.7,0.7282,T26,1,1,7.0,195.8,135.3,0,0.6128,0.8728,0,mid,0.6328,0,T26,0.47,medium,31.6,38.8,1,5
case_16139,Gate In,Res.GateIn,2026-04-30 05:55:00,2026-04-30 05:55:00,2026-04-30 05:55:00,medium,1.0,receive,3.98,0.6199,T26,1,1,11.0,76.6,76.57,0,0.54,0.855,0,low,0.5725,0,T26,0.4125,low,6.93,13.9,1,4
case_16139,RMG_receive,T21,2026-04-30 05:55:00,2026-04-30 05:55:00,2026-04-30 06:05:00,medium,1.0,receive,3.98,0.6199,T26,1,1,11.0,76.6,76.57,0,0.54,0.855,0,low,0.5725,0,T26,0.4125,low,6.93,13.9,1,4
case_16140,Gate In,Res.GateIn,2026-04-30 05:55:00,2026-04-30 05:55:00,2026-04-30 05:55:00,very_high,1.0,receive,28.62,0.818,MT,1,1,,194.97,131.98,0,0.632,0.818,0,non_rmg,0.65,0,MT,0.53,very_high,33.17,28.62,1,4
case_16087,Gate Out,Res.GateOut,2026-04-30 05:48:00,2026-04-30 05:55:00,2026-04-30 05:55:00,medium,1.0,receive,8.25,0.5712,T10,1,1,14.0,162.0,127.75,0,0.5956,0.7744,0,low,0.6256,0,T10,0.5712,high,36.5,27.0,1,5
case_16125,Gate Out,Res.GateOut,2026-04-30 05:50:00,2026-04-30 05:56:00,2026-04-30 05:56:00,low,1.0,receive,2.07,0.4863,T06,1,1,15.0,99.0,104.13,0,0.59,0.7273,0,low,0.6,0,T06,0.4663,low,11.07,2.47,1,4
case_16089,Gate Out,Res.GateOut,2026-04-30 05:34:00,2026-04-30 05:56:00,2026-04-30 05:56:00,very_high,0.0,delivery,19.1,0.8469,MT,1,0,,69.57,55.9,2,0.4931,0.8469,0,non_rmg,0.5531,0,MT,0.5069,very_high,12.03,19.1,2,3
case_16100,Gate Out,Res.GateOut,2026-04-30 05:48:00,2026-04-30 05:56:00,2026-04-30 05:56:00,high,0.0,delivery,5.33,0.6467,T14,1,0,1.0,157.0,139.0,1,0.5333,0.8533,0,top_3,0.5733,0,T14,0.42,medium,11.33,29.33,1,2
case_16115,RMG_delivery,T08,2026-04-30 05:40:00,2026-04-30 05:56:00,2026-04-30 06:02:00,very_high,0.0,receive,36.67,0.8783,MT,1,1,,159.0,115.0,0,0.6183,0.8783,0,non_rmg,0.6383,1,MT,0.47,very_high,27.67,36.67,1,6
case_16126,RMG_delivery,T19,2026-04-30 05:44:00,2026-04-30 05:57:00,2026-04-30 06:06:00,medium,1.0,receive,6.37,0.6367,T27,1,1,12.0,164.05,148.1,0,0.56,0.91,0,low,0.6,0,T27,0.42,medium,14.95,14.42,1,4
case_16137,RMG_receive,T15,2026-04-30 05:53:00,2026-04-30 05:57:00,2026-04-30 06:20:00,very_high,0.0,delivery,11.95,0.85,MT,1,0,,25.02,21.85,1,0.4401,0.85,0,non_rmg,0.5,0,MT,0.34,very_high,2.0,11.95,1,3
case_16141,Gate In,Res.GateIn,2026-04-30 05:57:00,2026-04-30 05:57:00,2026-04-30 05:57:00,very_high,0.0,delivery,31.0,0.8175,MT,1,0,,198.0,127.0,1,0.6325,0.8175,0,non_rmg,0.65,0,MT,0.53,very_high,31.0,31.0,1,3
case_16142,Gate In,Res.GateIn,2026-04-30 05:57:00,2026-04-30 05:57:00,2026-04-30 05:57:00,high,0.5,delivery,7.0,0.6835,T23,1,0,7.0,164.1,148.2,2,0.56,0.91,0,mid,0.6,0,T23,0.42,medium,14.9,14.5,2,6
case_16143,Gate In,Res.GateIn,2026-04-30 05:57:00,2026-04-30 05:57:00,2026-04-30 05:57:00,medium,0.333,mixed,0.63,0.51,T16,2,1,9.0,23.17,19.07,2,0.44,0.8518,0,mid,0.5,0,T16,0.34,low,1.63,12.0,3,10
case_16144,Gate In,Res.GateIn,2026-04-30 05:57:00,2026-04-30 05:57:00,2026-04-30 05:57:00,very_high,1.0,receive,7.25,0.78,T21,1,1,1.0,172.67,142.83,0,0.614,0.8679,0,top_3,0.634,0,T21,0.49,high,28.0,27.17,1,5
case_16070,Gate Out,Res.GateOut,2026-04-30 05:54:00,2026-04-30 05:57:00,2026-04-30 05:57:00,medium,1.0,delivery,9.13,0.6,T23,1,0,9.0,166.27,138.57,1,0.5293,0.7293,0,mid,0.54,0,T23,0.42,high,21.98,36.9,1,4
case_16086,Gate Out,Res.GateOut,2026-04-30 05:28:00,2026-04-30 05:57:00,2026-04-30 05:57:00,medium,1.0,receive,6.4,0.561,T19,1,1,16.0,165.6,127.0,0,0.55,0.817,0,low,0.563,0,T19,0.383,medium,24.6,25.8,1,4
case_16103,Gate Out,Res.GateOut,2026-04-30 05:35:00,2026-04-30 05:57:00,2026-04-30 05:57:00,very_high,0.0,delivery,4.87,0.7379,T23,1,0,1.0,110.73,83.42,2,0.59,0.86,0,top_3,0.6,0,T23,0.39,medium,9.02,36.02,2,3
case_16134,RMG_receive,T17,2026-04-30 05:53:00,2026-04-30 05:58:00,2026-04-30 06:06:00,high,1.0,receive,3.9,0.6565,T19,1,1,3.0,112.0,68.8,0,0.5665,0.8468,0,top_3,0.6032,0,T19,0.4732,low,18.0,12.7,1,4
case_16140,RMG_delivery,T12,2026-04-30 05:55:00,2026-04-30 05:58:00,2026-04-30 06:04:00,very_high,1.0,receive,28.62,0.818,MT,1,1,,194.97,131.98,0,0.632,0.818,0,non_rmg,0.65,0,MT,0.53,very_high,33.17,28.62,1,4
case_16145,Gate In,Res.GateIn,2026-04-30 05:58:00,2026-04-30 05:58:00,2026-04-30 05:58:00,low,0.0,delivery,6.87,0.4253,T06,1,0,12.0,140.67,125.0,1,0.52,0.7523,0,low,0.55,0,T06,0.4662,medium,20.4,22.53,1,2
case_16146,Gate In,Res.GateIn,2026-04-30 05:58:00,2026-04-30 05:58:00,2026-04-30 05:58:00,low,1.0,receive,5.33,0.4467,T12,1,1,22.0,111.33,85.67,0,0.62,0.8133,0,low,0.64,0,T12,0.5217,medium,10.0,18.33,1,5
case_16147,Gate In,Res.GateIn,2026-04-30 05:58:00,2026-04-30 05:58:00,2026-04-30 05:58:00,high,1.0,receive,9.0,0.7129,T26,1,1,4.0,161.67,121.17,0,0.58,0.8971,0,mid,0.61,0,T26,0.4471,high,21.17,22.33,1,5
case_16123,Gate Out,Res.GateOut,2026-04-30 05:56:00,2026-04-30 05:59:00,2026-04-30 05:59:00,high,1.0,delivery,11.75,0.6724,T14,1,0,6.0,133.25,111.65,1,0.59,0.7552,0,mid,0.6,0,T14,0.4676,very_high,11.2,12.65,1,4
case_16138,RMG_receive,T08,2026-04-30 05:54:00,2026-04-30 05:59:00,2026-04-30 06:08:00,high,1.0,receive,6.57,0.6739,T14,1,1,3.0,96.17,87.43,0,0.55,0.7461,0,top_3,0.56,0,T14,0.4,medium,11.1,19.87,1,4
case_16148,Gate In,Res.GateIn,2026-04-30 05:59:00,2026-04-30 05:59:00,2026-04-30 05:59:00,medium,1.0,receive,6.65,0.5611,T16,1,1,11.0,126.85,119.98,0,0.4855,0.8055,0,low,0.5255,0,T16,0.4045,medium,16.48,9.35,1,5
case_16149,Gate In,Res.GateIn,2026-04-30 05:59:00,2026-04-30 05:59:00,2026-04-30 05:59:00,high,1.0,receive,6.47,0.6659,T19,1,1,7.0,139.67,122.0,0,0.52,0.7518,0,mid,0.55,0,T19,0.4659,medium,20.1,22.63,1,5
case_16150,Gate In,Res.GateIn,2026-04-30 05:59:00,2026-04-30 05:59:00,2026-04-30 05:59:00,medium,1.0,delivery,9.13,0.5613,T25,1,0,12.0,184.27,141.2,1,0.5313,0.7313,0,low,0.5413,1,T25,0.4187,high,25.87,40.4,1,6
case_16136,RMG_receive,T07,2026-04-30 05:53:00,2026-04-30 06:00:00,2026-04-30 06:11:00,high,1.0,receive,5.18,0.6959,T11,1,1,12.0,149.7,117.42,0,0.62,0.877,0,low,0.637,0,T11,0.4841,medium,26.45,19.0,1,4
