case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,target_utilization_bin,full_ratio,process_flow_type,target_demand,target_utilization,target_area,n_stops,n_receives,target_rank,gate_demand,rmg_demand,n_deliveries,rmg_utilization,mt_utilization,has_hazardous,target_rank_group,gate_utilization,has_reefer,primary_target_area,vc_utilization,target_demand_bin,vc_demand,mt_demand,n_containers,visit_complexity
case_5165,Gate In,Res.GateIn,2026-04-23 06:35:00,2026-04-23 06:35:00,2026-04-23 06:35:00,very_high,1.0,receive,7.13,0.7702,T22,1,1,2.0,153.27,127.07,0,0.59,0.8398,0,top_3,0.6,0,T22,0.3903,high,35.6,11.53,1,4
case_5148,LL_delivery,LL,2026-04-23 06:30:00,2026-04-23 06:36:00,2026-04-23 06:40:00,low,1.0,receive,22.33,0.406,VC,1,1,,147.33,114.25,0,0.544,0.74,0,non_rmg,0.554,0,VC,0.406,very_high,22.33,29.75,1,4
case_5151,RMG_receive,T27,2026-04-23 06:31:00,2026-04-23 06:36:00,2026-04-23 06:40:00,medium,1.0,delivery,21.57,0.5786,VC,1,0,,160.7,122.48,1,0.5993,0.7707,0,non_rmg,0.6293,0,VC,0.5786,very_high,21.57,26.6,1,4
case_5156,RMG_delivery,T22,2026-04-23 06:33:00,2026-04-23 06:36:00,2026-04-23 06:38:00,very_high,1.0,receive,5.4,0.7338,T24,1,1,3.0,150.87,109.27,0,0.5938,0.7762,0,top_3,0.6,0,T24,0.4462,medium,29.13,22.0,1,5
case_5160,RMG_receive,T18,2026-04-23 06:33:00,2026-04-23 06:36:00,2026-04-23 06:48:00,low,1.0,receive,40.95,0.4602,VC,1,1,,169.5,106.8,0,0.53,0.7154,1,non_rmg,0.5451,0,VC,0.4602,very_high,40.95,26.25,1,6
case_5161,HO2_receive,HO2,2026-04-23 06:33:00,2026-04-23 06:36:00,2026-04-23 06:52:00,high,0.5,mixed,9.9,0.6678,T26,2,1,11.0,159.3,127.35,1,0.5889,0.84,0,low,0.5989,0,T26,0.3889,high,37.35,7.05,2,9
case_5166,Gate In,Res.GateIn,2026-04-23 06:36:00,2026-04-23 06:36:00,2026-04-23 06:36:00,high,1.0,mixed,7.65,0.6888,T13,1,1,6.0,113.53,98.5,1,0.58,0.9,0,mid,0.61,0,T13,0.45,high,23.65,9.35,2,12
case_5166,RMG_receive,T16,2026-04-23 06:36:00,2026-04-23 06:36:00,2026-04-23 06:37:00,high,1.0,mixed,7.65,0.6888,T13,1,1,6.0,113.53,98.5,1,0.58,0.9,0,mid,0.61,0,T13,0.45,high,23.65,9.35,2,12
case_5141,Gate Out,Res.GateOut,2026-04-23 06:35:00,2026-04-23 06:37:00,2026-04-23 06:37:00,medium,1.0,receive,0.6,0.627,T17,1,1,13.0,117.8,86.4,0,0.583,0.856,0,low,0.613,1,T17,0.48,low,26.0,10.4,1,7
case_5149,RMG_delivery,T18,2026-04-23 06:30:00,2026-04-23 06:37:00,2026-04-23 06:52:00,medium,1.0,receive,3.0,0.5547,T07,1,1,16.0,94.13,65.33,0,0.58,0.7247,0,low,0.5862,0,T07,0.4577,low,10.27,21.53,1,4
case_5159,HO2_mixed,HO2,2026-04-23 06:33:00,2026-04-23 06:37:00,2026-04-23 06:41:00,medium,1.0,receive,7.1,0.53,VC,1,1,,48.15,35.85,0,0.63,0.8172,0,non_rmg,0.6493,0,VC,0.53,high,7.1,11.35,1,4
case_5167,Gate In,Res.GateIn,2026-04-23 06:37:00,2026-04-23 06:37:00,2026-04-23 06:37:00,medium,1.0,receive,9.37,0.628,T27,1,1,13.0,157.4,141.08,0,0.588,0.908,0,low,0.618,0,T27,0.458,high,30.28,7.18,1,4
case_5168,Gate In,Res.GateIn,2026-04-23 06:37:00,2026-04-23 06:37:00,2026-04-23 06:37:00,very_high,0.0,delivery,26.97,0.8275,MT,1,0,,185.13,142.2,2,0.56,0.8275,0,non_rmg,0.61,0,MT,0.5775,very_high,31.98,26.97,2,3
case_5169,Gate In,Res.GateIn,2026-04-23 06:37:00,2026-04-23 06:37:00,2026-04-23 06:37:00,medium,1.0,receive,4.07,0.6,T11,1,1,10.0,83.15,56.77,0,0.58,0.7181,0,mid,0.5845,0,T11,0.461,low,12.85,15.0,1,5
case_5107,Gate Out,Res.GateOut,2026-04-23 06:28:00,2026-04-23 06:37:00,2026-04-23 06:37:00,high,1.0,delivery,6.9,0.7152,T15,1,0,9.0,199.93,138.43,1,0.6126,0.8726,0,mid,0.6326,0,T15,0.47,medium,32.53,40.27,1,4
case_5122,Gate Out,Res.GateOut,2026-04-23 06:19:00,2026-04-23 06:37:00,2026-04-23 06:37:00,low,1.0,delivery,10.42,0.45,VC,1,0,,118.1,80.78,1,0.5786,0.84,0,non_rmg,0.6,0,VC,0.45,high,10.42,32.75,1,4
case_5152,RMG_receive,T16,2026-04-23 06:32:00,2026-04-23 06:38:00,2026-04-23 06:52:00,high,1.0,receive,2.83,0.7129,T14,1,2,3.0,36.5,30.83,0,0.5829,0.7435,0,top_3,0.5829,0,T14,0.4065,low,4.58,9.92,2,9
case_5170,Gate In,Res.GateIn,2026-04-23 06:38:00,2026-04-23 06:38:00,2026-04-23 06:38:00,high,0.5,mixed,8.13,0.6472,T19,2,1,7.0,143.93,111.4,1,0.5272,0.7042,0,mid,0.54,0,T19,0.4514,high,18.13,24.67,2,9
case_5104,Gate Out,Res.GateOut,2026-04-23 06:14:00,2026-04-23 06:38:00,2026-04-23 06:38:00,medium,1.0,delivery,10.0,0.5975,T27,1,0,9.0,166.0,115.0,1,0.53,0.74,0,mid,0.555,0,T27,0.475,high,29.0,23.0,1,4
case_5114,Gate Out,Res.GateOut,2026-04-23 06:27:00,2026-04-23 06:38:00,2026-04-23 06:38:00,medium,1.0,receive,5.27,0.6,T27,1,1,8.0,167.88,99.38,0,0.4908,0.85,0,mid,0.5308,0,T27,0.3684,medium,51.05,33.02,1,5
case_5120,Gate Out,Res.GateOut,2026-04-23 06:34:00,2026-04-23 06:39:00,2026-04-23 06:39:00,very_high,1.0,receive,5.57,0.737,T20,1,1,1.0,112.5,89.97,0,0.59,0.86,0,top_3,0.6,0,T20,0.39,medium,12.92,11.65,1,5
case_5135,HO2_mixed,HO2,2026-04-23 06:26:00,2026-04-23 06:39:00,2026-04-23 07:00:00,low,1.0,receive,11.6,0.4664,VC,1,1,,77.93,51.53,0,0.58,0.7072,0,non_rmg,0.5818,0,VC,0.4664,very_high,11.6,10.5,1,4
case_5144,Gate Out,Res.GateOut,2026-04-23 06:37:00,2026-04-23 06:40:00,2026-04-23 06:40:00,low,1.0,receive,32.7,0.4516,VC,1,1,,150.03,107.43,0,0.58,0.9,1,non_rmg,0.6105,0,VC,0.4516,very_high,32.7,19.6,1,6
case_5166,Gate Out,Res.GateOut,2026-04-23 06:37:00,2026-04-23 06:40:00,2026-04-23 06:40:00,high,1.0,mixed,7.65,0.6888,T13,1,1,6.0,113.53,98.5,1,0.58,0.9,0,mid,0.61,0,T13,0.45,high,23.65,9.35,2,12
case_5167,RMG_delivery,T07,2026-04-23 06:37:00,2026-04-23 06:40:00,2026-04-23 06:41:00,medium,1.0,receive,9.37,0.628,T27,1,1,13.0,157.4,141.08,0,0.588,0.908,0,low,0.618,0,T27,0.458,high,30.28,7.18,1,4
case_5171,Gate In,Res.GateIn,2026-04-23 06:40:00,2026-04-23 06:40:00,2026-04-23 06:40:00,very_high,0.0,delivery,23.17,0.9029,MT,1,0,,176.58,136.17,1,0.5365,0.9029,0,non_rmg,0.5765,0,MT,0.3865,very_high,24.33,23.17,1,2
case_5121,Gate Out,Res.GateOut,2026-04-23 06:32:00,2026-04-23 06:40:00,2026-04-23 06:40:00,high,0.0,delivery,3.2,0.6726,T15,1,0,8.0,44.5,42.3,1,0.5726,0.84,0,mid,0.6,0,T15,0.48,low,6.4,11.0,1,3
case_5158,HO2_receive,HO2,2026-04-23 06:33:00,2026-04-23 06:41:00,2026-04-23 07:09:00,low,0.0,delivery,7.67,0.3417,T08,1,0,17.0,122.67,105.33,1,0.5442,0.8317,0,low,0.58,0,T08,0.47,high,16.0,9.0,1,3
case_5172,Gate In,Res.GateIn,2026-04-23 06:41:00,2026-04-23 06:41:00,2026-04-23 06:41:00,medium,1.0,receive,9.3,0.6294,T21,1,1,6.0,155.73,124.15,0,0.5447,0.74,0,mid,0.5547,0,T21,0.4053,high,19.93,34.25,1,5
case_5125,Gate Out,Res.GateOut,2026-04-23 06:36:00,2026-04-23 06:41:00,2026-04-23 06:41:00,very_high,0.0,delivery,16.42,0.7693,MT,1,0,,81.13,56.57,1,0.59,0.7693,0,non_rmg,0.5946,0,MT,0.46,very_high,6.13,16.42,1,3
case_5130,Gate Out,Res.GateOut,2026-04-23 06:37:00,2026-04-23 06:41:00,2026-04-23 06:41:00,low,1.0,receive,2.85,0.4749,T17,1,1,16.0,55.0,48.85,0,0.56,0.81,0,low,0.5849,0,T17,0.4598,low,5.85,9.95,1,5
case_5136,Gate Out,Res.GateOut,2026-04-23 06:34:00,2026-04-23 06:41:00,2026-04-23 06:41:00,medium,0.5,mixed,5.0,0.5475,T18,2,1,6.0,184.0,116.0,1,0.45,0.87,0,mid,0.5075,0,T18,0.35,medium,37.0,40.0,2,10
case_5148,Gate Out,Res.GateOut,2026-04-23 06:40:00,2026-04-23 06:42:00,2026-04-23 06:42:00,low,1.0,receive,22.33,0.406,VC,1,1,,147.33,114.25,0,0.544,0.74,0,non_rmg,0.554,0,VC,0.406,very_high,22.33,29.75,1,4
case_5154,LL_delivery,LL,2026-04-23 06:32:00,2026-04-23 06:43:00,2026-04-23 07:01:00,medium,0.5,mixed,7.05,0.59,T11,2,1,7.0,162.48,119.9,1,0.5267,0.81,0,mid,0.5567,0,T11,0.4033,high,26.63,28.58,2,10
case_5159,Gate Out,Res.GateOut,2026-04-23 06:41:00,2026-04-23 06:43:00,2026-04-23 06:43:00,medium,1.0,receive,7.1,0.53,VC,1,1,,48.15,35.85,0,0.63,0.8172,0,non_rmg,0.6493,0,VC,0.53,high,7.1,11.35,1,4
case_5168,RMG_receive,T20,2026-04-23 06:37:00,2026-04-23 06:43:00,2026-04-23 06:51:00,very_high,0.0,delivery,26.97,0.8275,MT,1,0,,185.13,142.2,2,0.56,0.8275,0,non_rmg,0.61,0,MT,0.5775,very_high,31.98,26.97,2,3
case_5173,Gate In,Res.GateIn,2026-04-23 06:43:00,2026-04-23 06:43:00,2026-04-23 06:43:00,medium,0.0,delivery,6.15,0.57,T07,1,0,14.0,104.4,107.4,2,0.5952,0.8476,0,low,0.6176,0,T07,0.4952,medium,12.7,17.75,2,3
case_5174,Gate In,Res.GateIn,2026-04-23 06:43:00,2026-04-23 06:43:00,2026-04-23 06:43:00,low,1.0,receive,10.3,0.5,T09,1,1,14.0,187.97,143.48,0,0.6307,0.8193,0,low,0.65,0,T09,0.53,high,38.17,23.12,1,5
case_5175,Gate In,Res.GateIn,2026-04-23 06:43:00,2026-04-23 06:43:00,2026-04-23 06:43:00,low,0.5,mixed,15.05,0.4921,VC,1,1,,68.8,52.3,1,0.52,0.78,0,non_rmg,0.56,0,VC,0.4921,very_high,15.05,0.0,2,10
case_5176,Gate In,Res.GateIn,2026-04-23 06:43:00,2026-04-23 06:43:00,2026-04-23 06:43:00,high,1.0,receive,5.0,0.6917,T24,1,1,3.0,70.0,77.33,0,0.5633,0.8683,0,top_3,0.5817,0,T24,0.3533,medium,4.33,6.0,1,5
case_5138,Gate Out,Res.GateOut,2026-04-23 06:32:00,2026-04-23 06:43:00,2026-04-23 06:43:00,medium,0.5,mixed,2.52,0.578,T12,1,1,14.0,111.78,88.87,1,0.542,0.8361,0,low,0.58,0,T12,0.47,low,17.18,11.0,2,10
case_5169,RMG_delivery,T18,2026-04-23 06:37:00,2026-04-23 06:44:00,2026-04-23 07:03:00,medium,1.0,receive,4.07,0.6,T11,1,1,10.0,83.15,56.77,0,0.58,0.7181,0,mid,0.5845,0,T11,0.461,low,12.85,15.0,1,5
case_5175,RMG_receive,T16,2026-04-23 06:43:00,2026-04-23 06:44:00,2026-04-23 07:30:00,low,0.5,mixed,15.05,0.4921,VC,1,1,,68.8,52.3,1,0.52,0.78,0,non_rmg,0.56,0,VC,0.4921,very_high,15.05,0.0,2,10
case_5177,Gate In,Res.GateIn,2026-04-23 06:44:00,2026-04-23 06:44:00,2026-04-23 06:44:00,low,1.0,receive,10.43,0.5016,VC,1,1,,68.0,54.87,0,0.6105,0.85,0,non_rmg,0.6305,0,VC,0.5016,high,10.43,13.35,1,4
case_5178,Gate In,Res.GateIn,2026-04-23 06:44:00,2026-04-23 06:44:00,2026-04-23 06:44:00,high,1.0,delivery,9.25,0.6906,T26,1,0,11.0,161.75,134.75,1,0.59,0.8331,0,low,0.6,0,T26,0.4038,high,31.0,5.75,1,4
case_5140,Gate Out,Res.GateOut,2026-04-23 06:38:00,2026-04-23 06:45:00,2026-04-23 06:45:00,high,1.0,delivery,5.55,0.65,T19,1,0,3.0,118.6,96.95,1,0.5586,0.8514,0,top_3,0.5986,0,T19,0.47,medium,21.0,23.15,1,4
case_5174,RMG_receive,T20,2026-04-23 06:43:00,2026-04-23 06:45:00,2026-04-23 06:51:00,low,1.0,receive,10.3,0.5,T09,1,1,14.0,187.97,143.48,0,0.6307,0.8193,0,low,0.65,0,T09,0.53,high,38.17,23.12,1,5
case_5179,Gate In,Res.GateIn,2026-04-23 06:45:00,2026-04-23 06:45:00,2026-04-23 06:45:00,very_high,0.0,delivery,7.1,0.85,MT,1,0,,24.0,17.27,1,0.4591,0.85,0,non_rmg,0.5095,0,MT,0.34,high,0.18,7.1,1,2
case_5119,RMG_receive,T24,2026-04-23 06:42:00,2026-04-23 06:45:00,2026-04-23 06:52:00,low,1.0,delivery,3.97,0.3675,VC,1,0,,22.05,20.87,1,0.4875,0.86,0,non_rmg,0.5275,0,VC,0.3675,low,3.97,9.05,1,3
case_5133,RMG_delivery,T23,2026-04-23 06:24:00,2026-04-23 06:45:00,2026-04-23 07:00:00,low,1.0,delivery,16.9,0.4258,VC,1,0,,113.93,90.15,1,0.5458,0.8816,0,non_rmg,0.5858,0,VC,0.4258,very_high,16.9,8.05,1,4
case_5145,Gate Out,Res.GateOut,2026-04-23 06:36:00,2026-04-23 06:46:00,2026-04-23 06:46:00,high,0.5,mixed,9.93,0.6851,T17,1,1,2.0,133.03,112.03,1,0.59,0.7502,0,top_3,0.6,0,T17,0.4651,high,17.77,0.4,2,12
case_5164,Gate Out,Res.GateOut,2026-04-23 06:38:00,2026-04-23 06:46:00,2026-04-23 06:46:00,medium,1.0,receive,6.73,0.62,T23,1,1,9.0,88.67,78.73,0,0.55,0.7468,0,mid,0.56,0,T23,0.4,medium,8.4,20.47,1,5
case_5170,LL_receive,LL,2026-04-23 06:38:00,2026-04-23 06:46:00,2026-04-23 07:02:00,high,0.5,mixed,8.13,0.6472,T19,2,1,7.0,143.93,111.4,1,0.5272,0.7042,0,mid,0.54,0,T19,0.4514,high,18.13,24.67,2,9
case_5180,Gate In,Res.GateIn,2026-04-23 06:46:00,2026-04-23 06:46:00,2026-04-23 06:46:00,low,0.0,delivery,42.0,0.3831,VC,1,0,,151.25,113.75,1,0.5831,0.84,0,non_rmg,0.5931,0,VC,0.3831,very_high,42.0,7.0,1,2
case_5179,RMG_delivery,T13,2026-04-23 06:45:00,2026-04-23 06:46:00,2026-04-23 06:56:00,very_high,0.0,delivery,7.1,0.85,MT,1,0,,24.0,17.27,1,0.4591,0.85,0,non_rmg,0.5095,0,MT,0.34,high,0.18,7.1,1,2
case_5087,Gate Out,Res.GateOut,2026-04-23 06:42:00,2026-04-23 06:46:00,2026-04-23 06:46:00,medium,0.0,delivery,6.8,0.6349,T12,1,0,12.0,163.25,128.9,1,0.55,0.8124,0,low,0.5676,0,T12,0.3876,medium,29.85,26.0,1,3
case_5181,Gate In,Res.GateIn,2026-04-23 06:46:00,2026-04-23 06:46:00,2026-04-23 06:46:00,high,1.0,receive,7.73,0.64,T17,1,1,13.0,112.53,113.0,0,0.58,0.8732,0,low,0.61,1,T17,0.44,high,18.53,24.67,1,7
case_5108,Gate Out,Res.GateOut,2026-04-23 06:08:00,2026-04-23 06:46:00,2026-04-23 06:46:00,very_high,0.0,delivery,7.6,0.84,MT,1,0,,158.6,127.2,1,0.589,0.84,0,non_rmg,0.599,0,MT,0.389,high,37.2,7.6,1,3
case_5156,Gate Out,Res.GateOut,2026-04-23 06:38:00,2026-04-23 06:47:00,2026-04-23 06:47:00,very_high,1.0,receive,5.4,0.7338,T24,1,1,3.0,150.87,109.27,0,0.5938,0.7762,0,top_3,0.6,0,T24,0.4462,medium,29.13,22.0,1,5
case_5173,RMG_receive,T23,2026-04-23 06:43:00,2026-04-23 06:47:00,2026-04-23 07:04:00,medium,0.0,delivery,6.15,0.57,T07,1,0,14.0,104.4,107.4,2,0.5952,0.8476,0,low,0.6176,0,T07,0.4952,medium,12.7,17.75,2,3
case_5182,Gate In,Res.GateIn,2026-04-23 06:47:00,2026-04-23 06:47:00,2026-04-23 06:47:00,very_high,1.0,receive,3.83,0.7388,T14,1,1,4.0,118.33,101.17,0,0.5958,0.79,0,mid,0.6058,0,T14,0.4717,low,15.83,31.17,1,4
case_5090,Gate Out,Res.GateOut,2026-04-23 06:18:00,2026-04-23 06:47:00,2026-04-23 06:47:00,very_high,1.0,delivery,7.83,0.7451,T14,1,0,3.0,173.8,115.3,1,0.6,0.75,0,top_3,0.5951,0,T14,0.4002,high,25.57,25.9,1,3
case_5096,Gate Out,Res.GateOut,2026-04-23 06:37:00,2026-04-23 06:47:00,2026-04-23 06:47:00,high,1.0,receive,8.0,0.6762,T24,1,1,6.0,166.0,143.0,0,0.53,0.755,0,mid,0.5625,0,T24,0.4825,high,42.0,35.0,1,5
case_5147,RMG_receive,T19,2026-04-23 06:30:00,2026-04-23 06:48:00,2026-04-23 06:52:00,very_high,1.0,receive,8.0,0.773,T23,1,1,3.0,212.8,139.6,0,0.583,0.797,0,top_3,0.6165,0,T23,0.58,high,31.0,34.0,1,5
case_5155,Gate Out,Res.GateOut,2026-04-23 06:40:00,2026-04-23 06:48:00,2026-04-23 06:48:00,medium,1.0,receive,0.75,0.6,T24,1,1,6.0,37.0,26.0,0,0.47,0.86,0,mid,0.54,0,T24,0.5,low,11.5,3.75,1,5
case_5167,Gate Out,Res.GateOut,2026-04-23 06:41:00,2026-04-23 06:48:00,2026-04-23 06:48:00,medium,1.0,receive,9.37,0.628,T27,1,1,13.0,157.4,141.08,0,0.588,0.908,0,low,0.618,0,T27,0.458,high,30.28,7.18,1,4
case_5172,RMG_delivery,T21,2026-04-23 06:41:00,2026-04-23 06:48:00,2026-04-23 06:57:00,medium,1.0,receive,9.3,0.6294,T21,1,1,6.0,155.73,124.15,0,0.5447,0.74,0,mid,0.5547,0,T21,0.4053,high,19.93,34.25,1,5
case_5180,RMG_delivery,T15,2026-04-23 06:46:00,2026-04-23 06:48:00,2026-04-23 06:50:00,low,0.0,delivery,42.0,0.3831,VC,1,0,,151.25,113.75,1,0.5831,0.84,0,non_rmg,0.5931,0,VC,0.3831,very_high,42.0,7.0,1,2
case_5183,Gate In,Res.GateIn,2026-04-23 06:48:00,2026-04-23 06:48:00,2026-04-23 06:48:00,medium,1.0,delivery,2.73,0.61,T27,1,0,10.0,88.73,81.4,1,0.5941,0.7118,0,mid,0.5959,1,T27,0.47,low,9.37,0.37,1,6
case_5157,RMG_delivery,T10,2026-04-23 06:33:00,2026-04-23 06:49:00,2026-04-23 07:02:00,very_high,0.0,delivery,10.77,0.7235,T21,1,0,3.0,136.2,107.87,1,0.5806,0.84,0,top_3,0.5906,1,T21,0.3806,high,43.93,4.47,1,5
case_5109,Gate Out,Res.GateOut,2026-04-23 06:32:00,2026-04-23 06:49:00,2026-04-23 06:49:00,low,1.0,delivery,24.2,0.49,VC,1,0,,193.55,143.4,1,0.6174,0.8748,0,non_rmg,0.6374,0,VC,0.49,very_high,24.2,27.05,1,3
case_5177,RMG_delivery,T15,2026-04-23 06:44:00,2026-04-23 06:50:00,2026-04-23 06:57:00,low,1.0,receive,10.43,0.5016,VC,1,1,,68.0,54.87,0,0.6105,0.85,0,non_rmg,0.6305,0,VC,0.5016,high,10.43,13.35,1,4
case_5184,Gate In,Res.GateIn,2026-04-23 06:50:00,2026-04-23 06:50:00,2026-04-23 06:50:00,low,1.0,receive,4.93,0.354,T08,1,1,16.0,101.6,83.53,0,0.5413,0.84,0,low,0.5813,1,T08,0.4713,medium,10.0,9.27,1,7
case_5184,LL_delivery,LL,2026-04-23 06:50:00,2026-04-23 06:50:00,2026-04-23 07:12:00,low,1.0,receive,4.93,0.354,T08,1,1,16.0,101.6,83.53,0,0.5413,0.84,0,low,0.5813,1,T08,0.4713,medium,10.0,9.27,1,7
case_5127,Gate Out,Res.GateOut,2026-04-23 06:36:00,2026-04-23 06:50:00,2026-04-23 06:50:00,high,1.0,receive,1.68,0.7,T20,1,1,2.0,26.95,19.9,0,0.56,0.91,0,top_3,0.61,0,T20,0.4833,low,2.63,5.32,1,5
case_5142,Gate Out,Res.GateOut,2026-04-23 06:46:00,2026-04-23 06:51:00,2026-04-23 06:51:00,low,1.0,delivery,30.5,0.4775,VC,1,0,,175.5,120.5,1,0.62,0.8738,0,non_rmg,0.6338,0,VC,0.4775,very_high,30.5,22.0,1,4
case_5150,Gate Out,Res.GateOut,2026-04-23 06:35:00,2026-04-23 06:51:00,2026-04-23 06:51:00,low,1.0,delivery,50.53,0.37,VC,1,0,,151.2,93.67,1,0.49,0.8502,0,non_rmg,0.53,0,VC,0.37,very_high,50.53,27.47,1,3
case_5171,RMG_mixed,T18,2026-04-23 06:40:00,2026-04-23 06:51:00,2026-04-23 07:04:00,very_high,0.0,delivery,23.17,0.9029,MT,1,0,,176.58,136.17,1,0.5365,0.9029,0,non_rmg,0.5765,0,MT,0.3865,very_high,24.33,23.17,1,2
case_5185,Gate In,Res.GateIn,2026-04-23 06:51:00,2026-04-23 06:51:00,2026-04-23 06:51:00,low,1.0,mixed,25.3,0.48,VC,1,1,,121.43,92.25,1,0.5822,0.8544,0,non_rmg,0.6122,0,VC,0.48,very_high,25.3,10.47,2,11
case_5186,Gate In,Res.GateIn,2026-04-23 06:51:00,2026-04-23 06:51:00,2026-04-23 06:51:00,low,1.0,receive,6.38,0.4061,T11,2,2,17.0,162.1,117.12,0,0.5987,0.7713,0,low,0.6287,0,T11,0.5774,medium,22.03,23.8,2,9
case_5126,Gate Out,Res.GateOut,2026-04-23 06:38:00,2026-04-23 06:51:00,2026-04-23 06:51:00,medium,1.0,mixed,9.93,0.62,T15,1,1,10.0,188.6,145.33,1,0.55,0.8202,0,mid,0.5601,0,T15,0.3801,high,13.57,26.93,2,12
case_5178,RMG_receive,T22,2026-04-23 06:44:00,2026-04-23 06:52:00,2026-04-23 07:15:00,high,1.0,delivery,9.25,0.6906,T26,1,0,11.0,161.75,134.75,1,0.59,0.8331,0,low,0.6,0,T26,0.4038,high,31.0,5.75,1,4
case_5183,RMG_delivery,T23,2026-04-23 06:48:00,2026-04-23 06:52:00,2026-04-23 06:58:00,medium,1.0,delivery,2.73,0.61,T27,1,0,10.0,88.73,81.4,1,0.5941,0.7118,0,mid,0.5959,1,T27,0.47,low,9.37,0.37,1,6
case_5185,RMG_delivery,T18,2026-04-23 06:51:00,2026-04-23 06:52:00,2026-04-23 07:09:00,low,1.0,mixed,25.3,0.48,VC,1,1,,121.43,92.25,1,0.5822,0.8544,0,non_rmg,0.6122,0,VC,0.48,very_high,25.3,10.47,2,11
case_5137,Gate Out,Res.GateOut,2026-04-23 06:48:00,2026-04-23 06:52:00,2026-04-23 06:52:00,very_high,1.0,delivery,6.0,0.7275,T21,1,0,2.0,125.0,91.0,1,0.5888,0.86,0,top_3,0.5988,0,T21,0.3875,medium,9.5,21.0,1,4
case_5139,Gate Out,Res.GateOut,2026-04-23 06:50:00,2026-04-23 06:53:00,2026-04-23 06:53:00,medium,1.0,delivery,9.4,0.614,T27,1,0,13.0,161.4,127.8,1,0.5885,0.84,0,low,0.5985,0,T27,0.3885,high,37.8,5.4,1,4
case_5149,Gate Out,Res.GateOut,2026-04-23 06:52:00,2026-04-23 06:54:00,2026-04-23 06:54:00,medium,1.0,receive,3.0,0.5547,T07,1,1,16.0,94.13,65.33,0,0.58,0.7247,0,low,0.5862,0,T07,0.4577,low,10.27,21.53,1,4
case_5187,Gate In,Res.GateIn,2026-04-23 06:54:00,2026-04-23 06:54:00,2026-04-23 06:54:00,high,1.0,delivery,5.42,0.6921,T25,1,0,9.0,164.83,138.75,1,0.6221,0.8279,0,mid,0.646,1,T25,0.53,medium,22.08,25.83,1,6
case_5188,Gate In,Res.GateIn,2026-04-23 06:54:00,2026-04-23 06:54:00,2026-04-23 06:54:00,low,1.0,receive,18.23,0.35,VC,1,1,,78.67,50.05,0,0.4672,0.85,0,non_rmg,0.5172,0,VC,0.35,very_high,18.23,10.17,1,4
case_5189,Gate In,Res.GateIn,2026-04-23 06:54:00,2026-04-23 06:54:00,2026-04-23 06:54:00,very_high,0.0,delivery,19.75,0.8316,MT,1,0,,99.75,70.25,1,0.6184,0.8316,0,non_rmg,0.6384,0,MT,0.5284,very_high,10.25,19.75,1,2
case_5190,Gate In,Res.GateIn,2026-04-23 06:54:00,2026-04-23 06:54:00,2026-04-23 06:54:00,very_high,1.0,receive,25.93,0.8277,MT,1,1,,165.53,139.2,0,0.6223,0.8277,0,non_rmg,0.6462,0,MT,0.53,very_high,22.33,25.93,1,5
case_5191,Gate In,Res.GateIn,2026-04-23 06:54:00,2026-04-23 06:54:00,2026-04-23 06:54:00,medium,0.0,delivery,8.13,0.5602,T15,1,0,11.0,163.0,147.27,1,0.5202,0.81,0,low,0.5502,1,T15,0.4098,high,17.73,40.6,1,5
case_5192,Gate In,Res.GateIn,2026-04-23 06:54:00,2026-04-23 06:54:00,2026-04-23 06:54:00,medium,1.0,receive,7.0,0.5146,T07,1,1,13.0,67.0,73.67,0,0.5446,0.91,0,low,0.58,0,T07,0.39,medium,8.5,7.83,1,5
case_5180,Gate Out,Res.GateOut,2026-04-23 06:50:00,2026-04-23 06:55:00,2026-04-23 06:55:00,low,0.0,delivery,42.0,0.3831,VC,1,0,,151.25,113.75,1,0.5831,0.84,0,non_rmg,0.5931,0,VC,0.3831,very_high,42.0,7.0,1,2
case_5188,RMG_receive,T18,2026-04-23 06:54:00,2026-04-23 06:55:00,2026-04-23 07:06:00,low,1.0,receive,18.23,0.35,VC,1,1,,78.67,50.05,0,0.4672,0.85,0,non_rmg,0.5172,0,VC,0.35,very_high,18.23,10.17,1,4
case_5193,Gate In,Res.GateIn,2026-04-23 06:55:00,2026-04-23 06:55:00,2026-04-23 06:55:00,medium,1.0,receive,10.27,0.54,T07,1,1,15.0,180.33,159.87,0,0.56,0.91,0,low,0.6,0,T07,0.42,high,12.13,12.8,1,5
case_5123,Gate Out,Res.GateOut,2026-04-23 06:32:00,2026-04-23 06:55:00,2026-04-23 06:55:00,medium,1.0,delivery,12.35,0.5989,T13,1,0,7.0,146.77,122.52,1,0.4995,0.8289,0,mid,0.5395,0,T13,0.4,very_high,12.08,8.35,1,3
case_5132,Gate Out,Res.GateOut,2026-04-23 06:44:00,2026-04-23 06:55:00,2026-04-23 06:55:00,medium,1.0,receive,6.0,0.519,T14,1,1,16.0,96.2,101.4,0,0.483,0.803,0,low,0.523,0,T14,0.407,medium,10.0,12.4,1,4
case_5165,RMG_receive,T21,2026-04-23 06:35:00,2026-04-23 06:56:00,2026-04-23 07:06:00,very_high,1.0,receive,7.13,0.7702,T22,1,1,2.0,153.27,127.07,0,0.59,0.8398,0,top_3,0.6,0,T22,0.3903,high,35.6,11.53,1,4
