case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,rmg_demand,target_demand,target_rank_group,target_area,full_ratio,has_reefer,rmg_utilization,target_utilization_bin,mt_utilization,gate_demand,vc_demand,n_receives,gate_utilization,n_containers,process_flow_type,n_stops,primary_target_area,target_utilization,target_demand_bin,vc_utilization,target_rank,n_deliveries,mt_demand,visit_complexity,has_hazardous
case_22,Gate Out,Res.GateOut,2026-04-20 18:43:00,2026-04-20 18:59:00,2026-04-20 18:59:00,120.3,6.17,top_3,T14,1.0,0,0.5444,high,0.74,152.47,20.87,0,0.5544,1,delivery,1,T14,0.6744,medium,0.4056,3.0,1,32.5,4,0
case_34,RMG_delivery,T16,2026-04-20 18:53:00,2026-04-20 18:59:00,2026-04-20 19:01:00,26.0,3.83,mid,T16,1.0,0,0.47,medium,0.86,35.67,9.83,0,0.54,1,delivery,1,T16,0.586,low,0.5,7.0,1,2.92,4,0
case_44,Gate In,Res.GateIn,2026-04-20 18:59:00,2026-04-20 18:59:00,2026-04-20 18:59:00,12.25,2.5,low,T16,1.0,0,0.44,low,0.81,18.5,1.75,1,0.5,1,receive,1,T16,0.4744,low,0.4056,12.0,0,8.25,4,0
case_4,Gate Out,Res.GateOut,2026-04-20 18:56:00,2026-04-20 19:00:00,2026-04-20 19:00:00,119.4,6.27,mid,T15,1.0,0,0.5864,high,0.9136,148.17,34.2,1,0.62,1,receive,1,T15,0.6664,medium,0.4672,9.0,0,5.57,5,0
case_45,Gate In,Res.GateIn,2026-04-20 19:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,112.2,6.2,top_3,T24,0.0,0,0.6195,very_high,0.8795,159.0,25.8,1,0.6395,1,receive,1,T24,0.75,medium,0.47,3.0,0,33.4,4,0
case_46,Gate In,Res.GateIn,2026-04-20 19:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,101.5,5.23,low,T12,0.0,1,0.58,medium,0.9,116.73,24.55,0,0.61,1,delivery,1,T12,0.62,medium,0.45,15.0,1,8.45,5,0
case_47,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,98.2,5.2,mid,T15,1.0,0,0.5905,high,0.87,117.6,17.2,1,0.62,1,receive,1,T15,0.671,medium,0.48,9.0,0,12.0,5,0
case_48,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,105.37,5.87,low,T10,1.0,0,0.4836,low,0.8036,103.43,12.33,0,0.5236,1,delivery,1,T10,0.4743,medium,0.4064,17.0,1,11.7,4,0
case_49,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,27.3,2.7,low,T13,1.0,0,0.6021,medium,0.8011,52.65,10.35,1,0.6132,1,receive,1,T13,0.6132,low,0.4842,14.0,0,4.85,4,0
case_50,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,70.18,5.95,mid,T15,1.0,0,0.4762,medium,0.8708,95.4,14.68,1,0.5262,1,receive,1,T15,0.5762,medium,0.3554,6.0,0,14.27,5,0
case_35,RMG_receive,T16,2026-04-20 18:54:00,2026-04-20 19:02:00,2026-04-20 19:12:00,135.0,5.77,low,T16,1.0,0,0.52,medium,0.8769,163.17,10.13,1,0.5569,1,receive,1,T16,0.5831,medium,0.3669,11.0,0,24.2,4,0
case_38,HO2_receive,HO2,2026-04-20 18:57:00,2026-04-20 19:02:00,2026-04-20 19:17:00,64.33,10.67,non_rmg,VC,1.0,0,0.58,low,0.7242,92.83,10.67,1,0.586,1,receive,1,VC,0.4579,high,0.4579,,0,20.83,4,0
case_28,LL_receive,LL,2026-04-20 19:02:00,2026-04-20 19:03:00,2026-04-20 19:09:00,21.35,1.95,mid,T10,1.0,0,0.61,high,0.87,28.65,2.95,2,0.63,2,receive,2,T10,0.6916,low,0.4784,7.0,0,6.0,10,0
case_29,RMG_receive,T09,2026-04-20 18:47:00,2026-04-20 19:03:00,2026-04-20 19:12:00,30.6,4.6,low,T09,1.0,0,0.5613,low,0.81,38.4,9.4,1,0.6013,1,receive,1,T09,0.5027,medium,0.5713,15.0,0,8.27,4,0
case_46,RMG_delivery,T12,2026-04-20 19:00:00,2026-04-20 19:03:00,2026-04-20 19:17:00,101.5,5.23,low,T12,0.0,1,0.58,medium,0.9,116.73,24.55,0,0.61,1,delivery,1,T12,0.62,medium,0.45,15.0,1,8.45,5,0
case_51,Gate In,Res.GateIn,2026-04-20 19:03:00,2026-04-20 19:03:00,2026-04-20 19:03:00,66.8,4.2,low,T10,1.0,0,0.506,low,0.877,55.0,4.2,1,0.543,1,receive,1,T10,0.363,low,0.36,19.0,0,13.6,5,0
case_19,Gate Out,Res.GateOut,2026-04-20 18:57:00,2026-04-20 19:04:00,2026-04-20 19:04:00,37.5,2.9,mid,T25,1.0,0,0.6291,high,0.82,47.97,6.73,1,0.6491,1,receive,1,T25,0.7082,low,0.53,8.0,0,12.27,5,0
case_47,RMG_receive,T15,2026-04-20 19:01:00,2026-04-20 19:04:00,2026-04-20 19:25:00,98.2,5.2,mid,T15,1.0,0,0.5905,high,0.87,117.6,17.2,1,0.62,1,receive,1,T15,0.671,medium,0.48,9.0,0,12.0,5,0
case_52,Gate In,Res.GateIn,2026-04-20 19:04:00,2026-04-20 19:04:00,2026-04-20 19:04:00,17.13,5.0,non_rmg,MT,0.0,0,0.5723,very_high,0.9162,21.13,1.0,0,0.6162,1,delivery,1,MT,0.9162,medium,0.49,,1,5.0,2,0
case_53,Gate In,Res.GateIn,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:05:00,82.0,7.5,mid,T21,1.0,0,0.5125,medium,0.8425,110.5,13.5,0,0.5462,1,delivery,1,T21,0.63,high,0.4062,4.0,1,6.5,4,0
case_52,LL_delivery,LL,2026-04-20 19:04:00,2026-04-20 19:05:00,2026-04-20 19:13:00,17.13,5.0,non_rmg,MT,0.0,0,0.5723,very_high,0.9162,21.13,1.0,0,0.6162,1,delivery,1,MT,0.9162,medium,0.49,,1,5.0,2,0
case_54,Gate In,Res.GateIn,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:05:00,138.23,44.82,non_rmg,VC,1.0,0,0.53,low,0.7539,177.05,44.82,1,0.562,1,receive,1,VC,0.482,very_high,0.482,,0,36.3,4,0
case_54,HO2_delivery,HO2,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:09:00,138.23,44.82,non_rmg,VC,1.0,0,0.53,low,0.7539,177.05,44.82,1,0.562,1,receive,1,VC,0.482,very_high,0.482,,0,36.3,4,0
case_49,RMG_receive,T13,2026-04-20 19:01:00,2026-04-20 19:06:00,2026-04-20 19:11:00,27.3,2.7,low,T13,1.0,0,0.6021,medium,0.8011,52.65,10.35,1,0.6132,1,receive,1,T13,0.6132,low,0.4842,14.0,0,4.85,4,0
case_24,Gate Out,Res.GateOut,2026-04-20 19:02:00,2026-04-20 19:07:00,2026-04-20 19:07:00,116.33,6.9,mid,T13,1.0,0,0.5791,high,0.8582,167.8,19.77,1,0.6091,1,receive,1,T13,0.7009,medium,0.45,7.0,0,33.03,4,0
case_27,HO2_delivery,HO2,2026-04-20 18:47:00,2026-04-20 19:07:00,2026-04-20 19:16:00,67.33,14.9,non_rmg,VC,1.0,0,0.61,low,0.87,94.23,14.9,1,0.63,1,receive,1,VC,0.47,very_high,0.47,,0,26.03,7,0
case_33,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:07:00,2026-04-20 19:07:00,136.3,39.62,non_rmg,MT,0.0,0,0.52,very_high,0.8111,156.5,18.22,0,0.5505,1,delivery,1,MT,0.8111,very_high,0.4105,,1,39.62,2,0
case_43,RMG_receive,T06,2026-04-20 18:58:00,2026-04-20 19:07:00,2026-04-20 19:14:00,135.5,6.0,low,T06,1.0,0,0.5829,low,0.9029,171.15,34.2,1,0.6129,1,receive,1,T06,0.48,medium,0.4529,15.0,0,7.45,5,0
case_51,RMG_receive,T10,2026-04-20 19:03:00,2026-04-20 19:07:00,2026-04-20 19:12:00,66.8,4.2,low,T10,1.0,0,0.506,low,0.877,55.0,4.2,1,0.543,1,receive,1,T10,0.363,low,0.36,19.0,0,13.6,5,0
case_55,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,87.62,7.73,top_3,T14,0.0,0,0.62,very_high,0.8284,121.9,15.37,0,0.64,1,delivery,1,T14,0.7316,high,0.5292,2.0,1,17.78,2,0
case_56,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,30.75,0.75,low,T12,0.5,0,0.5856,low,0.7056,49.0,7.5,1,0.5856,2,mixed,2,T12,0.2312,low,0.47,21.0,1,11.5,10,0
case_57,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,60.27,5.15,low,T17,1.0,0,0.58,high,0.8765,68.67,7.15,1,0.61,1,receive,1,T17,0.64,medium,0.44,13.0,0,13.08,4,0
case_30,Gate Out,Res.GateOut,2026-04-20 18:56:00,2026-04-20 19:08:00,2026-04-20 19:08:00,69.6,9.77,top_3,T14,0.0,0,0.5976,high,0.7048,71.97,6.0,0,0.5924,1,delivery,1,T14,0.6876,high,0.47,3.0,1,3.2,3,0
case_58,Gate In,Res.GateIn,2026-04-20 19:08:00,2026-04-20 19:08:00,2026-04-20 19:08:00,135.0,47.63,non_rmg,VC,1.0,0,0.6,low,0.75,168.03,47.63,0,0.59,1,delivery,1,VC,0.3936,very_high,0.3936,,1,23.97,3,0
case_37,Gate Out,Res.GateOut,2026-04-20 19:04:00,2026-04-20 19:09:00,2026-04-20 19:09:00,99.5,4.93,mid,T21,0.5,0,0.59,very_high,0.7899,85.53,30.63,1,0.62,2,mixed,1,T21,0.7699,medium,0.5798,4.0,1,18.2,11,0
case_59,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,122.93,23.07,non_rmg,VC,1.0,0,0.58,low,0.8607,176.47,23.07,1,0.61,1,receive,1,VC,0.4493,very_high,0.4493,,0,41.07,6,1
case_60,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,137.73,7.9,mid,T15,0.5,0,0.52,medium,0.8792,162.68,13.37,1,0.5592,2,mixed,2,T15,0.6076,high,0.3692,8.0,1,21.53,10,0
case_34,Gate Out,Res.GateOut,2026-04-20 19:01:00,2026-04-20 19:10:00,2026-04-20 19:10:00,26.0,3.83,mid,T16,1.0,0,0.47,medium,0.86,35.67,9.83,0,0.54,1,delivery,1,T16,0.586,low,0.5,7.0,1,2.92,4,0
case_39,HO2_delivery,HO2,2026-04-20 18:57:00,2026-04-20 19:10:00,2026-04-20 19:18:00,145.77,31.0,non_rmg,VC,1.0,0,0.5589,medium,0.83,175.23,31.0,1,0.6089,1,receive,1,VC,0.58,very_high,0.58,,0,23.7,7,0
case_53,RMG_delivery,T21,2026-04-20 19:05:00,2026-04-20 19:10:00,2026-04-20 19:17:00,82.0,7.5,mid,T21,1.0,0,0.5125,medium,0.8425,110.5,13.5,0,0.5462,1,delivery,1,T21,0.63,high,0.4062,4.0,1,6.5,4,0
case_61,Gate In,Res.GateIn,2026-04-20 19:10:00,2026-04-20 19:10:00,2026-04-20 19:10:00,115.03,7.97,mid,T14,0.5,0,0.55,very_high,0.69,128.4,16.1,1,0.5625,2,mixed,2,T14,0.7249,high,0.5049,9.0,1,28.03,9,0
case_26,Gate Out,Res.GateOut,2026-04-20 18:59:00,2026-04-20 19:11:00,2026-04-20 19:11:00,115.5,11.8,mid,T14,0.0,0,0.45,medium,0.87,181.2,36.3,0,0.5072,1,delivery,1,T14,0.5172,very_high,0.35,10.0,1,38.7,2,0
case_36,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:11:00,2026-04-20 19:11:00,17.9,0.15,top_3,T18,1.0,0,0.5279,medium,0.8521,19.2,0.15,1,0.56,1,receive,1,T18,0.6179,low,0.42,2.0,0,6.15,5,0
case_62,Gate In,Res.GateIn,2026-04-20 19:11:00,2026-04-20 19:11:00,2026-04-20 19:11:00,80.25,6.7,low,T08,1.0,0,0.6124,low,0.8062,92.55,16.05,0,0.6286,1,delivery,1,T08,0.4462,medium,0.5048,21.0,1,16.9,3,0
case_55,RMG_delivery,T14,2026-04-20 19:07:00,2026-04-20 19:12:00,2026-04-20 19:13:00,87.62,7.73,top_3,T14,0.0,0,0.62,very_high,0.8284,121.9,15.37,0,0.64,1,delivery,1,T14,0.7316,high,0.5292,2.0,1,17.78,2,0
case_59,HO2_receive,HO2,2026-04-20 19:09:00,2026-04-20 19:12:00,2026-04-20 19:22:00,122.93,23.07,non_rmg,VC,1.0,0,0.58,low,0.8607,176.47,23.07,1,0.61,1,receive,1,VC,0.4493,very_high,0.4493,,0,41.07,6,1
case_63,Gate In,Res.GateIn,2026-04-20 19:12:00,2026-04-20 19:12:00,2026-04-20 19:12:00,37.4,1.45,mid,T21,1.0,0,0.52,medium,0.86,44.6,2.65,0,0.56,1,delivery,1,T21,0.6,low,0.42,4.0,1,6.45,4,0
case_44,RMG_receive,T16,2026-04-20 18:59:00,2026-04-20 19:13:00,2026-04-20 19:19:00,12.25,2.5,low,T16,1.0,0,0.44,low,0.81,18.5,1.75,1,0.5,1,receive,1,T16,0.4744,low,0.4056,12.0,0,8.25,4,0
case_42,RMG_receive,T18,2026-04-20 18:57:00,2026-04-20 19:13:00,2026-04-20 19:38:00,140.4,6.4,mid,T18,1.0,0,0.6168,very_high,0.8735,186.3,25.2,1,0.6368,1,receive,1,T18,0.74,medium,0.49,6.0,0,27.3,5,0
case_48,RMG_delivery,T10,2026-04-20 19:01:00,2026-04-20 19:13:00,2026-04-20 19:19:00,105.37,5.87,low,T10,1.0,0,0.4836,low,0.8036,103.43,12.33,0,0.5236,1,delivery,1,T10,0.4743,medium,0.4064,17.0,1,11.7,4,0
case_64,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,138.43,6.92,low,T06,0.5,0,0.5295,low,0.7295,165.73,21.52,1,0.54,2,mixed,1,T06,0.4395,medium,0.42,15.0,1,38.1,12,0
case_61,LL_delivery,LL,2026-04-20 19:10:00,2026-04-20 19:13:00,2026-04-20 19:23:00,115.03,7.97,mid,T14,0.5,0,0.55,very_high,0.69,128.4,16.1,1,0.5625,2,mixed,2,T14,0.7249,high,0.5049,9.0,1,28.03,9,0
case_65,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,74.58,5.27,low,T13,1.0,0,0.5695,low,0.81,66.6,15.63,0,0.6095,1,delivery,1,T13,0.3905,medium,0.5795,17.0,1,13.82,3,0
case_66,Gate In,Res.GateIn,2026-04-20 19:14:00,2026-04-20 19:14:00,2026-04-20 19:14:00,40.12,22.82,non_rmg,MT,0.0,0,0.6051,very_high,0.79,61.73,5.97,0,0.6151,1,delivery,1,MT,0.79,very_high,0.4902,,1,22.82,3,0
case_10,Gate Out,Res.GateOut,2026-04-20 18:49:00,2026-04-20 19:15:00,2026-04-20 19:15:00,30.37,3.53,low,T06,1.0,0,0.61,low,0.8594,35.43,5.53,1,0.63,2,mixed,2,T06,0.4306,low,0.4906,15.0,1,7.9,11,0
case_50,RMG_receive,T15,2026-04-20 19:01:00,2026-04-20 19:15:00,2026-04-20 19:24:00,70.18,5.95,mid,T15,1.0,0,0.4762,medium,0.8708,95.4,14.68,1,0.5262,1,receive,1,T15,0.5762,medium,0.3554,6.0,0,14.27,5,0
case_63,RMG_delivery,T21,2026-04-20 19:12:00,2026-04-20 19:15:00,2026-04-20 19:23:00,37.4,1.45,mid,T21,1.0,0,0.52,medium,0.86,44.6,2.65,0,0.56,1,delivery,1,T21,0.6,low,0.42,4.0,1,6.45,4,0
case_67,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,133.83,5.63,mid,T09,1.0,0,0.5833,high,0.9033,171.32,32.2,1,0.6133,1,receive,1,T09,0.66,medium,0.4533,10.0,0,7.95,5,0
case_68,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,29.03,2.9,mid,T23,1.0,0,0.6151,very_high,0.8549,35.0,3.0,1,0.63,1,receive,1,T23,0.7451,low,0.49,4.0,0,10.9,5,0
case_69,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,83.8,28.2,non_rmg,VC,1.0,0,0.49,low,0.853,117.4,28.2,0,0.53,1,delivery,1,VC,0.37,very_high,0.37,,1,33.2,4,0
case_69,HO2_receive,HO2,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:31:00,83.8,28.2,non_rmg,VC,1.0,0,0.49,low,0.853,117.4,28.2,0,0.53,1,delivery,1,VC,0.37,very_high,0.37,,1,33.2,4,0
case_70,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,126.5,17.07,non_rmg,VC,1.0,1,0.5052,low,0.8352,146.77,17.07,1,0.5426,2,mixed,1,VC,0.4026,very_high,0.4026,,1,10.93,21,1
case_71,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,114.53,5.37,mid,T17,1.0,0,0.5841,high,0.9159,146.97,36.23,1,0.62,1,receive,1,T17,0.6841,medium,0.4718,8.0,0,5.37,5,0
case_72,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,27.38,6.23,non_rmg,VC,1.0,0,0.534,low,0.774,31.93,6.23,0,0.57,1,delivery,1,VC,0.494,medium,0.494,,1,5.77,4,0
case_73,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,30.15,5.4,low,T10,1.0,0,0.5371,low,0.8171,36.8,4.0,1,0.5871,1,receive,1,T10,0.3571,medium,0.5542,17.0,0,7.45,5,0
case_74,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,69.93,0.27,low,T07,1.0,0,0.49,low,0.8543,94.47,23.4,1,0.53,1,receive,1,T07,0.223,low,0.37,19.0,0,31.07,5,0
case_56,LL_delivery,LL,2026-04-20 19:07:00,2026-04-20 19:16:00,2026-04-20 19:23:00,30.75,0.75,low,T12,0.5,0,0.5856,low,0.7056,49.0,7.5,1,0.5856,2,mixed,2,T12,0.2312,low,0.47,21.0,1,11.5,10,0
case_62,RMG_delivery,T08,2026-04-20 19:11:00,2026-04-20 19:16:00,2026-04-20 19:23:00,80.25,6.7,low,T08,1.0,0,0.6124,low,0.8062,92.55,16.05,0,0.6286,1,delivery,1,T08,0.4462,medium,0.5048,21.0,1,16.9,3,0
case_64,RMG_mixed,T06,2026-04-20 19:13:00,2026-04-20 19:17:00,2026-04-20 19:46:00,138.43,6.92,low,T06,0.5,0,0.5295,low,0.7295,165.73,21.52,1,0.54,2,mixed,1,T06,0.4395,medium,0.42,15.0,1,38.1,12,0
case_75,Gate In,Res.GateIn,2026-04-20 19:18:00,2026-04-20 19:18:00,2026-04-20 19:18:00,38.08,4.33,low,T11,1.0,0,0.6105,medium,0.8395,49.17,8.75,1,0.6305,1,receive,1,T11,0.5826,low,0.5205,14.0,0,9.58,4,0
case_74,RMG_receive,T07,2026-04-20 19:15:00,2026-04-20 19:18:00,2026-04-20 21:23:00,69.93,0.27,low,T07,1.0,0,0.49,low,0.8543,94.47,23.4,1,0.53,1,receive,1,T07,0.223,low,0.37,19.0,0,31.07,5,0
case_32,Gate Out,Res.GateOut,2026-04-20 19:04:00,2026-04-20 19:19:00,2026-04-20 19:19:00,141.5,25.48,non_rmg,MT,1.0,0,0.6,very_high,0.75,173.02,51.32,1,0.59,1,receive,1,MT,0.75,very_high,0.393,,0,25.48,4,0
case_45,RMG_receive,T24,2026-04-20 19:00:00,2026-04-20 19:19:00,2026-04-20 19:39:00,112.2,6.2,top_3,T24,0.0,0,0.6195,very_high,0.8795,159.0,25.8,1,0.6395,1,receive,1,T24,0.75,medium,0.47,3.0,0,33.4,4,0
case_51,Gate Out,Res.GateOut,2026-04-20 19:12:00,2026-04-20 19:19:00,2026-04-20 19:19:00,66.8,4.2,low,T10,1.0,0,0.506,low,0.877,55.0,4.2,1,0.543,1,receive,1,T10,0.363,low,0.36,19.0,0,13.6,5,0
case_57,RMG_receive,T17,2026-04-20 19:07:00,2026-04-20 19:19:00,2026-04-20 19:26:00,60.27,5.15,low,T17,1.0,0,0.58,high,0.8765,68.67,7.15,1,0.61,1,receive,1,T17,0.64,medium,0.44,13.0,0,13.08,4,0
case_60,LL_delivery,LL,2026-04-20 19:09:00,2026-04-20 19:19:00,2026-04-20 19:27:00,137.73,7.9,mid,T15,0.5,0,0.52,medium,0.8792,162.68,13.37,1,0.5592,2,mixed,2,T15,0.6076,high,0.3692,8.0,1,21.53,10,0
case_71,RMG_receive,T17,2026-04-20 19:15:00,2026-04-20 19:19:00,2026-04-20 19:28:00,114.53,5.37,mid,T17,1.0,0,0.5841,high,0.9159,146.97,36.23,1,0.62,1,receive,1,T17,0.6841,medium,0.4718,8.0,0,5.37,5,0
case_73,RMG_receive,T10,2026-04-20 19:15:00,2026-04-20 19:19:00,2026-04-20 19:25:00,30.15,5.4,low,T10,1.0,0,0.5371,low,0.8171,36.8,4.0,1,0.5871,1,receive,1,T10,0.3571,medium,0.5542,17.0,0,7.45,5,0
case_27,Gate Out,Res.GateOut,2026-04-20 19:16:00,2026-04-20 19:20:00,2026-04-20 19:20:00,67.33,14.9,non_rmg,VC,1.0,0,0.61,low,0.87,94.23,14.9,1,0.63,1,receive,1,VC,0.47,very_high,0.47,,0,26.03,7,0
case_66,RMG_delivery,T13,2026-04-20 19:14:00,2026-04-20 19:20:00,2026-04-20 19:25:00,40.12,22.82,non_rmg,MT,0.0,0,0.6051,very_high,0.79,61.73,5.97,0,0.6151,1,delivery,1,MT,0.79,very_high,0.4902,,1,22.82,3,0
case_76,Gate In,Res.GateIn,2026-04-20 19:20:00,2026-04-20 19:20:00,2026-04-20 19:20:00,142.92,4.83,low,T27,1.0,1,0.539,medium,0.9079,174.42,23.08,0,0.579,1,delivery,1,T27,0.579,medium,0.389,12.0,1,17.25,6,0
case_49,Gate Out,Res.GateOut,2026-04-20 19:11:00,2026-04-20 19:21:00,2026-04-20 19:21:00,27.3,2.7,low,T13,1.0,0,0.6021,medium,0.8011,52.65,10.35,1,0.6132,1,receive,1,T13,0.6132,low,0.4842,14.0,0,4.85,4,0
case_67,RMG_receive,T09,2026-04-20 19:15:00,2026-04-20 19:21:00,2026-04-20 19:29:00,133.83,5.63,mid,T09,1.0,0,0.5833,high,0.9033,171.32,32.2,1,0.6133,1,receive,1,T09,0.66,medium,0.4533,10.0,0,7.95,5,0
case_77,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,117.6,20.4,non_rmg,MT,0.0,0,0.53,high,0.706,157.0,36.4,0,0.542,1,delivery,1,MT,0.706,very_high,0.454,,1,20.4,2,0
case_78,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,92.23,3.7,low,T07,0.0,0,0.58,low,0.84,140.33,23.07,0,0.59,2,delivery,1,T07,0.3936,low,0.3764,13.0,2,7.73,3,0
case_79,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,30.33,1.83,top_3,T23,1.0,0,0.5204,high,0.8504,34.33,1.67,1,0.5508,1,receive,1,T23,0.6608,low,0.41,2.0,0,6.5,5,0
case_80,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,138.7,12.65,mid,T11,1.0,0,0.54,medium,0.8649,156.6,15.55,1,0.5774,2,mixed,1,T11,0.6326,very_high,0.4174,10.0,1,10.7,13,0
case_81,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,147.3,10.1,mid,T21,1.0,0,0.5261,medium,0.8539,191.3,18.85,0,0.5661,1,delivery,1,T21,0.6122,high,0.42,6.0,1,35.15,4,0
case_20,Gate Out,Res.GateOut,2026-04-20 19:20:00,2026-04-20 19:23:00,2026-04-20 19:23:00,126.55,8.35,top_3,T23,1.0,0,0.6289,very_high,0.8222,166.0,22.0,1,0.64,2,mixed,1,T23,0.7689,high,0.5311,2.0,1,19.75,13,0
case_31,Gate Out,Res.GateOut,2026-04-20 19:10:00,2026-04-20 19:23:00,2026-04-20 19:23:00,96.37,5.13,top_3,T21,0.5,1,0.61,very_high,0.8351,92.97,28.27,1,0.6351,2,mixed,1,T21,0.7851,medium,0.5251,1.0,1,0.0,14,0
case_29,Gate Out,Res.GateOut,2026-04-20 19:12:00,2026-04-20 19:23:00,2026-04-20 19:23:00,30.6,4.6,low,T09,1.0,0,0.5613,low,0.81,38.4,9.4,1,0.6013,1,receive,1,T09,0.5027,medium,0.5713,15.0,0,8.27,4,0
case_43,Gate Out,Res.GateOut,2026-04-20 19:14:00,2026-04-20 19:23:00,2026-04-20 19:23:00,135.5,6.0,low,T06,1.0,0,0.5829,low,0.9029,171.15,34.2,1,0.6129,1,receive,1,T06,0.48,medium,0.4529,15.0,0,7.45,5,0
case_55,Gate Out,Res.GateOut,2026-04-20 19:13:00,2026-04-20 19:23:00,2026-04-20 19:23:00,87.62,7.73,top_3,T14,0.0,0,0.62,very_high,0.8284,121.9,15.37,0,0.64,1,delivery,1,T14,0.7316,high,0.5292,2.0,1,17.78,2,0
case_68,RMG_receive,T23,2026-04-20 19:15:00,2026-04-20 19:23:00,2026-04-20 19:27:00,29.03,2.9,mid,T23,1.0,0,0.6151,very_high,0.8549,35.0,3.0,1,0.63,1,receive,1,T23,0.7451,low,0.49,4.0,0,10.9,5,0
case_82,Gate In,Res.GateIn,2026-04-20 19:23:00,2026-04-20 19:23:00,2026-04-20 19:23:00,18.32,2.35,mid,T21,0.0,0,0.5295,high,0.8595,20.4,2.22,0,0.5689,1,delivery,1,T21,0.6584,low,0.41,5.0,1,7.7,3,0
case_46,Gate Out,Res.GateOut,2026-04-20 19:17:00,2026-04-20 19:24:00,2026-04-20 19:24:00,101.5,5.23,low,T12,0.0,1,0.58,medium,0.9,116.73,24.55,0,0.61,1,delivery,1,T12,0.62,medium,0.45,15.0,1,8.45,5,0
case_53,Gate Out,Res.GateOut,2026-04-20 19:17:00,2026-04-20 19:24:00,2026-04-20 19:24:00,82.0,7.5,mid,T21,1.0,0,0.5125,medium,0.8425,110.5,13.5,0,0.5462,1,delivery,1,T21,0.63,high,0.4062,4.0,1,6.5,4,0
case_54,Gate Out,Res.GateOut,2026-04-20 19:09:00,2026-04-20 19:24:00,2026-04-20 19:24:00,138.23,44.82,non_rmg,VC,1.0,0,0.53,low,0.7539,177.05,44.82,1,0.562,1,receive,1,VC,0.482,very_high,0.482,,0,36.3,4,0
case_59,Gate Out,Res.GateOut,2026-04-20 19:22:00,2026-04-20 19:24:00,2026-04-20 19:24:00,122.93,23.07,non_rmg,VC,1.0,0,0.58,low,0.8607,176.47,23.07,1,0.61,1,receive,1,VC,0.4493,very_high,0.4493,,0,41.07,6,1
case_76,RMG_delivery,T27,2026-04-20 19:20:00,2026-04-20 19:24:00,2026-04-20 19:26:00,142.92,4.83,low,T27,1.0,1,0.539,medium,0.9079,174.42,23.08,0,0.579,1,delivery,1,T27,0.579,medium,0.389,12.0,1,17.25,6,0
