log,fitness_log,fitness_perc_fit_traces,fitness_average_trace,precision_token,compute_seconds,generalization,simplicity
train,1.0,100.0,1.0,0.9037055450739098,6.6293394565582275,0.9741098169071539,0.6516129032258065
test,1.0,100.0,1.0,0.8715395050494337,3.2808728218078613,0.948818837029093,0.6516129032258065
