seed,scenario,sim_cases,sim_events,rmg_events,mean_turnaround_min,median_turnaround_min,p90_turnaround_min,max_turnaround_min,mean_rmg_service_min,median_rmg_service_min,p90_rmg_service_min,mean_rmg_pre_service_min,median_rmg_pre_service_min,p90_rmg_pre_service_min,rmg_receive_events,mean_rmg_receive_service_min,median_rmg_receive_service_min,p90_rmg_receive_service_min,mean_rmg_receive_pre_service_min,median_rmg_receive_pre_service_min,p90_rmg_receive_pre_service_min,rmg_delivery_events,mean_rmg_delivery_service_min,median_rmg_delivery_service_min,p90_rmg_delivery_service_min,mean_rmg_delivery_pre_service_min,median_rmg_delivery_pre_service_min,p90_rmg_delivery_pre_service_min,mean_inter_arrival_min,zero_inter_arrival_share,arrival_span_min,arrival_rate_per_elapsed_hour,service_events_above_24h,turnaround_cases_above_24h,demand_multiplier
43,demand_x2.40,17892,55010,14298,37.43891124524927,30.0,67.0,293.0,10.969226465239894,8.0,22.0,15.178906140718981,7.0,38.0,8018,11.4739336492891,9.0,22.0,12.654028436018958,6.0,30.0,5304,8.7434012066365,7.0,17.0,19.27526395173454,8.0,52.0,0.29757978872058577,0.7516069532167011,5324.0,201.6265965439519,0,0,2.4
43,demand_x3.00,17892,55013,14263,37.456684551754975,30.0,68.0,304.0,10.874921124588095,8.0,22.0,15.283250368085255,7.0,39.0,8015,11.372177167810355,9.0,22.0,12.950093574547722,6.0,30.0,5277,8.835891605078643,6.0,17.0,19.190828122039036,8.0,53.0,0.23989715499413114,0.7910122407914594,4292.0,250.1071761416589,0,0,3.0
44,demand_x1.00,17892,55076,14307,31.5041918175721,28.0,54.0,396.0,10.78709722513455,8.0,21.0,7.872230376738659,5.0,18.0,8029,11.197907585004359,9.0,22.0,8.034375389214098,5.0,18.0,5317,8.74346435960128,6.0,17.400000000000546,7.615008463419222,5.0,18.0,0.8147672013861719,0.547593762226818,14577.0,73.64066680386911,0,0,1.0
44,demand_x1.20,17892,55113,14294,31.751620836127877,28.0,54.0,762.0,10.926122848747726,8.0,21.0,7.874842591297048,5.0,18.0,7978,11.334921032840311,9.0,22.0,7.955753321634495,5.0,18.0,5358,8.907801418439716,7.0,18.0,7.8167226577081,5.0,18.0,0.7034263037281314,0.6041026214297691,12585.0,85.29678188319429,0,0,1.2
44,demand_x1.50,17892,55050,14325,32.08243907891795,28.0,55.0,228.0,10.842582897033159,8.0,22.0,8.568586387434555,5.0,19.0,7992,11.263013013013014,9.0,22.0,8.23048048048048,5.0,19.0,5372,8.73938942665674,7.0,17.0,9.030342516753537,5.0,20.0,0.5920295120451624,0.660276116483148,10592.0,101.34629909365559,0,0,1.5
44,demand_x2.00,17892,55101,14357,36.48764811088755,30.0,65.0,305.0,10.828446054189595,8.0,21.0,14.099951243295953,7.0,35.0,7978,11.27588368012033,9.0,21.0,12.075708197543245,6.0,27.0,5416,8.767355982274742,7.0,17.0,17.414327917282126,8.0,47.0,0.3433011011122911,0.7195237829076072,6142.0,174.7736893520026,0,0,2.0
44,demand_x2.40,17892,55094,14265,37.33523362396602,30.0,68.0,442.0,10.697651594812479,8.0,21.0,15.22124079915878,7.0,38.0,8002,11.11397150712322,9.0,21.0,12.902649337665583,6.0,30.0,5297,8.729091938833301,7.0,17.0,19.236360203888992,9.0,52.0,0.2876306522832709,0.7563020513107149,5146.0,208.60085503303537,0,0,2.4
44,demand_x3.00,17892,55089,14296,38.12871674491393,31.0,69.0,343.0,11.036303861219922,8.0,22.0,15.883673754896474,7.0,42.0,7992,11.537412412412412,9.0,22.0,13.908408408408409,7.0,34.0,5358,8.855729749906681,7.0,18.0,19.44550205300485,9.0,53.0,0.23196020345425075,0.7934715778883238,4150.0,258.66506024096384,0,0,3.0
45,demand_x1.00,17892,55041,14328,31.702380952380953,28.0,54.0,501.0,10.900544388609715,8.0,22.0,7.93962869905081,5.0,19.0,8081,11.26184878109145,9.0,22.0,8.074495730726396,5.0,19.0,5247,8.78482942633886,6.0,18.0,7.81093958452449,5.0,19.0,0.8275669330948522,0.5407746911855122,14806.0,72.50168850466028,0,0,1.0
45,demand_x1.20,17892,55066,14353,31.73345629331545,28.0,54.0,314.0,10.969901762697694,8.0,22.0,7.888385703337281,5.0,18.0,8085,11.408905380333952,9.0,22.0,7.9713048855906,5.0,18.0,5279,8.656184883500663,6.0,17.0,7.734608827429438,5.0,18.0,0.7141020624895199,0.5989044771113968,12776.0,84.02160300563557,0,0,1.2
45,demand_x1.50,17892,54976,14341,31.740778001341383,28.0,54.0,412.0,10.917509239244126,8.0,22.0,8.08772052158148,5.0,19.0,8068,11.370228061477441,9.0,22.300000000000182,8.225086762518591,5.0,19.0,5287,8.933421600151314,7.0,18.0,7.9205598638169095,5.0,18.0,0.6003577217595439,0.658152143535856,10741.0,99.94041523135648,0,0,1.5
