log,fitness_log,fitness_perc_fit_traces,fitness_average_trace,precision_token,compute_seconds,generalization,simplicity
train,1.0,100.0,1.0,0.9037055450739098,3.9223852157592773,0.9741098169071539,0.6516129032258065
test,1.0,100.0,1.0,0.8715395050494337,1.2820649147033691,0.948818837029093,0.6516129032258065
