case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,n_deliveries,has_reefer,has_hazardous,vc_utilization,target_rank_group,target_utilization,gate_demand,n_receives,target_rank,visit_complexity,mt_demand,full_ratio,rmg_demand,target_utilization_bin,rmg_utilization,target_area,target_demand,n_containers,process_flow_type,primary_target_area,n_stops,vc_demand,target_demand_bin,mt_utilization,gate_utilization
case_12133,RMG_delivery,T26,2026-04-28 06:29:00,2026-04-28 06:39:00,2026-04-28 06:43:00,1,0,1,0.4123,mid,0.5823,135.0,0,10.0,5,31.73,1.0,97.6,medium,0.52,T26,6.13,1,delivery,T26,1,18.93,medium,0.8147,0.5523
case_12141,RMG_receive,T13,2026-04-28 06:33:00,2026-04-28 06:39:00,2026-04-28 06:42:00,0,0,0,0.47,low,0.602,93.68,1,12.0,5,0.78,1.0,88.57,medium,0.592,T13,9.52,1,receive,T13,1,11.3,high,0.7161,0.598
case_12144,RMG_receive,T26,2026-04-28 06:37:00,2026-04-28 06:39:00,2026-04-28 06:53:00,0,0,0,0.5203,low,0.4893,119.87,1,18.0,4,17.27,1.0,80.33,low,0.62,T26,2.27,1,receive,T26,1,11.6,low,0.8107,0.64
case_12050,Gate Out,Res.GateOut,2026-04-28 05:47:00,2026-04-28 06:39:00,2026-04-28 06:39:00,1,0,0,0.48,mid,0.6799,120.07,0,8.0,3,12.27,0.0,100.53,high,0.5899,T13,2.93,1,delivery,T13,1,18.13,low,0.8698,0.6199
case_12107,Gate Out,Res.GateOut,2026-04-28 06:36:00,2026-04-28 06:40:00,2026-04-28 06:40:00,1,0,0,0.4632,low,0.5435,90.7,0,16.0,2,16.2,0.0,59.8,medium,0.58,T07,1.5,1,delivery,T07,1,12.2,low,0.7135,0.5834
case_12108,RMG_receive,T27,2026-04-28 06:24:00,2026-04-28 06:40:00,2026-04-28 06:53:00,0,1,0,0.5758,low,0.6417,37.0,1,11.0,7,10.33,1.0,30.67,high,0.5658,T27,1.0,1,receive,T27,1,6.0,low,0.81,0.6058
case_12117,RMG_delivery,T14,2026-04-28 06:25:00,2026-04-28 06:40:00,2026-04-28 06:49:00,2,0,0,0.4924,mid,0.6976,148.0,0,9.0,4,27.7,0.0,110.1,high,0.53,T14,7.75,2,delivery,T14,1,17.8,high,0.69,0.55
case_12127,RMG_mixed,T18,2026-04-28 06:28:00,2026-04-28 06:40:00,2026-04-28 07:00:00,1,0,0,0.3527,mid,0.5282,78.25,1,10.0,10,20.17,0.5,47.55,medium,0.4682,T18,2.0,2,mixed,T18,1,12.0,low,0.8655,0.5182
case_12131,RMG_receive,T27,2026-04-28 06:35:00,2026-04-28 06:40:00,2026-04-28 06:47:00,1,0,0,0.5085,low,0.6342,141.3,1,12.0,9,26.6,0.5,111.5,medium,0.55,T27,5.3,2,mixed,T27,2,20.9,medium,0.69,0.5642
case_12142,RMG_receive,T25,2026-04-28 06:37:00,2026-04-28 06:40:00,2026-04-28 06:47:00,0,1,0,0.4036,mid,0.6472,164.75,1,10.0,7,23.6,1.0,120.75,high,0.5964,T25,5.9,1,receive,T25,1,17.9,medium,0.7464,0.59
case_12044,Gate Out,Res.GateOut,2026-04-28 05:58:00,2026-04-28 06:40:00,2026-04-28 06:40:00,1,0,0,0.35,mid,0.5255,156.5,0,10.0,4,37.5,1.0,105.7,medium,0.4528,T27,6.0,1,delivery,T27,1,31.9,medium,0.8645,0.51
case_12100,Gate Out,Res.GateOut,2026-04-28 06:33:00,2026-04-28 06:41:00,2026-04-28 06:41:00,0,1,0,0.4284,low,0.5768,104.4,1,13.0,7,6.0,1.0,85.05,medium,0.5484,T27,2.05,1,receive,T27,1,18.55,low,0.8868,0.5884
case_12122,Gate Out,Res.GateOut,2026-04-28 06:36:00,2026-04-28 06:42:00,2026-04-28 06:42:00,0,0,0,0.4016,low,0.5632,145.17,1,11.0,4,10.27,1.0,124.8,medium,0.5032,T26,6.9,1,receive,T26,1,14.8,medium,0.8332,0.5416
case_12145,Gate In,Res.GateIn,2026-04-28 06:42:00,2026-04-28 06:42:00,2026-04-28 06:42:00,0,1,0,0.42,mid,0.6,157.5,1,5.0,6,33.93,0.0,111.2,medium,0.52,T24,4.77,1,receive,T24,1,12.07,medium,0.86,0.56
case_12146,Gate In,Res.GateIn,2026-04-28 06:42:00,2026-04-28 06:42:00,2026-04-28 06:42:00,0,0,0,0.4939,mid,0.7196,144.33,1,7.0,4,30.0,1.0,97.37,very_high,0.5378,T12,7.27,1,receive,T12,1,14.93,high,0.69,0.5539
case_12146,RMG_receive,T12,2026-04-28 06:42:00,2026-04-28 06:42:00,2026-04-28 06:53:00,0,0,0,0.4939,mid,0.7196,144.33,1,7.0,4,30.0,1.0,97.37,very_high,0.5378,T12,7.27,1,receive,T12,1,14.93,high,0.69,0.5539
case_12081,Gate Out,Res.GateOut,2026-04-28 06:38:00,2026-04-28 06:43:00,2026-04-28 06:43:00,1,0,0,0.4099,top_3,0.6401,163.0,1,1.0,13,41.3,1.0,147.63,high,0.5201,T21,8.9,2,mixed,T21,1,17.87,high,0.81,0.5501
case_12115,Gate Out,Res.GateOut,2026-04-28 06:32:00,2026-04-28 06:43:00,2026-04-28 06:43:00,1,0,0,0.46,non_rmg,0.7648,90.33,0,,3,12.33,0.0,70.33,very_high,0.59,MT,12.33,1,delivery,MT,1,15.75,very_high,0.7648,0.5924
case_12147,Gate In,Res.GateIn,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:43:00,0,0,0,0.39,mid,0.7299,153.23,1,5.0,4,11.82,1.0,126.05,very_high,0.59,T18,6.93,1,receive,T18,1,36.05,medium,0.84,0.6
case_12148,Gate In,Res.GateIn,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:43:00,1,0,0,0.42,non_rmg,0.8537,158.8,0,,3,29.48,0.0,138.55,very_high,0.5337,MT,29.48,1,delivery,MT,1,9.68,very_high,0.8537,0.5737
case_12149,Gate In,Res.GateIn,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:43:00,1,0,0,0.4723,low,0.3823,181.33,0,18.0,3,21.27,1.0,142.4,low,0.62,T07,6.93,1,delivery,T07,1,33.27,medium,0.8712,0.6312
case_12150,Gate In,Res.GateIn,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:43:00,0,0,0,0.4561,mid,0.6139,94.43,1,9.0,4,20.87,1.0,61.47,medium,0.58,T24,4.73,1,receive,T24,1,13.4,medium,0.7278,0.587
case_12151,Gate In,Res.GateIn,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:43:00,0,1,0,0.3896,low,0.5996,149.8,1,15.0,7,30.55,1.0,109.95,medium,0.55,T27,5.65,1,receive,T27,1,26.35,medium,0.8104,0.5696
case_12151,RMG_receive,T27,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:54:00,0,1,0,0.3896,low,0.5996,149.8,1,15.0,7,30.55,1.0,109.95,medium,0.55,T27,5.65,1,receive,T27,1,26.35,medium,0.8104,0.5696
case_12152,Gate In,Res.GateIn,2026-04-28 06:43:00,2026-04-28 06:43:00,2026-04-28 06:43:00,0,0,0,0.39,low,0.3495,111.27,1,19.0,4,36.48,1.0,83.08,low,0.59,T09,6.0,1,receive,T09,1,9.48,medium,0.86,0.6
case_12063,Gate Out,Res.GateOut,2026-04-28 06:39:00,2026-04-28 06:44:00,2026-04-28 06:44:00,1,0,0,0.5,mid,0.6734,171.1,1,4.0,10,18.6,0.5,122.25,high,0.5045,T22,9.78,2,mixed,T22,2,32.17,high,0.8355,0.56
case_12123,Gate Out,Res.GateOut,2026-04-28 06:39:00,2026-04-28 06:44:00,2026-04-28 06:44:00,0,0,0,0.36,top_3,0.6491,54.5,1,2.0,5,13.48,1.0,66.03,high,0.5061,T17,5.13,1,receive,T17,1,4.13,medium,0.877,0.543
case_12128,Gate Out,Res.GateOut,2026-04-28 06:39:00,2026-04-28 06:44:00,2026-04-28 06:44:00,0,0,0,0.5008,top_3,0.6922,185.7,1,3.0,5,32.6,1.0,130.3,high,0.5115,T22,7.4,1,receive,T22,1,48.9,high,0.827,0.5608
case_12153,Gate In,Res.GateIn,2026-04-28 06:44:00,2026-04-28 06:44:00,2026-04-28 06:44:00,0,0,0,0.5061,mid,0.6061,158.7,1,9.0,5,33.65,1.0,110.45,medium,0.5222,T27,4.1,1,receive,T27,1,33.85,low,0.8055,0.5661
case_12076,Gate Out,Res.GateOut,2026-04-28 06:25:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.4635,top_3,0.68,102.6,0,3.0,4,5.4,1.0,92.8,high,0.59,T14,10.6,1,delivery,T14,1,11.8,high,0.733,0.6
case_12083,Gate Out,Res.GateOut,2026-04-28 06:38:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.4618,top_3,0.7035,160.5,0,3.0,3,27.75,0.0,105.6,high,0.53,T17,6.3,1,delivery,T17,1,40.65,medium,0.7176,0.5459
case_12086,Gate Out,Res.GateOut,2026-04-28 06:27:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.58,non_rmg,0.7676,164.7,0,,3,48.05,0.0,144.2,very_high,0.6024,MT,48.05,1,delivery,MT,1,27.65,very_high,0.7676,0.63
case_12103,Gate Out,Res.GateOut,2026-04-28 06:32:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.473,mid,0.6635,144.4,0,9.0,3,5.6,0.0,113.6,high,0.5835,T15,7.0,1,delivery,T15,1,33.2,medium,0.9165,0.62
case_12111,Gate Out,Res.GateOut,2026-04-28 06:29:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.42,mid,0.5912,189.8,0,10.0,4,37.43,1.0,153.03,medium,0.5306,T22,12.0,1,delivery,T22,1,21.13,very_high,0.8506,0.5706
case_12112,Gate Out,Res.GateOut,2026-04-28 06:31:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.4164,non_rmg,0.91,146.03,0,,3,9.13,0.0,132.47,very_high,0.5564,MT,9.13,1,delivery,MT,1,18.37,high,0.91,0.5964
case_12114,Gate Out,Res.GateOut,2026-04-28 06:38:00,2026-04-28 06:45:00,2026-04-28 06:45:00,0,0,0,0.41,mid,0.5676,28.5,1,10.0,5,9.85,1.0,18.7,medium,0.5076,T17,2.9,1,receive,T17,1,0.95,low,0.8648,0.5576
case_12118,Gate Out,Res.GateOut,2026-04-28 06:37:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.4183,non_rmg,0.4183,99.87,0,,4,25.1,1.0,90.03,low,0.6028,VC,21.97,1,delivery,VC,1,21.97,very_high,0.7528,0.6
case_12125,HO2_delivery,HO2,2026-04-28 06:28:00,2026-04-28 06:45:00,2026-04-28 06:54:00,1,0,0,0.4831,non_rmg,0.4831,148.73,0,,3,31.5,1.0,127.37,low,0.53,VC,39.9,1,delivery,VC,1,39.9,very_high,0.7562,0.5631
case_12008,Gate Out,Res.GateOut,2026-04-28 05:26:00,2026-04-28 06:45:00,2026-04-28 06:45:00,0,0,0,0.42,low,0.5293,61.93,1,12.0,5,12.8,1.0,61.67,medium,0.5348,T12,3.07,1,receive,T12,1,2.07,low,0.86,0.5748
case_12148,LL_delivery,LL,2026-04-28 06:43:00,2026-04-28 06:45:00,2026-04-28 06:50:00,1,0,0,0.42,non_rmg,0.8537,158.8,0,,3,29.48,0.0,138.55,very_high,0.5337,MT,29.48,1,delivery,MT,1,9.68,very_high,0.8537,0.5737
case_12154,Gate In,Res.GateIn,2026-04-28 06:45:00,2026-04-28 06:45:00,2026-04-28 06:45:00,0,0,0,0.44,low,0.64,62.13,1,13.0,5,17.83,1.0,49.13,high,0.58,T17,3.43,1,receive,T17,1,6.57,low,0.8789,0.61
case_12155,Gate In,Res.GateIn,2026-04-28 06:45:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,1,0.42,top_3,0.6216,156.32,0,2.0,5,26.32,1.0,134.2,medium,0.5208,T14,10.1,1,delivery,T14,1,11.53,high,0.8592,0.5608
case_12156,Gate In,Res.GateIn,2026-04-28 06:45:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.42,mid,0.53,150.5,0,9.0,3,32.05,1.0,130.85,medium,0.52,T13,8.3,1,delivery,T13,1,9.0,high,0.86,0.56
case_12157,Gate In,Res.GateIn,2026-04-28 06:45:00,2026-04-28 06:45:00,2026-04-28 06:45:00,1,0,0,0.4754,non_rmg,0.8727,209.25,0,,3,24.5,0.0,140.08,very_high,0.62,MT,24.5,1,delivery,MT,1,35.92,very_high,0.8727,0.6327
case_12158,Gate In,Res.GateIn,2026-04-28 06:46:00,2026-04-28 06:46:00,2026-04-28 06:46:00,0,0,0,0.3483,mid,0.5317,108.33,1,8.0,4,14.0,1.0,93.0,medium,0.4483,T17,10.67,1,receive,T17,1,13.67,high,0.87,0.5
case_12145,RMG_receive,T24,2026-04-28 06:42:00,2026-04-28 06:46:00,2026-04-28 06:56:00,0,1,0,0.42,mid,0.6,157.5,1,5.0,6,33.93,0.0,111.2,medium,0.52,T24,4.77,1,receive,T24,1,12.07,medium,0.86,0.56
case_12149,RMG_delivery,T07,2026-04-28 06:43:00,2026-04-28 06:46:00,2026-04-28 06:52:00,1,0,0,0.4723,low,0.3823,181.33,0,18.0,3,21.27,1.0,142.4,low,0.62,T07,6.93,1,delivery,T07,1,33.27,medium,0.8712,0.6312
case_12155,RMG_delivery,T14,2026-04-28 06:45:00,2026-04-28 06:46:00,2026-04-28 07:10:00,1,0,1,0.42,top_3,0.6216,156.32,0,2.0,5,26.32,1.0,134.2,medium,0.5208,T14,10.1,1,delivery,T14,1,11.53,high,0.8592,0.5608
case_12157,LL_delivery,LL,2026-04-28 06:45:00,2026-04-28 06:46:00,2026-04-28 06:58:00,1,0,0,0.4754,non_rmg,0.8727,209.25,0,,3,24.5,0.0,140.08,very_high,0.62,MT,24.5,1,delivery,MT,1,35.92,very_high,0.8727,0.6327
case_12106,Gate Out,Res.GateOut,2026-04-28 06:41:00,2026-04-28 06:47:00,2026-04-28 06:47:00,1,0,0,0.5302,top_3,0.76,196.4,0,3.0,4,28.1,1.0,164.2,very_high,0.62,T23,5.4,1,delivery,T23,1,22.9,medium,0.8498,0.64
case_12110,RMG_receive,T06,2026-04-28 06:34:00,2026-04-28 06:47:00,2026-04-28 07:08:00,1,0,0,0.42,low,0.3228,33.6,1,13.0,9,10.47,0.5,29.0,low,0.5372,T06,2.6,2,mixed,T06,2,0.0,low,0.8428,0.5672
case_12129,RMG_receive,T07,2026-04-28 06:28:00,2026-04-28 06:47:00,2026-04-28 07:00:00,0,0,0,0.47,low,0.3302,142.08,1,19.0,5,9.08,1.0,114.42,low,0.5502,T07,6.33,1,receive,T07,1,14.75,medium,0.8198,0.5802
case_12133,Gate Out,Res.GateOut,2026-04-28 06:43:00,2026-04-28 06:47:00,2026-04-28 06:47:00,1,0,1,0.4123,mid,0.5823,135.0,0,10.0,5,31.73,1.0,97.6,medium,0.52,T26,6.13,1,delivery,T26,1,18.93,medium,0.8147,0.5523
case_12134,RMG_delivery,T22,2026-04-28 06:29:00,2026-04-28 06:47:00,2026-04-28 06:52:00,2,0,0,0.47,mid,0.6959,114.93,0,4.0,3,10.45,0.0,92.77,high,0.543,T22,8.18,2,delivery,T22,1,18.9,high,0.8341,0.58
case_12139,HO2_delivery,HO2,2026-04-28 06:33:00,2026-04-28 06:47:00,2026-04-28 06:50:00,1,0,0,0.3692,non_rmg,0.3692,160.83,0,,3,30.17,1.0,96.83,low,0.4904,VC,51.5,1,delivery,VC,1,51.5,very_high,0.85,0.5304
case_12152,RMG_receive,T09,2026-04-28 06:43:00,2026-04-28 06:47:00,2026-04-28 06:55:00,0,0,0,0.39,low,0.3495,111.27,1,19.0,4,36.48,1.0,83.08,low,0.59,T09,6.0,1,receive,T09,1,9.48,medium,0.86,0.6
case_12159,Gate In,Res.GateIn,2026-04-28 06:48:00,2026-04-28 06:48:00,2026-04-28 06:48:00,1,0,0,0.58,top_3,0.7958,153.8,0,2.0,3,20.95,0.0,133.05,very_high,0.5571,T20,5.55,1,delivery,T20,1,28.9,medium,0.83,0.6071
case_12160,Gate In,Res.GateIn,2026-04-28 06:48:00,2026-04-28 06:48:00,2026-04-28 06:48:00,0,0,0,0.45,mid,0.7152,108.07,2,6.0,8,35.07,1.0,68.6,high,0.5803,T13,1.87,2,receive,T13,2,8.53,low,0.84,0.6
case_12161,Gate In,Res.GateIn,2026-04-28 06:48:00,2026-04-28 06:48:00,2026-04-28 06:48:00,0,0,0,0.4174,mid,0.5974,20.15,1,4.0,5,0.0,1.0,15.4,medium,0.5074,T15,1.9,1,receive,T15,1,9.55,low,0.82,0.54
case_12077,Gate Out,Res.GateOut,2026-04-28 06:36:00,2026-04-28 06:48:00,2026-04-28 06:48:00,1,0,1,0.5676,non_rmg,0.8238,83.67,2,,17,14.23,0.667,75.42,very_high,0.5438,MT,14.23,3,mixed,MT,2,23.65,very_high,0.8238,0.5938
case_12159,RMG_delivery,T20,2026-04-28 06:48:00,2026-04-28 06:49:00,2026-04-28 06:54:00,1,0,0,0.58,top_3,0.7958,153.8,0,2.0,3,20.95,0.0,133.05,very_high,0.5571,T20,5.55,1,delivery,T20,1,28.9,medium,0.83,0.6071
case_12162,Gate In,Res.GateIn,2026-04-28 06:49:00,2026-04-28 06:49:00,2026-04-28 06:49:00,1,0,0,0.4634,non_rmg,0.87,76.7,0,,3,18.5,0.0,72.2,very_high,0.62,MT,18.5,1,delivery,MT,1,11.5,very_high,0.87,0.63
case_12162,LL_delivery,LL,2026-04-28 06:49:00,2026-04-28 06:49:00,2026-04-28 07:04:00,1,0,0,0.4634,non_rmg,0.87,76.7,0,,3,18.5,0.0,72.2,very_high,0.62,MT,18.5,1,delivery,MT,1,11.5,very_high,0.87,0.63
case_12137,Gate Out,Res.GateOut,2026-04-28 06:43:00,2026-04-28 06:49:00,2026-04-28 06:49:00,1,0,0,0.3835,low,0.627,169.35,0,11.0,3,30.8,0.0,127.0,medium,0.55,T15,11.45,1,delivery,T15,1,24.18,very_high,0.8165,0.5635
case_12141,Gate Out,Res.GateOut,2026-04-28 06:42:00,2026-04-28 06:49:00,2026-04-28 06:49:00,0,0,0,0.47,low,0.602,93.68,1,12.0,5,0.78,1.0,88.57,medium,0.592,T13,9.52,1,receive,T13,1,11.3,high,0.7161,0.598
case_12105,Gate Out,Res.GateOut,2026-04-28 06:39:00,2026-04-28 06:50:00,2026-04-28 06:50:00,0,0,0,0.4337,top_3,0.68,104.87,1,2.0,5,10.0,1.0,81.47,high,0.5537,T23,5.07,1,receive,T23,1,15.87,medium,0.89,0.5937
case_12143,HO2_receive,HO2,2026-04-28 06:37:00,2026-04-28 06:50:00,2026-04-28 07:02:00,0,0,0,0.402,non_rmg,0.402,172.4,1,,4,21.8,1.0,128.0,low,0.598,VC,19.6,1,receive,VC,1,19.6,very_high,0.748,0.59
case_12153,RMG_receive,T13,2026-04-28 06:44:00,2026-04-28 06:50:00,2026-04-28 07:14:00,0,0,0,0.5061,mid,0.6061,158.7,1,9.0,5,33.65,1.0,110.45,medium,0.5222,T27,4.1,1,receive,T27,1,33.85,low,0.8055,0.5661
case_12158,RMG_receive,T17,2026-04-28 06:46:00,2026-04-28 06:51:00,2026-04-28 06:58:00,0,0,0,0.3483,mid,0.5317,108.33,1,8.0,4,14.0,1.0,93.0,medium,0.4483,T17,10.67,1,receive,T17,1,13.67,high,0.87,0.5
case_12163,Gate In,Res.GateIn,2026-04-28 06:51:00,2026-04-28 06:51:00,2026-04-28 06:51:00,1,0,0,0.3987,mid,0.7213,163.87,0,5.0,4,28.47,1.0,117.87,very_high,0.6,T24,11.87,1,delivery,T24,1,32.67,very_high,0.75,0.59
case_12147,RMG_receive,T18,2026-04-28 06:43:00,2026-04-28 06:51:00,2026-04-28 07:11:00,0,0,0,0.39,mid,0.7299,153.23,1,5.0,4,11.82,1.0,126.05,very_high,0.59,T18,6.93,1,receive,T18,1,36.05,medium,0.84,0.6
case_12164,Gate In,Res.GateIn,2026-04-28 06:52:00,2026-04-28 06:52:00,2026-04-28 06:52:00,1,0,0,0.42,mid,0.623,161.8,0,8.0,3,29.73,0.0,137.8,medium,0.5343,T16,12.2,1,delivery,T16,1,6.93,very_high,0.8543,0.5743
case_12124,Gate Out,Res.GateOut,2026-04-28 06:38:00,2026-04-28 06:52:00,2026-04-28 06:52:00,1,0,0,0.4652,mid,0.67,136.83,0,6.0,4,22.92,1.0,113.5,high,0.52,T14,6.0,1,delivery,T14,1,19.25,medium,0.7504,0.55
case_12148,Gate Out,Res.GateOut,2026-04-28 06:50:00,2026-04-28 06:52:00,2026-04-28 06:52:00,1,0,0,0.42,non_rmg,0.8537,158.8,0,,3,29.48,0.0,138.55,very_high,0.5337,MT,29.48,1,delivery,MT,1,9.68,very_high,0.8537,0.5737
case_12154,RMG_receive,T17,2026-04-28 06:45:00,2026-04-28 06:52:00,2026-04-28 07:01:00,0,0,0,0.44,low,0.64,62.13,1,13.0,5,17.83,1.0,49.13,high,0.58,T17,3.43,1,receive,T17,1,6.57,low,0.8789,0.61
case_12165,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,1,0,0,0.5087,non_rmg,0.7952,165.62,0,,3,28.13,0.0,117.77,very_high,0.5274,MT,28.13,1,delivery,MT,1,35.8,very_high,0.7952,0.5687
case_12164,RMG_delivery,T16,2026-04-28 06:52:00,2026-04-28 06:53:00,2026-04-28 07:03:00,1,0,0,0.42,mid,0.623,161.8,0,8.0,3,29.73,0.0,137.8,medium,0.5343,T16,12.2,1,delivery,T16,1,6.93,very_high,0.8543,0.5743
case_12166,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,0,0,0,0.3909,non_rmg,0.75,163.43,1,,5,23.83,1.0,132.17,very_high,0.6,MT,23.83,1,receive,MT,1,44.23,very_high,0.75,0.59
case_12167,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,1,0,0,0.4,non_rmg,0.7489,71.0,0,,2,20.45,0.0,63.3,very_high,0.55,MT,20.45,1,delivery,MT,1,4.9,very_high,0.7489,0.56
case_12168,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,0,0,1,0.3906,mid,0.6512,150.27,1,7.0,7,33.7,1.0,119.4,high,0.5506,T14,5.47,1,receive,T14,1,25.77,medium,0.81,0.57
case_12169,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,1,0,0,0.4032,low,0.39,165.6,1,17.0,9,27.93,0.5,124.33,low,0.5468,T08,6.8,2,mixed,T08,2,26.33,medium,0.74,0.5568
case_12170,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,0,0,0,0.4911,low,0.58,41.17,1,12.0,4,6.43,1.0,34.8,medium,0.5311,T06,2.27,1,receive,T06,1,5.0,low,0.7711,0.57
case_12171,Gate In,Res.GateIn,2026-04-28 06:53:00,2026-04-28 06:53:00,2026-04-28 06:53:00,2,0,0,0.5069,mid,0.67,135.28,1,10.0,12,27.23,0.333,113.08,high,0.55,T25,8.77,3,mixed,T25,1,18.68,high,0.69,0.5635
case_12116,Gate Out,Res.GateOut,2026-04-28 06:50:00,2026-04-28 06:53:00,2026-04-28 06:53:00,1,0,0,0.47,mid,0.7428,157.03,0,4.0,4,22.03,1.0,125.37,very_high,0.52,T23,8.13,1,delivery,T23,1,39.13,high,0.7728,0.5564
case_12117,Gate Out,Res.GateOut,2026-04-28 06:49:00,2026-04-28 06:53:00,2026-04-28 06:53:00,2,0,0,0.4924,mid,0.6976,148.0,0,9.0,4,27.7,0.0,110.1,high,0.53,T14,7.75,2,delivery,T14,1,17.8,high,0.69,0.55
case_12150,RMG_receive,T24,2026-04-28 06:43:00,2026-04-28 06:53:00,2026-04-28 07:00:00,0,0,0,0.4561,mid,0.6139,94.43,1,9.0,4,20.87,1.0,61.47,medium,0.58,T24,4.73,1,receive,T24,1,13.4,medium,0.7278,0.587
case_12161,RMG_receive,T15,2026-04-28 06:48:00,2026-04-28 06:54:00,2026-04-28 07:03:00,0,0,0,0.4174,mid,0.5974,20.15,1,4.0,5,0.0,1.0,15.4,medium,0.5074,T15,1.9,1,receive,T15,1,9.55,low,0.82,0.54
case_12165,LL_delivery,LL,2026-04-28 06:53:00,2026-04-28 06:54:00,2026-04-28 07:03:00,1,0,0,0.5087,non_rmg,0.7952,165.62,0,,3,28.13,0.0,117.77,very_high,0.5274,MT,28.13,1,delivery,MT,1,35.8,very_high,0.7952,0.5687
case_12167,LL_delivery,LL,2026-04-28 06:53:00,2026-04-28 06:54:00,2026-04-28 07:01:00,1,0,0,0.4,non_rmg,0.7489,71.0,0,,2,20.45,0.0,63.3,very_high,0.55,MT,20.45,1,delivery,MT,1,4.9,very_high,0.7489,0.56
case_12166,LL_receive,LL,2026-04-28 06:53:00,2026-04-28 06:55:00,2026-04-28 07:10:00,0,0,0,0.3909,non_rmg,0.75,163.43,1,,5,23.83,1.0,132.17,very_high,0.6,MT,23.83,1,receive,MT,1,44.23,very_high,0.75,0.59
case_12172,Gate In,Res.GateIn,2026-04-28 06:55:00,2026-04-28 06:55:00,2026-04-28 06:55:00,0,0,0,0.4802,low,0.6597,127.67,1,12.0,5,7.73,1.0,91.6,high,0.58,T16,5.27,1,receive,T16,1,25.07,medium,0.92,0.62
case_12079,Gate Out,Res.GateOut,2026-04-28 06:47:00,2026-04-28 06:55:00,2026-04-28 06:55:00,1,0,0,0.4032,mid,0.6263,145.13,0,4.0,3,10.47,0.0,123.0,medium,0.5063,T22,5.2,1,delivery,T22,1,17.53,medium,0.8363,0.5432
case_12173,Gate In,Res.GateIn,2026-04-28 06:55:00,2026-04-28 06:55:00,2026-04-28 06:55:00,0,0,0,0.3672,top_3,0.6986,117.87,1,3.0,5,6.6,1.0,113.13,high,0.5772,T12,3.0,1,receive,T12,1,16.23,low,0.8614,0.5886
case_12126,Gate Out,Res.GateOut,2026-04-28 06:48:00,2026-04-28 06:55:00,2026-04-28 06:55:00,0,0,0,0.3679,low,0.5179,26.05,1,13.0,5,10.5,1.0,22.05,medium,0.4879,T14,1.45,1,receive,T14,1,4.3,low,0.86,0.5279
case_12140,Gate Out,Res.GateOut,2026-04-28 06:48:00,2026-04-28 06:55:00,2026-04-28 06:55:00,0,0,0,0.5247,top_3,0.7847,87.15,1,1.0,5,0.0,1.0,92.55,very_high,0.61,T21,4.65,1,receive,T21,1,26.02,medium,0.8347,0.6347
case_12160,HO2_receive,HO2,2026-04-28 06:48:00,2026-04-28 06:56:00,2026-04-28 07:07:00,0,0,0,0.45,mid,0.7152,108.07,2,6.0,8,35.07,1.0,68.6,high,0.5803,T13,1.87,2,receive,T13,2,8.53,low,0.84,0.6
case_12163,RMG_delivery,T24,2026-04-28 06:51:00,2026-04-28 06:56:00,2026-04-28 07:03:00,1,0,0,0.3987,mid,0.7213,163.87,0,5.0,4,28.47,1.0,117.87,very_high,0.6,T24,11.87,1,delivery,T24,1,32.67,very_high,0.75,0.59
case_12172,RMG_receive,T16,2026-04-28 06:55:00,2026-04-28 06:56:00,2026-04-28 07:14:00,0,0,0,0.4802,low,0.6597,127.67,1,12.0,5,7.73,1.0,91.6,high,0.58,T16,5.27,1,receive,T16,1,25.07,medium,0.92,0.62
