case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,n_deliveries,has_reefer,has_hazardous,vc_utilization,target_rank_group,target_utilization,gate_demand,n_receives,target_rank,visit_complexity,mt_demand,full_ratio,rmg_demand,target_utilization_bin,rmg_utilization,target_area,target_demand,n_containers,process_flow_type,primary_target_area,n_stops,vc_demand,target_demand_bin,mt_utilization,gate_utilization
case_2727,Gate In,Res.GateIn,2026-04-22 00:38:00,2026-04-22 00:38:00,2026-04-22 00:38:00,0,0,0,0.5268,mid,0.7635,132.3,1,5.0,4,0.0,1.0,123.7,very_high,0.61,T22,9.0,1,receive,T22,1,33.6,high,0.8368,0.6368
case_2726,RMG_receive,T16,2026-04-22 00:37:00,2026-04-22 00:38:00,2026-04-22 00:42:00,0,0,0,0.44,low,0.613,36.8,1,12.0,5,11.2,1.0,30.4,medium,0.573,T16,2.2,1,receive,T16,1,3.6,low,0.887,0.603
case_2705,Gate Out,Res.GateOut,2026-04-22 00:29:00,2026-04-22 00:39:00,2026-04-22 00:39:00,0,0,0,0.3816,low,0.5651,123.05,1,16.0,5,18.95,1.0,103.08,medium,0.55,T19,3.27,1,receive,T19,1,21.58,low,0.8184,0.5616
case_2723,RMG_delivery,T13,2026-04-22 00:36:00,2026-04-22 00:39:00,2026-04-22 01:04:00,1,0,0,0.3645,low,0.5391,151.05,0,13.0,3,12.43,1.0,121.25,medium,0.52,T13,11.72,1,delivery,T13,1,6.02,very_high,0.8745,0.5545
case_2716,RMG_receive,T09,2026-04-22 00:29:00,2026-04-22 00:40:00,2026-04-22 00:45:00,0,0,0,0.4163,low,0.4521,123.72,1,18.0,5,28.68,1.0,102.85,low,0.6021,T09,8.27,1,receive,T09,1,24.68,high,0.7521,0.6
case_2728,Gate In,Res.GateIn,2026-04-22 00:42:00,2026-04-22 00:42:00,2026-04-22 00:42:00,0,0,0,0.5033,low,0.4767,136.0,1,13.0,5,28.67,1.0,115.67,low,0.55,T06,6.33,1,receive,T06,1,18.0,medium,0.69,0.5617
case_2727,RMG_receive,T22,2026-04-22 00:38:00,2026-04-22 00:42:00,2026-04-22 00:53:00,0,0,0,0.5268,mid,0.7635,132.3,1,5.0,4,0.0,1.0,123.7,very_high,0.61,T22,9.0,1,receive,T22,1,33.6,high,0.8368,0.6368
case_2728,RMG_receive,T06,2026-04-22 00:42:00,2026-04-22 00:42:00,2026-04-22 01:12:00,0,0,0,0.5033,low,0.4767,136.0,1,13.0,5,28.67,1.0,115.67,low,0.55,T06,6.33,1,receive,T06,1,18.0,medium,0.69,0.5617
case_2729,Gate In,Res.GateIn,2026-04-22 00:42:00,2026-04-22 00:42:00,2026-04-22 00:42:00,0,0,0,0.5028,non_rmg,0.5028,183.9,1,,4,34.1,1.0,116.3,low,0.5155,VC,37.0,1,receive,VC,1,37.0,very_high,0.819,0.5628
case_2620,Gate Out,Res.GateOut,2026-04-22 00:22:00,2026-04-22 00:42:00,2026-04-22 00:42:00,0,0,0,0.47,non_rmg,0.47,163.2,1,,4,19.4,1.0,125.4,low,0.52,VC,30.4,1,receive,VC,1,30.4,very_high,0.761,0.5505
case_2725,RMG_delivery,T07,2026-04-22 00:37:00,2026-04-22 00:43:00,2026-04-22 00:48:00,1,0,0,0.46,low,0.4557,88.03,0,14.0,3,21.9,0.0,71.3,low,0.5161,T07,3.3,1,delivery,T07,1,31.47,low,0.74,0.5461
case_2730,Gate In,Res.GateIn,2026-04-22 00:43:00,2026-04-22 00:43:00,2026-04-22 00:43:00,1,0,0,0.46,non_rmg,0.8759,20.43,0,,3,5.37,0.0,14.53,very_high,0.6241,MT,5.37,1,delivery,MT,1,1.0,medium,0.8759,0.64
case_2730,LL_delivery,LL,2026-04-22 00:43:00,2026-04-22 00:43:00,2026-04-22 01:06:00,1,0,0,0.46,non_rmg,0.8759,20.43,0,,3,5.37,0.0,14.53,very_high,0.6241,MT,5.37,1,delivery,MT,1,1.0,medium,0.8759,0.64
case_2731,Gate In,Res.GateIn,2026-04-22 00:43:00,2026-04-22 00:43:00,2026-04-22 00:43:00,1,1,0,0.3884,mid,0.6784,162.1,0,10.0,5,4.85,0.0,127.95,high,0.5884,T11,8.3,1,delivery,T11,1,37.95,high,0.84,0.5984
case_2732,Gate In,Res.GateIn,2026-04-22 00:43:00,2026-04-22 00:43:00,2026-04-22 00:43:00,0,0,0,0.4035,top_3,0.6365,136.75,1,1.0,4,8.25,1.0,128.42,medium,0.4865,T23,9.75,1,receive,T23,1,13.92,high,0.8065,0.5265
case_2688,Gate Out,Res.GateOut,2026-04-22 00:40:00,2026-04-22 00:44:00,2026-04-22 00:44:00,0,0,0,0.4936,low,0.63,33.07,1,14.0,4,2.3,1.0,29.33,medium,0.61,T27,1.57,1,receive,T27,1,4.87,low,0.8564,0.63
case_2701,Gate Out,Res.GateOut,2026-04-22 00:35:00,2026-04-22 00:44:00,2026-04-22 00:44:00,0,0,1,0.48,non_rmg,0.48,120.8,1,,6,10.4,1.0,91.5,low,0.5822,VC,25.4,1,receive,VC,1,25.4,very_high,0.8545,0.6122
case_2715,Gate Out,Res.GateOut,2026-04-22 00:42:00,2026-04-22 00:45:00,2026-04-22 00:45:00,1,0,0,0.4505,mid,0.5805,155.13,1,10.0,13,23.47,1.0,109.83,medium,0.5291,T27,8.37,2,mixed,T27,1,30.67,high,0.7014,0.54
case_2733,Gate In,Res.GateIn,2026-04-22 00:45:00,2026-04-22 00:45:00,2026-04-22 00:45:00,0,0,0,0.5702,low,0.5403,32.8,1,13.0,5,4.53,1.0,29.2,medium,0.5602,T06,3.0,1,receive,T06,1,10.8,low,0.81,0.6002
case_2734,Gate In,Res.GateIn,2026-04-22 00:45:00,2026-04-22 00:45:00,2026-04-22 00:45:00,1,0,0,0.35,non_rmg,0.85,152.0,0,,3,30.95,0.0,115.5,very_high,0.4611,MT,30.95,1,delivery,MT,1,27.45,very_high,0.85,0.5111
case_2735,Gate In,Res.GateIn,2026-04-22 00:45:00,2026-04-22 00:45:00,2026-04-22 00:45:00,1,0,0,0.42,non_rmg,0.42,154.25,0,,3,34.8,1.0,115.1,low,0.52,VC,11.2,1,delivery,VC,1,11.2,very_high,0.86,0.56
case_2690,Gate Out,Res.GateOut,2026-04-22 00:40:00,2026-04-22 00:46:00,2026-04-22 00:46:00,1,0,0,0.4,mid,0.59,144.93,0,8.0,3,8.6,0.0,121.93,medium,0.4997,T18,9.27,1,delivery,T18,1,11.67,high,0.8293,0.5397
case_2711,Gate Out,Res.GateOut,2026-04-22 00:42:00,2026-04-22 00:46:00,2026-04-22 00:46:00,0,0,0,0.45,low,0.6721,132.8,1,11.0,5,23.95,1.0,102.4,high,0.5742,T14,3.45,1,receive,T14,1,14.45,low,0.84,0.6
case_2736,Gate In,Res.GateIn,2026-04-22 00:46:00,2026-04-22 00:46:00,2026-04-22 00:46:00,1,0,0,0.5365,low,0.6965,176.5,0,12.0,3,17.92,0.0,146.33,high,0.6235,T10,8.5,1,delivery,T10,1,22.33,high,0.8329,0.64
case_2718,Gate Out,Res.GateOut,2026-04-22 00:43:00,2026-04-22 00:47:00,2026-04-22 00:47:00,1,0,0,0.35,low,0.5405,141.33,0,11.0,4,28.02,1.0,112.83,medium,0.4605,T16,4.47,1,delivery,T16,1,27.18,medium,0.85,0.5105
case_2721,RMG_delivery,T15,2026-04-22 00:35:00,2026-04-22 00:47:00,2026-04-22 00:51:00,1,0,0,0.4,top_3,0.63,163.0,0,2.0,4,7.0,1.0,130.75,medium,0.4969,T15,10.0,1,delivery,T15,1,13.75,high,0.8238,0.5369
case_2737,Gate In,Res.GateIn,2026-04-22 00:47:00,2026-04-22 00:47:00,2026-04-22 00:47:00,1,0,0,0.4786,mid,0.6914,163.78,0,6.0,3,16.4,0.0,136.32,high,0.58,T20,10.85,1,delivery,T20,1,29.62,high,0.9,0.6195
case_2673,RMG_receive,T09,2026-04-21 23:59:00,2026-04-22 00:47:00,2026-04-22 01:18:00,0,0,0,0.4163,low,0.4521,123.72,1,18.0,5,28.68,1.0,102.85,low,0.6021,T09,8.27,1,receive,T09,1,24.68,high,0.7521,0.6
case_2703,Gate Out,Res.GateOut,2026-04-22 00:30:00,2026-04-22 00:48:00,2026-04-22 00:48:00,1,0,0,0.3958,top_3,0.7328,159.2,0,3.0,3,22.4,0.0,119.5,very_high,0.6,T23,9.4,1,delivery,T23,1,37.1,high,0.75,0.59
case_2729,HO2_receive,HO2,2026-04-22 00:42:00,2026-04-22 00:48:00,2026-04-22 00:51:00,0,0,0,0.5028,non_rmg,0.5028,183.9,1,,4,34.1,1.0,116.3,low,0.5155,VC,37.0,1,receive,VC,1,37.0,very_high,0.819,0.5628
case_2731,RMG_delivery,T11,2026-04-22 00:43:00,2026-04-22 00:48:00,2026-04-22 00:56:00,1,1,0,0.3884,mid,0.6784,162.1,0,10.0,5,4.85,0.0,127.95,high,0.5884,T11,8.3,1,delivery,T11,1,37.95,high,0.84,0.5984
case_2738,Gate In,Res.GateIn,2026-04-22 00:48:00,2026-04-22 00:48:00,2026-04-22 00:48:00,0,0,0,0.42,top_3,0.6248,190.92,1,3.0,4,31.58,1.0,148.0,medium,0.5248,T23,12.5,1,receive,T23,1,21.58,very_high,0.8552,0.5648
case_2739,Gate In,Res.GateIn,2026-04-22 00:48:00,2026-04-22 00:48:00,2026-04-22 00:48:00,1,0,0,0.3589,non_rmg,0.85,184.87,0,,2,46.13,0.0,116.73,very_high,0.4955,MT,46.13,1,delivery,MT,1,31.3,very_high,0.85,0.5355
case_2740,Gate In,Res.GateIn,2026-04-22 00:48:00,2026-04-22 00:48:00,2026-04-22 00:48:00,0,0,0,0.46,non_rmg,0.46,90.8,1,,4,12.8,1.0,69.4,low,0.59,VC,15.4,1,receive,VC,1,15.4,very_high,0.7645,0.5922
case_2741,Gate In,Res.GateIn,2026-04-22 00:48:00,2026-04-22 00:48:00,2026-04-22 00:48:00,1,0,0,0.3774,non_rmg,0.3774,159.5,0,,3,6.2,1.0,107.95,low,0.58,VC,29.2,1,delivery,VC,1,29.2,very_high,0.84,0.59
case_2742,Gate In,Res.GateIn,2026-04-22 00:48:00,2026-04-22 00:48:00,2026-04-22 00:48:00,1,0,0,0.4688,non_rmg,0.4688,126.5,0,,3,18.5,1.0,99.5,low,0.59,VC,13.0,1,delivery,VC,1,13.0,very_high,0.7575,0.6
case_2743,Gate In,Res.GateIn,2026-04-22 00:48:00,2026-04-22 00:48:00,2026-04-22 00:48:00,0,0,0,0.3922,non_rmg,0.81,178.87,1,,3,35.65,0.0,142.8,very_high,0.5522,MT,35.65,1,receive,MT,1,25.12,very_high,0.81,0.57
case_2710,Gate Out,Res.GateOut,2026-04-22 00:39:00,2026-04-22 00:49:00,2026-04-22 00:49:00,0,0,0,0.3763,non_rmg,0.3763,178.5,1,,8,29.65,1.0,154.28,low,0.5263,VC,20.35,1,receive,VC,1,20.35,very_high,0.8863,0.5663
case_2714,Gate Out,Res.GateOut,2026-04-22 00:41:00,2026-04-22 00:49:00,2026-04-22 00:49:00,0,0,0,0.42,mid,0.52,131.4,1,10.0,5,25.8,1.0,89.4,medium,0.52,T27,4.93,1,receive,T27,1,10.6,medium,0.86,0.56
case_2716,Gate Out,Res.GateOut,2026-04-22 00:45:00,2026-04-22 00:49:00,2026-04-22 00:49:00,0,0,0,0.4163,low,0.4521,123.72,1,18.0,5,28.68,1.0,102.85,low,0.6021,T09,8.27,1,receive,T09,1,24.68,high,0.7521,0.6
case_2717,Gate Out,Res.GateOut,2026-04-22 00:46:00,2026-04-22 00:49:00,2026-04-22 00:49:00,0,0,0,0.42,low,0.4484,157.58,1,16.0,5,6.95,1.0,149.47,low,0.56,T08,9.13,1,receive,T08,1,12.78,high,0.91,0.6
case_2733,RMG_receive,T06,2026-04-22 00:45:00,2026-04-22 00:49:00,2026-04-22 01:28:00,0,0,0,0.5702,low,0.5403,32.8,1,13.0,5,4.53,1.0,29.2,medium,0.5602,T06,3.0,1,receive,T06,1,10.8,low,0.81,0.6002
case_2736,RMG_delivery,T10,2026-04-22 00:46:00,2026-04-22 00:49:00,2026-04-22 00:51:00,1,0,0,0.5365,low,0.6965,176.5,0,12.0,3,17.92,0.0,146.33,high,0.6235,T10,8.5,1,delivery,T10,1,22.33,high,0.8329,0.64
case_2739,LL_delivery,LL,2026-04-22 00:48:00,2026-04-22 00:49:00,2026-04-22 00:54:00,1,0,0,0.3589,non_rmg,0.85,184.87,0,,2,46.13,0.0,116.73,very_high,0.4955,MT,46.13,1,delivery,MT,1,31.3,very_high,0.85,0.5355
case_2744,Gate In,Res.GateIn,2026-04-22 00:49:00,2026-04-22 00:49:00,2026-04-22 00:49:00,1,0,0,0.466,low,0.5085,133.2,0,15.0,3,28.2,0.0,108.4,medium,0.593,T07,6.8,1,delivery,T07,1,26.4,medium,0.79,0.603
case_2743,LL_receive,LL,2026-04-22 00:48:00,2026-04-22 00:49:00,2026-04-22 00:55:00,0,0,0,0.3922,non_rmg,0.81,178.87,1,,3,35.65,0.0,142.8,very_high,0.5522,MT,35.65,1,receive,MT,1,25.12,very_high,0.81,0.57
case_2745,Gate In,Res.GateIn,2026-04-22 00:49:00,2026-04-22 00:49:00,2026-04-22 00:49:00,0,1,0,0.4706,non_rmg,0.9,185.37,1,,6,27.48,0.0,141.18,very_high,0.58,MT,27.48,1,receive,MT,1,32.03,very_high,0.9,0.6169
case_2709,RMG_receive,T14,2026-04-22 00:26:00,2026-04-22 00:50:00,2026-04-22 01:01:00,0,0,0,0.3974,mid,0.73,163.28,1,6.0,5,7.9,1.0,135.23,very_high,0.59,T14,5.45,1,receive,T14,1,27.58,medium,0.8363,0.6
case_2722,RMG_mixed,T22,2026-04-22 00:35:00,2026-04-22 00:50:00,2026-04-22 00:57:00,1,0,0,0.47,top_3,0.7614,155.6,1,2.0,10,30.3,0.5,116.1,very_high,0.6214,T22,5.13,2,mixed,T22,1,25.0,medium,0.8786,0.64
case_2734,LL_delivery,LL,2026-04-22 00:45:00,2026-04-22 00:50:00,2026-04-22 01:15:00,1,0,0,0.35,non_rmg,0.85,152.0,0,,3,30.95,0.0,115.5,very_high,0.4611,MT,30.95,1,delivery,MT,1,27.45,very_high,0.85,0.5111
case_2746,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,0,0,0,0.4618,mid,0.6618,174.47,1,7.0,5,27.4,1.0,116.8,high,0.52,T19,1.87,1,receive,T19,1,19.67,low,0.7437,0.55
case_2747,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,1,0,0,0.4483,non_rmg,0.4483,169.0,0,,4,23.67,1.0,121.33,low,0.5917,VC,39.67,1,delivery,VC,1,39.67,very_high,0.7783,0.6
case_2748,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,1,0,0,0.4275,mid,0.6575,103.0,1,4.0,13,6.0,1.0,84.0,high,0.5475,T13,7.0,2,mixed,T13,1,21.0,medium,0.885,0.5875
case_2749,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,0,0,0,0.5305,low,0.689,161.0,1,13.0,4,21.0,1.0,116.8,high,0.6295,T12,11.0,1,receive,T12,1,22.0,very_high,0.821,0.64
case_2750,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,1,0,0,0.415,non_rmg,0.415,133.38,0,,4,8.03,1.0,120.37,low,0.555,VC,27.72,1,delivery,VC,1,27.72,very_high,0.91,0.595
case_2751,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,0,0,1,0.45,top_3,0.7159,102.87,1,3.0,6,12.35,1.0,88.5,high,0.58,T18,6.82,1,receive,T18,1,20.65,medium,0.9,0.61
case_2752,Gate In,Res.GateIn,2026-04-22 00:50:00,2026-04-22 00:50:00,2026-04-22 00:50:00,1,0,0,0.35,non_rmg,0.87,183.0,0,,2,21.75,0.0,124.5,very_high,0.45,MT,21.75,1,delivery,MT,1,31.5,very_high,0.87,0.5031
case_2683,Gate Out,Res.GateOut,2026-04-22 00:30:00,2026-04-22 00:51:00,2026-04-22 00:51:00,1,0,0,0.4717,mid,0.6817,104.0,0,5.0,3,10.33,0.0,85.67,high,0.5417,T18,7.0,1,delivery,T18,1,10.0,medium,0.84,0.5817
case_2696,Gate Out,Res.GateOut,2026-04-22 00:40:00,2026-04-22 00:51:00,2026-04-22 00:51:00,0,0,0,0.3508,top_3,0.5732,64.85,1,3.0,5,12.5,1.0,56.6,medium,0.4624,T22,3.35,1,receive,T22,1,10.4,low,0.8616,0.5124
case_2724,RMG_receive,T19,2026-04-22 00:37:00,2026-04-22 00:51:00,2026-04-22 01:00:00,0,0,0,0.3864,low,0.5507,166.4,1,16.0,4,27.7,1.0,136.8,medium,0.55,T19,8.75,1,receive,T19,1,25.75,high,0.8136,0.5664
case_2732,RMG_receive,T23,2026-04-22 00:43:00,2026-04-22 00:51:00,2026-04-22 00:57:00,0,0,0,0.4035,top_3,0.6365,136.75,1,1.0,4,8.25,1.0,128.42,medium,0.4865,T23,9.75,1,receive,T23,1,13.92,high,0.8065,0.5265
case_2742,HO2_delivery,HO2,2026-04-22 00:48:00,2026-04-22 00:51:00,2026-04-22 00:56:00,1,0,0,0.4688,non_rmg,0.4688,126.5,0,,3,18.5,1.0,99.5,low,0.59,VC,13.0,1,delivery,VC,1,13.0,very_high,0.7575,0.6
case_2744,RMG_delivery,T07,2026-04-22 00:49:00,2026-04-22 00:51:00,2026-04-22 01:21:00,1,0,0,0.466,low,0.5085,133.2,0,15.0,3,28.2,0.0,108.4,medium,0.593,T07,6.8,1,delivery,T07,1,26.4,medium,0.79,0.603
case_2746,RMG_receive,T19,2026-04-22 00:50:00,2026-04-22 00:51:00,2026-04-22 00:53:00,0,0,0,0.4618,mid,0.6618,174.47,1,7.0,5,27.4,1.0,116.8,high,0.52,T19,1.87,1,receive,T19,1,19.67,low,0.7437,0.55
case_2751,RMG_receive,T18,2026-04-22 00:50:00,2026-04-22 00:51:00,2026-04-22 01:07:00,0,0,1,0.45,top_3,0.7159,102.87,1,3.0,6,12.35,1.0,88.5,high,0.58,T18,6.82,1,receive,T18,1,20.65,medium,0.9,0.61
case_2753,Gate In,Res.GateIn,2026-04-22 00:51:00,2026-04-22 00:51:00,2026-04-22 00:51:00,0,0,0,0.5623,mid,0.6577,45.08,1,10.0,5,12.83,1.0,27.5,high,0.56,T14,1.17,1,receive,T14,1,8.67,low,0.81,0.6
case_2752,LL_delivery,LL,2026-04-22 00:50:00,2026-04-22 00:51:00,2026-04-22 00:57:00,1,0,0,0.35,non_rmg,0.87,183.0,0,,2,21.75,0.0,124.5,very_high,0.45,MT,21.75,1,delivery,MT,1,31.5,very_high,0.87,0.5031
case_2754,Gate In,Res.GateIn,2026-04-22 00:51:00,2026-04-22 00:51:00,2026-04-22 00:51:00,0,0,0,0.5639,mid,0.77,61.48,1,5.0,5,7.43,1.0,47.87,very_high,0.542,T23,6.48,1,receive,T23,1,20.95,medium,0.822,0.592
case_2726,Gate Out,Res.GateOut,2026-04-22 00:42:00,2026-04-22 00:52:00,2026-04-22 00:52:00,0,0,0,0.44,low,0.613,36.8,1,12.0,5,11.2,1.0,30.4,medium,0.573,T16,2.2,1,receive,T16,1,3.6,low,0.887,0.603
case_2738,RMG_receive,T23,2026-04-22 00:48:00,2026-04-22 00:52:00,2026-04-22 01:00:00,0,0,0,0.42,top_3,0.6248,190.92,1,3.0,4,31.58,1.0,148.0,medium,0.5248,T23,12.5,1,receive,T23,1,21.58,very_high,0.8552,0.5648
case_2740,HO2_receive,HO2,2026-04-22 00:48:00,2026-04-22 00:52:00,2026-04-22 01:06:00,0,0,0,0.46,non_rmg,0.46,90.8,1,,4,12.8,1.0,69.4,low,0.59,VC,15.4,1,receive,VC,1,15.4,very_high,0.7645,0.5922
case_2741,HO2_delivery,HO2,2026-04-22 00:48:00,2026-04-22 00:52:00,2026-04-22 01:23:00,1,0,0,0.3774,non_rmg,0.3774,159.5,0,,3,6.2,1.0,107.95,low,0.58,VC,29.2,1,delivery,VC,1,29.2,very_high,0.84,0.59
case_2745,LL_receive,LL,2026-04-22 00:49:00,2026-04-22 00:52:00,2026-04-22 00:58:00,0,1,0,0.4706,non_rmg,0.9,185.37,1,,6,27.48,0.0,141.18,very_high,0.58,MT,27.48,1,receive,MT,1,32.03,very_high,0.9,0.6169
case_2750,HO2_delivery,HO2,2026-04-22 00:50:00,2026-04-22 00:52:00,2026-04-22 00:55:00,1,0,0,0.415,non_rmg,0.415,133.38,0,,4,8.03,1.0,120.37,low,0.555,VC,27.72,1,delivery,VC,1,27.72,very_high,0.91,0.595
case_2753,RMG_receive,T14,2026-04-22 00:51:00,2026-04-22 00:52:00,2026-04-22 01:05:00,0,0,0,0.5623,mid,0.6577,45.08,1,10.0,5,12.83,1.0,27.5,high,0.56,T14,1.17,1,receive,T14,1,8.67,low,0.81,0.6
case_2755,Gate In,Res.GateIn,2026-04-22 00:52:00,2026-04-22 00:52:00,2026-04-22 00:52:00,0,0,0,0.5024,non_rmg,0.5024,185.03,1,,4,33.93,1.0,117.63,low,0.5148,VC,37.57,1,receive,VC,1,37.57,very_high,0.8203,0.5624
case_2708,Gate Out,Res.GateOut,2026-04-22 00:46:00,2026-04-22 00:53:00,2026-04-22 00:53:00,0,0,0,0.4285,mid,0.65,104.53,1,6.0,4,6.0,1.0,85.15,high,0.5485,T16,8.85,1,receive,T16,1,18.32,high,0.8869,0.5885
case_2756,Gate In,Res.GateIn,2026-04-22 00:53:00,2026-04-22 00:53:00,2026-04-22 00:53:00,1,0,0,0.53,mid,0.76,45.63,1,4.0,10,6.97,0.5,32.42,very_high,0.63,T22,2.55,2,mixed,T22,2,7.58,low,0.82,0.64
case_2757,Gate In,Res.GateIn,2026-04-22 00:53:00,2026-04-22 00:53:00,2026-04-22 00:53:00,0,0,0,0.5,top_3,0.7,116.17,1,3.0,5,12.33,1.0,66.33,high,0.6004,T18,3.5,1,receive,T18,1,7.33,low,0.8496,0.6204
case_2758,Gate In,Res.GateIn,2026-04-22 00:53:00,2026-04-22 00:53:00,2026-04-22 00:53:00,0,0,0,0.5669,low,0.3131,141.33,1,19.0,5,25.33,1.0,123.1,low,0.56,T11,10.83,1,receive,T11,1,27.43,high,0.8169,0.6069
case_2678,Gate Out,Res.GateOut,2026-04-22 00:48:00,2026-04-22 00:55:00,2026-04-22 00:55:00,1,0,0,0.5072,top_3,0.7118,143.4,1,3.0,12,32.3,1.0,110.9,high,0.5245,T20,9.7,2,mixed,T20,1,30.7,high,0.801,0.5672
case_2735,HO2_delivery,HO2,2026-04-22 00:45:00,2026-04-22 00:55:00,2026-04-22 00:58:00,1,0,0,0.42,non_rmg,0.42,154.25,0,,3,34.8,1.0,115.1,low,0.52,VC,11.2,1,delivery,VC,1,11.2,very_high,0.86,0.56
case_2758,RMG_receive,T11,2026-04-22 00:53:00,2026-04-22 00:55:00,2026-04-22 01:05:00,0,0,0,0.5669,low,0.3131,141.33,1,19.0,5,25.33,1.0,123.1,low,0.56,T11,10.83,1,receive,T11,1,27.43,high,0.8169,0.6069
case_2727,Gate Out,Res.GateOut,2026-04-22 00:53:00,2026-04-22 00:56:00,2026-04-22 00:56:00,0,0,0,0.5268,mid,0.7635,132.3,1,5.0,4,0.0,1.0,123.7,very_high,0.61,T22,9.0,1,receive,T22,1,33.6,high,0.8368,0.6368
case_2739,Gate Out,Res.GateOut,2026-04-22 00:54:00,2026-04-22 00:56:00,2026-04-22 00:56:00,1,0,0,0.3589,non_rmg,0.85,184.87,0,,2,46.13,0.0,116.73,very_high,0.4955,MT,46.13,1,delivery,MT,1,31.3,very_high,0.85,0.5355
case_2713,Gate Out,Res.GateOut,2026-04-22 00:41:00,2026-04-22 00:57:00,2026-04-22 00:57:00,1,0,0,0.5757,low,0.4372,179.27,0,16.0,4,21.98,1.0,129.82,low,0.56,T08,9.02,1,delivery,T08,1,31.28,high,0.8257,0.61
case_2720,HO2_delivery,HO2,2026-04-22 00:35:00,2026-04-22 00:57:00,2026-04-22 01:05:00,1,0,0,0.4035,non_rmg,0.4035,166.0,0,,4,23.2,1.0,122.0,low,0.5965,VC,17.8,1,delivery,VC,1,17.8,very_high,0.7465,0.59
case_2754,RMG_receive,T23,2026-04-22 00:51:00,2026-04-22 00:57:00,2026-04-22 01:01:00,0,0,0,0.5639,mid,0.77,61.48,1,5.0,5,7.43,1.0,47.87,very_high,0.542,T23,6.48,1,receive,T23,1,20.95,medium,0.822,0.592
case_2756,LL_delivery,LL,2026-04-22 00:53:00,2026-04-22 00:57:00,2026-04-22 01:14:00,1,0,0,0.53,mid,0.76,45.63,1,4.0,10,6.97,0.5,32.42,very_high,0.63,T22,2.55,2,mixed,T22,2,7.58,low,0.82,0.64
case_2719,Gate Out,Res.GateOut,2026-04-22 00:52:00,2026-04-22 00:58:00,2026-04-22 00:58:00,0,0,0,0.415,mid,0.685,133.3,1,5.0,5,8.0,1.0,120.22,high,0.555,T24,4.05,1,receive,T24,1,27.83,low,0.91,0.595
case_2721,Gate Out,Res.GateOut,2026-04-22 00:51:00,2026-04-22 00:58:00,2026-04-22 00:58:00,1,0,0,0.4,top_3,0.63,163.0,0,2.0,4,7.0,1.0,130.75,medium,0.4969,T15,10.0,1,delivery,T15,1,13.75,high,0.8238,0.5369
case_2687,Gate Out,Res.GateOut,2026-04-22 00:33:00,2026-04-22 00:59:00,2026-04-22 00:59:00,1,0,0,0.4999,low,0.4501,45.7,1,18.0,10,11.83,0.5,47.03,low,0.6101,T10,1.1,2,mixed,T10,2,4.0,low,0.79,0.6201
case_2736,Gate Out,Res.GateOut,2026-04-22 00:51:00,2026-04-22 00:59:00,2026-04-22 00:59:00,1,0,0,0.5365,low,0.6965,176.5,0,12.0,3,17.92,0.0,146.33,high,0.6235,T10,8.5,1,delivery,T10,1,22.33,high,0.8329,0.64
case_2746,Gate Out,Res.GateOut,2026-04-22 00:53:00,2026-04-22 00:59:00,2026-04-22 00:59:00,0,0,0,0.4618,mid,0.6618,174.47,1,7.0,5,27.4,1.0,116.8,high,0.52,T19,1.87,1,receive,T19,1,19.67,low,0.7437,0.55
case_2747,HO2_delivery,HO2,2026-04-22 00:50:00,2026-04-22 00:59:00,2026-04-22 01:02:00,1,0,0,0.4483,non_rmg,0.4483,169.0,0,,4,23.67,1.0,121.33,low,0.5917,VC,39.67,1,delivery,VC,1,39.67,very_high,0.7783,0.6
case_2749,RMG_receive,T12,2026-04-22 00:50:00,2026-04-22 00:59:00,2026-04-22 01:15:00,0,0,0,0.5305,low,0.689,161.0,1,13.0,4,21.0,1.0,116.8,high,0.6295,T12,11.0,1,receive,T12,1,22.0,very_high,0.821,0.64
case_2759,Gate In,Res.GateIn,2026-04-22 00:59:00,2026-04-22 00:59:00,2026-04-22 00:59:00,1,0,0,0.396,mid,0.704,160.37,0,7.0,3,23.07,0.0,119.92,high,0.6,T20,9.0,1,delivery,T20,1,36.85,high,0.75,0.59
case_2760,Gate In,Res.GateIn,2026-04-22 01:00:00,2026-04-22 01:00:00,2026-04-22 01:00:00,0,0,0,0.48,mid,0.7,118.6,1,6.0,5,10.8,1.0,85.8,high,0.5835,T14,5.8,1,receive,T14,1,26.0,medium,0.857,0.6135
case_2761,Gate In,Res.GateIn,2026-04-22 01:00:00,2026-04-22 01:00:00,2026-04-22 01:00:00,1,0,0,0.4,non_rmg,0.81,141.0,0,,3,30.0,0.0,100.0,very_high,0.53,MT,30.0,1,delivery,MT,1,21.0,very_high,0.81,0.56
