demand_multiplier,metric,n,mean,std,min,max
3.0,median_rmg_receive_pre_service_min,2,5.0,0.0,5.0,5.0
3.0,p90_rmg_receive_pre_service_min,2,18.5,2.1213203435596424,17.0,20.0
3.0,rmg_delivery_events,2,182.0,1.4142135623730951,181.0,183.0
3.0,mean_rmg_delivery_service_min,2,8.735138725357004,0.2895630341458903,8.530386740331492,8.939890710382514
3.0,median_rmg_delivery_service_min,2,6.0,0.0,6.0,6.0
3.0,p90_rmg_delivery_service_min,2,17.400000000000006,0.5656854249492461,17.0,17.80000000000001
3.0,mean_rmg_delivery_pre_service_min,2,8.025209069226822,0.5825844295076199,7.613259668508287,8.437158469945356
3.0,median_rmg_delivery_pre_service_min,2,5.5,0.7071067811865476,5.0,6.0
3.0,p90_rmg_delivery_pre_service_min,2,18.5,2.1213203435596424,17.0,20.0
3.0,mean_inter_arrival_min,2,0.24365821094793058,0.0292661017580547,0.22296395193591456,0.2643524699599466
3.0,zero_inter_arrival_share,2,0.7897196261682242,0.0066084745905284825,0.7850467289719626,0.794392523364486
3.0,arrival_rate_per_elapsed_hour,2,248.0357466884413,29.791893217874165,226.96969696969697,269.10179640718565
