demand_multiplier,metric,n,mean_delta,std_delta,ci95_delta_lo,ci95_delta_hi,ci_excludes_zero
2.0,mean_rmg_receive_service_min,10,-0.001985705532166904,0.3193448904850626,-0.23043127832710203,0.22645986726276823,False
2.0,median_rmg_receive_service_min,10,0.0,0.6666666666666666,-0.4769046039804431,0.4769046039804431,False
2.0,p90_rmg_receive_service_min,10,0.36000000000000226,1.3192590513028273,-0.5837410731137826,1.303741073113787,False
2.0,mean_rmg_receive_pre_service_min,10,-0.032112278158528976,0.4220867492243295,-0.3340549491348611,0.2698303928178032,False
2.0,median_rmg_receive_pre_service_min,10,0.2,0.7888106377466155,-0.3642811372151657,0.7642811372151657,False
2.0,p90_rmg_receive_pre_service_min,10,-0.4,1.07496769977314,-1.1689855677281158,0.36898556772811586,False
2.0,rmg_delivery_events,10,1.4,4.993328882953068,-2.172012300203262,4.972012300203262,False
2.0,mean_rmg_delivery_service_min,10,-0.06864252672564426,0.2741439770216523,-0.2647533139183464,0.1274682604670579,False
2.0,median_rmg_delivery_service_min,10,0.2,0.6324555320336759,-0.25243143255964096,0.652431432559641,False
2.0,p90_rmg_delivery_service_min,10,-0.019999999999998862,1.6658664745744547,-1.2116890870118397,1.171689087011842,False
2.0,mean_rmg_delivery_pre_service_min,10,-0.15557637135544003,0.5365448598379401,-0.5393974422035728,0.22824469949269274,False
2.0,median_rmg_delivery_pre_service_min,10,0.1,0.5676462121975466,-0.3060696380436043,0.5060696380436043,False
2.0,p90_rmg_delivery_pre_service_min,10,-0.27000000000001023,1.29103748116691,-1.1935525780197314,0.6535525780197109,False
2.0,mean_inter_arrival_min,10,-0.33706853426713357,0.014004621155700525,-0.3470868367263668,-0.3270502318079003,True
2.0,zero_inter_arrival_share,10,0.17108554277138568,0.005919039302750978,0.16685131712945098,0.1753197684133204,True
2.0,arrival_rate_per_elapsed_hour,10,85.71588362830194,3.33277059015408,83.33176317061928,88.1000040859846,True
2.4,mean_turnaround_min,10,-0.24614999999999904,0.49594517226089335,-0.60092780395964,0.10862780395964189,False
2.4,median_turnaround_min,10,-0.1,0.31622776601683794,-0.3262157162798205,0.12621571627982048,False
2.4,p90_turnaround_min,10,-0.21000000000001365,1.4379383389653826,-1.2386391211388867,0.8186391211388594,False
2.4,mean_rmg_service_min,10,0.038342616542225726,0.2782062692670942,-0.16067415946232436,0.23735939254677582,False
2.4,median_rmg_service_min,10,0.1,0.5676462121975466,-0.3060696380436043,0.5060696380436043,False
2.4,p90_rmg_service_min,10,0.05999999999999091,0.8382521498133219,-0.5396494643137251,0.659649464313707,False
2.4,mean_rmg_pre_service_min,10,-0.07714960303890353,0.2892641027520678,-0.2840766765920032,0.12977747051419614,False
2.4,median_rmg_pre_service_min,10,0.1,0.7378647873726218,-0.42783667131958114,0.6278366713195811,False
2.4,p90_rmg_pre_service_min,10,-0.2,0.6324555320336759,-0.652431432559641,0.25243143255964096,False
2.4,rmg_events,10,0.9,5.506561742341788,-3.0391569705380532,4.8391569705380535,False
2.4,rmg_receive_events,10,-0.2,4.984420171338332,-3.76563939182636,3.3656393918263596,False
2.4,mean_rmg_receive_service_min,10,0.005811967242020622,0.36307191221733187,-0.2539140325266227,0.2655379670106639,False
2.4,median_rmg_receive_service_min,10,0.0,0.4714045207910317,-0.3372224794536563,0.3372224794536563,False
2.4,p90_rmg_receive_service_min,10,0.5800000000000068,1.3652838532700684,-0.3966652330469762,1.55666523304699,False
2.4,mean_rmg_receive_pre_service_min,10,-0.10881246587322231,0.5030992582574942,-0.46870799465643975,0.25108306290999516,False
2.4,median_rmg_receive_pre_service_min,10,0.2,0.7888106377466155,-0.3642811372151657,0.7642811372151657,False
2.4,p90_rmg_receive_pre_service_min,10,-0.2,0.9189365834726815,-0.8573676311362708,0.4573676311362708,False
2.4,rmg_delivery_events,10,1.2,2.8982753492378874,-0.873301286481863,3.273301286481863,False
2.4,mean_rmg_delivery_service_min,10,0.13512170144334873,0.4219441721222845,-0.1667189760184023,0.43696237890509976,False
2.4,median_rmg_delivery_service_min,10,0.0,0.816496580927726,-0.5840864678680845,0.5840864678680845,False
2.4,p90_rmg_delivery_service_min,10,0.9099999999999966,1.5058773743790193,-0.16723977930700684,1.987239779307,False
2.4,mean_rmg_delivery_pre_service_min,10,-0.023480506401569023,0.41844379564464174,-0.322817165376541,0.27585615257340296,False
2.4,median_rmg_delivery_pre_service_min,10,-0.1,0.8755950357709131,-0.7263629556723539,0.5263629556723539,False
2.4,p90_rmg_delivery_pre_service_min,10,0.01999999999999318,1.8558017135459361,-1.3075605718972856,1.3475605718972719,False
2.4,mean_inter_arrival_min,10,-0.3930965482741371,0.016207898186469637,-0.40469098017309757,-0.3815021163751766,True
2.4,zero_inter_arrival_share,10,0.20870435217608801,0.007351388868537399,0.20344548538050392,0.21396321897167211,True
2.4,arrival_rate_per_elapsed_hour,10,119.28707450802922,4.686299531163362,115.93469777496442,122.63945124109402,True
3.0,mean_turnaround_min,10,0.07025000000000184,0.6844795772458568,-0.4193971925787029,0.5598971925787065,False
3.0,median_turnaround_min,10,-0.1,0.5676462121975466,-0.5060696380436043,0.3060696380436043,False
3.0,p90_turnaround_min,10,0.7799999999999727,1.9187959187411543,-0.5926239116198382,2.1526239116197834,False
3.0,mean_rmg_service_min,10,0.15545500580573818,0.32006333633961553,-0.07350451219281737,0.38441452380429375,False
3.0,median_rmg_service_min,10,-0.1,0.31622776601683794,-0.3262157162798205,0.12621571627982048,False
3.0,p90_rmg_service_min,10,0.1599999999999909,1.110755498648451,-0.6345866168030677,0.9545866168030496,False
3.0,mean_rmg_pre_service_min,10,0.03964263605669309,0.3532606914196543,-0.21306483915832852,0.29235011127171473,False
3.0,median_rmg_pre_service_min,10,0.0,0.816496580927726,-0.5840864678680845,0.5840864678680845,False
3.0,p90_rmg_pre_service_min,10,0.2,0.9189365834726815,-0.4573676311362708,0.8573676311362708,False
3.0,rmg_events,10,3.4,6.5523532668296625,-1.287271159786044,8.087271159786043,False
3.0,rmg_receive_events,10,1.6,4.3256341860022225,-1.4943722876594845,4.694372287659485,False
3.0,mean_rmg_receive_service_min,10,0.18795515581897249,0.4894250650142488,-0.16215844439411192,0.538068756032057,False
