demand_multiplier,metric,n,mean,std,ci95_lo,ci95_hi
1.0,mean_turnaround_min,10,32.1951,0.3330936471591391,31.95681915916975,32.433380840830246
1.0,median_turnaround_min,10,27.9,0.3162277660168379,27.673784283720178,28.12621571627982
1.0,p90_turnaround_min,10,53.93000000000004,0.9877584050093686,53.22340020354602,54.636599796454064
1.0,mean_rmg_service_min,10,10.956336580200292,0.1858726472125651,10.823371298385734,11.08930186201485
1.0,median_rmg_service_min,10,8.2,0.4216370213557839,7.8983790449602385,8.50162095503976
1.0,p90_rmg_service_min,10,21.84000000000001,0.888444333277738,21.204445210619276,22.475554789380745
1.0,mean_rmg_pre_service_min,10,8.212835438202934,0.2870657538788521,8.007480968698022,8.418189907707845
1.0,median_rmg_pre_service_min,10,5.5,0.5270462766947299,5.122973806200299,5.877026193799701
1.0,p90_rmg_pre_service_min,10,19.1,0.5676462121975466,18.693930361956397,19.506069638043606
1.0,rmg_events,10,1528.6,23.434068267280345,1511.8362774300128,1545.363722569987
1.0,rmg_receive_events,10,918.8,23.14591396625619,902.2424105992358,935.3575894007641
1.0,mean_rmg_receive_service_min,10,11.219057269596856,0.27900547785916735,11.019468774206656,11.418645764987057
1.0,median_rmg_receive_service_min,10,8.8,0.4216370213557839,8.49837904496024,9.101620955039762
1.0,p90_rmg_receive_service_min,10,21.439999999999998,1.1462014560179934,20.620056872803897,22.2599431271961
1.0,mean_rmg_receive_pre_service_min,10,8.224599569915977,0.37063010201595337,7.959466766878253,8.489732372953702
1.0,median_rmg_receive_pre_service_min,10,5.5,0.5270462766947299,5.122973806200299,5.877026193799701
1.0,p90_rmg_receive_pre_service_min,10,19.1,0.5676462121975466,18.693930361956397,19.506069638043606
1.0,rmg_delivery_events,10,495.0,17.90716802475106,482.18998368711726,507.81001631288274
1.0,mean_rmg_delivery_service_min,10,8.739717879738643,0.30927043274134614,8.518479139864585,8.960956619612702
1.0,median_rmg_delivery_service_min,10,6.3,0.48304589153964794,5.954449785586356,6.645550214413643
1.0,p90_rmg_delivery_service_min,10,17.370000000000005,1.2329278612762005,16.488016539872433,18.251983460127576
1.0,mean_rmg_delivery_pre_service_min,10,8.17349506440979,0.36603327135862,7.911650635928368,8.435339492891213
1.0,median_rmg_delivery_pre_service_min,10,5.5,0.5270462766947299,5.122973806200299,5.877026193799701
1.0,p90_rmg_delivery_pre_service_min,10,18.97000000000001,0.9381423725166305,18.298893375036535,19.641106624963484
1.0,mean_inter_arrival_min,10,0.682991495747874,0.027707665817216995,0.6631706256572005,0.7028123658385474
1.0,zero_inter_arrival_share,10,0.5479239619809906,0.011439223011601501,0.5397408348007029,0.5561070891612783
1.0,arrival_rate_per_elapsed_hour,10,87.97997069833838,3.593814229148624,85.40911087074127,90.55083052593548
1.2,mean_turnaround_min,10,31.775299999999998,0.30908999049180264,31.55419034073528,31.996409659264717
1.2,median_turnaround_min,10,27.75,0.42491829279939874,27.446031764772684,28.053968235227316
1.2,p90_turnaround_min,10,53.6,0.9660917830792958,52.90889957117271,54.29110042882729
1.2,mean_rmg_service_min,10,11.046792135333131,0.27639133281091094,10.84907368665641,11.244510584009852
1.2,median_rmg_service_min,10,8.25,0.42491829279939874,7.946031764772685,8.553968235227314
1.2,p90_rmg_service_min,10,22.1,0.7378647873726218,21.57216332868042,22.62783667131958
1.2,mean_rmg_pre_service_min,10,8.05982273167132,0.1685740893187063,7.939232092709467,8.180413370633172
1.2,median_rmg_pre_service_min,10,5.7,0.48304589153964794,5.354449785586357,6.045550214413644
1.2,p90_rmg_pre_service_min,10,18.629999999999995,0.6600505031182575,18.15782831430494,19.10217168569505
1.2,rmg_events,10,1525.6,19.68755952371954,1511.5163683329986,1539.6836316670012
1.2,rmg_receive_events,10,915.1,22.78620440334702,898.7997313192066,931.4002686807935
1.2,mean_rmg_receive_service_min,10,11.321724359573242,0.3102645965782861,11.099774437732762,11.543674281413722
1.2,median_rmg_receive_service_min,10,8.9,0.31622776601683794,8.67378428372018,9.126215716279821
1.2,p90_rmg_receive_service_min,10,21.860000000000003,0.8796463936024387,21.23073887752431,22.489261122475696
1.2,mean_rmg_receive_pre_service_min,10,8.123593442985802,0.25813327724928337,7.938936020444687,8.308250865526917
1.2,median_rmg_receive_pre_service_min,10,5.5,0.5270462766947299,5.122973806200299,5.877026193799701
1.2,p90_rmg_receive_pre_service_min,10,18.95,0.9033886821911788,18.3037546674188,19.596245332581198
1.2,rmg_delivery_events,10,495.6,17.64589974407023,482.9768837560134,508.2231162439866
1.2,mean_rmg_delivery_service_min,10,8.697629248510108,0.3032030895403327,8.480730824495788,8.914527672524427
1.2,median_rmg_delivery_service_min,10,6.2,0.4216370213557839,5.898379044960239,6.501620955039761
1.2,p90_rmg_delivery_service_min,10,17.190000000000005,0.7665941994736639,16.641611545329464,17.738388454670545
1.2,mean_rmg_delivery_pre_service_min,10,7.907729766188214,0.33629283754397044,7.667160362422664,8.148299169953765
1.2,median_rmg_delivery_pre_service_min,10,5.55,0.49721446300587663,5.1943142001402505,5.905685799859749
1.2,p90_rmg_delivery_pre_service_min,10,18.4,1.1737877907772674,17.56032279772343,19.239677202276567
1.2,mean_inter_arrival_min,10,0.5707353676838419,0.022949131619465213,0.5543185478938277,0.5871521874738561
1.2,zero_inter_arrival_share,10,0.6044522261130565,0.011758065590576308,0.5960410126919817,0.6128634395341312
1.2,arrival_rate_per_elapsed_hour,10,105.28177181183464,4.264294074857425,102.2312795962956,108.3322640273737
1.5,mean_turnaround_min,10,32.02515,0.635813304621202,31.57031656163119,32.479983438368805
1.5,median_turnaround_min,10,27.9,0.5676462121975466,27.493930361956394,28.306069638043603
1.5,p90_turnaround_min,10,54.01000000000001,1.1551334699216953,53.183667294973674,54.83633270502635
1.5,mean_rmg_service_min,10,11.096480368703881,0.22668085265620902,10.934322655304944,11.258638082102818
1.5,median_rmg_service_min,10,8.3,0.4830458915396479,7.954449785586357,8.645550214413644
1.5,p90_rmg_service_min,10,21.970000000000027,0.8794569031194234,21.340874430849976,22.59912556915008
1.5,mean_rmg_pre_service_min,10,8.098184082251462,0.13864310458384127,7.999004779922198,8.197363384580726
1.5,median_rmg_pre_service_min,10,5.5,0.5270462766947299,5.122973806200299,5.877026193799701
1.5,p90_rmg_pre_service_min,10,18.7,0.4830458915396479,18.354449785586354,19.045550214413645
1.5,rmg_events,10,1527.1,19.952443459386124,1512.826881780339,1541.373118219661
1.5,rmg_receive_events,10,915.2,23.54098081596809,898.3597967999743,932.0402032000258
1.5,mean_rmg_receive_service_min,10,11.385038828458576,0.3103717239507608,11.163012272312379,11.607065384604773
1.5,median_rmg_receive_service_min,10,8.8,0.4216370213557839,8.49837904496024,9.101620955039762
1.5,p90_rmg_receive_service_min,10,21.660000000000004,0.8946756084997786,21.01998762485618,22.300012375143826
1.5,mean_rmg_receive_pre_service_min,10,8.163197796391431,0.164687540059255,8.045387427282723,8.28100816550014
1.5,median_rmg_receive_pre_service_min,10,5.5,0.5270462766947299,5.122973806200299,5.877026193799701
1.5,p90_rmg_receive_pre_service_min,10,18.5,0.5270462766947299,18.1229738062003,18.8770261937997
1.5,rmg_delivery_events,10,496.6,17.500476183997584,484.0809135040022,509.11908649599786
1.5,mean_rmg_delivery_service_min,10,8.761961104382909,0.3669139016292016,8.499486710955818,9.02443549781
1.5,median_rmg_delivery_service_min,10,6.5,0.5270462766947299,6.122973806200299,6.877026193799701
1.5,p90_rmg_delivery_service_min,10,17.48,0.7254117604658891,16.961071687478388,17.998928312521613
1.5,mean_rmg_delivery_pre_service_min,10,7.98648463842679,0.340633166138272,7.742810350627124,8.230158926226455
1.5,median_rmg_delivery_pre_service_min,10,5.4,0.5163977794943222,5.03059128221082,5.76940871778918
1.5,p90_rmg_delivery_pre_service_min,10,18.4,1.1737877907772674,17.56032279772343,19.239677202276567
1.5,mean_inter_arrival_min,10,0.4582791395697849,0.018355309551051528,0.44514854212121086,0.4714097370183589
1.5,zero_inter_arrival_share,10,0.6617308654327163,0.009728260884892205,0.6547716868256244,0.6686900440398083
1.5,arrival_rate_per_elapsed_hour,10,131.11509062709618,5.287929550012358,127.33233370520848,134.89784754898386
2.0,mean_turnaround_min,10,32.07175,0.45436465103604873,31.746717109052412,32.39678289094759
2.0,median_turnaround_min,10,28.1,0.3162277660168379,27.87378428372018,28.326215716279822
2.0,p90_turnaround_min,10,53.8,1.2292725943057181,52.920631360342924,54.67936863965707
