case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,gate_utilization,process_flow_type,n_stops,n_containers,target_rank_group,vc_utilization,mt_utilization,target_rank,n_deliveries,target_utilization,target_utilization_bin,rmg_utilization,n_receives,visit_complexity,target_demand_bin,has_reefer,target_demand,primary_target_area,gate_demand,mt_demand,has_hazardous,target_area,vc_demand,rmg_demand,full_ratio
case_4682,RMG_delivery,T07,2026-04-23 00:49:00,2026-04-23 01:05:00,2026-04-23 01:08:00,0.63,receive,1,1,low,0.47,0.87,11.0,0,0.678,high,0.61,1,5,medium,0,5.6,T12,122.2,28.6,0,T12,20.0,96.8,1.0
case_4715,Gate In,Res.GateIn,2026-04-23 01:06:00,2026-04-23 01:06:00,2026-04-23 01:06:00,0.5612,mixed,1,2,non_rmg,0.39,0.8223,,1,0.39,low,0.5412,1,10,low,0,2.93,VC,27.67,9.0,0,VC,2.93,18.13,0.5
case_4716,Gate In,Res.GateIn,2026-04-23 01:06:00,2026-04-23 01:06:00,2026-04-23 01:06:00,0.5725,receive,1,1,low,0.4125,0.855,11.0,0,0.6199,medium,0.54,1,4,low,0,3.98,T26,76.6,13.9,0,T26,6.93,76.57,1.0
case_4641,RMG_receive,T15,2026-04-23 00:29:00,2026-04-23 01:06:00,2026-04-23 01:20:00,0.6361,delivery,1,1,non_rmg,0.5261,0.8339,,1,0.8339,very_high,0.6161,0,3,very_high,0,25.35,MT,112.55,25.35,0,MT,15.3,86.4,0.0
case_4670,Gate Out,Res.GateOut,2026-04-23 00:57:00,2026-04-23 01:06:00,2026-04-23 01:06:00,0.5849,receive,1,1,low,0.47,0.8151,19.0,0,0.3349,low,0.5549,1,5,medium,0,5.13,T08,118.23,10.97,0,T08,9.1,86.87,1.0
case_4671,Gate Out,Res.GateOut,2026-04-23 00:51:00,2026-04-23 01:06:00,2026-04-23 01:06:00,0.56,delivery,1,1,non_rmg,0.42,0.86,,1,0.86,very_high,0.52,0,3,very_high,0,28.93,MT,153.33,28.93,0,MT,9.0,134.53,0.0
case_4676,Gate Out,Res.GateOut,2026-04-23 00:57:00,2026-04-23 01:06:00,2026-04-23 01:06:00,0.5935,receive,1,1,top_3,0.3969,0.75,3.0,0,0.7435,very_high,0.6,1,4,low,0,4.32,T16,169.68,24.77,0,T16,30.55,119.32,1.0
case_4698,HO2_receive,HO2,2026-04-23 00:58:00,2026-04-23 01:06:00,2026-04-23 01:22:00,0.5486,receive,1,1,mid,0.36,0.8714,6.0,0,0.6286,medium,0.5172,1,5,low,0,1.45,T20,52.5,11.05,0,T20,5.35,41.9,1.0
case_4699,RMG_receive,T24,2026-04-23 00:58:00,2026-04-23 01:06:00,2026-04-23 01:10:00,0.6,delivery,1,1,non_rmg,0.449,0.779,,1,0.449,low,0.591,0,4,very_high,0,43.63,VC,175.8,25.08,0,VC,43.63,128.42,1.0
case_4716,RMG_receive,T22,2026-04-23 01:06:00,2026-04-23 01:07:00,2026-04-23 01:23:00,0.5725,receive,1,1,low,0.4125,0.855,11.0,0,0.6199,medium,0.54,1,4,low,0,3.98,T26,76.6,13.9,0,T26,6.93,76.57,1.0
case_4642,Gate Out,Res.GateOut,2026-04-23 00:59:00,2026-04-23 01:07:00,2026-04-23 01:07:00,0.5982,delivery,1,2,top_3,0.47,0.7164,3.0,2,0.6818,high,0.5918,0,5,high,0,7.13,T14,94.82,0.72,0,T14,11.7,88.43,1.0
case_4665,Gate Out,Res.GateOut,2026-04-23 00:56:00,2026-04-23 01:07:00,2026-04-23 01:07:00,0.58,delivery,1,1,mid,0.39,0.91,7.0,1,0.6244,medium,0.5422,0,4,low,0,3.12,T16,100.98,8.05,0,T16,7.75,106.43,1.0
case_4717,Gate In,Res.GateIn,2026-04-23 01:08:00,2026-04-23 01:08:00,2026-04-23 01:08:00,0.5943,delivery,1,1,mid,0.4072,0.8243,5.0,1,0.7287,very_high,0.5843,0,2,high,0,9.33,T13,121.13,8.47,0,T13,27.87,116.87,0.0
case_4718,Gate In,Res.GateIn,2026-04-23 01:08:00,2026-04-23 01:08:00,2026-04-23 01:08:00,0.59,delivery,1,1,top_3,0.3922,0.75,2.0,1,0.7378,very_high,0.6,0,5,medium,0,7.0,T22,174.93,26.33,1,T22,52.73,144.67,1.0
case_4635,Gate Out,Res.GateOut,2026-04-23 00:59:00,2026-04-23 01:08:00,2026-04-23 01:08:00,0.5,receive,1,1,low,0.3496,0.87,12.0,0,0.47,low,0.4496,1,5,high,0,9.0,T11,135.83,15.5,0,T11,22.17,130.5,1.0
case_4668,Gate Out,Res.GateOut,2026-04-23 00:55:00,2026-04-23 01:08:00,2026-04-23 01:08:00,0.6232,mixed,1,2,mid,0.4968,0.79,4.0,1,0.7695,very_high,0.6132,1,13,low,0,3.0,T20,37.0,7.0,0,T20,3.47,42.93,1.0
case_4708,RMG_receive,T17,2026-04-23 01:04:00,2026-04-23 01:08:00,2026-04-23 01:12:00,0.5468,delivery,1,1,top_3,0.4132,0.7368,1.0,1,0.6968,high,0.5368,0,3,medium,0,6.73,T18,167.93,22.0,0,T18,33.53,129.87,1.0
case_4710,RMG_delivery,T27,2026-04-23 01:04:00,2026-04-23 01:08:00,2026-04-23 01:12:00,0.5895,receive,1,1,top_3,0.3689,0.8605,3.0,0,0.6995,high,0.5789,1,5,low,0,3.78,T24,129.07,8.7,0,T24,22.88,122.93,1.0
case_4719,Gate In,Res.GateIn,2026-04-23 01:09:00,2026-04-23 01:09:00,2026-04-23 01:09:00,0.5857,delivery,1,1,low,0.4614,0.81,12.0,1,0.65,high,0.56,0,4,low,0,2.57,T09,57.13,10.85,0,T09,5.72,52.27,1.0
case_4645,Gate Out,Res.GateOut,2026-04-23 01:02:00,2026-04-23 01:09:00,2026-04-23 01:09:00,0.5639,receive,1,1,mid,0.3739,0.8839,5.0,0,0.6518,high,0.5239,1,5,high,0,7.73,T24,195.73,32.37,0,T24,24.57,156.67,1.0
case_4700,LL_delivery,LL,2026-04-23 00:59:00,2026-04-23 01:09:00,2026-04-23 01:23:00,0.6087,mixed,2,2,low,0.5687,0.8187,15.0,1,0.4539,low,0.56,1,9,medium,0,5.48,T10,148.18,22.03,0,T10,28.55,114.47,1.0
case_4703,LL_delivery,LL,2026-04-23 01:08:00,2026-04-23 01:09:00,2026-04-23 01:17:00,0.5644,mixed,2,2,low,0.5044,0.8123,11.0,1,0.58,medium,0.5188,1,12,medium,0,4.53,T14,176.57,34.77,1,T14,37.0,111.63,1.0
case_4713,LL_receive,LL,2026-04-23 01:05:00,2026-04-23 01:10:00,2026-04-23 01:19:00,0.5567,delivery,1,1,non_rmg,0.4167,0.8234,,1,0.8234,very_high,0.52,0,3,very_high,0,30.4,MT,162.07,30.4,0,MT,19.0,136.78,0.0
case_4720,Gate In,Res.GateIn,2026-04-23 01:10:00,2026-04-23 01:10:00,2026-04-23 01:10:00,0.5503,delivery,1,1,mid,0.4097,0.74,5.0,1,0.6307,medium,0.5403,0,4,medium,0,4.47,T16,147.47,21.87,0,T16,36.53,121.87,1.0
case_4649,Gate Out,Res.GateOut,2026-04-23 00:45:00,2026-04-23 01:10:00,2026-04-23 01:10:00,0.6,delivery,1,1,non_rmg,0.45,0.84,,1,0.84,very_high,0.5773,0,3,very_high,0,29.0,MT,122.6,29.0,0,MT,11.67,88.53,0.0
case_4684,Gate Out,Res.GateOut,2026-04-23 01:07:00,2026-04-23 01:10:00,2026-04-23 01:10:00,0.6,delivery,1,1,low,0.42,0.91,13.0,1,0.6032,medium,0.56,0,4,very_high,0,11.0,T13,164.1,14.5,0,T13,14.9,148.2,1.0
case_4706,Gate Out,Res.GateOut,2026-04-23 01:06:00,2026-04-23 01:10:00,2026-04-23 01:10:00,0.6299,mixed,2,2,mid,0.5798,0.7701,6.0,1,0.7498,very_high,0.5999,1,10,medium,0,6.85,T16,159.3,29.4,0,T16,21.1,127.85,0.5
case_4721,Gate In,Res.GateIn,2026-04-23 01:11:00,2026-04-23 01:11:00,2026-04-23 01:11:00,0.64,receive,1,1,top_3,0.5382,0.8418,1.0,0,0.77,very_high,0.62,1,6,medium,0,4.6,T24,164.8,15.4,1,T24,24.6,148.5,1.0
case_4718,RMG_receive,T23,2026-04-23 01:08:00,2026-04-23 01:11:00,2026-04-23 01:21:00,0.59,delivery,1,1,top_3,0.3922,0.75,2.0,1,0.7378,very_high,0.6,0,5,medium,0,7.0,T22,174.93,26.33,1,T22,52.73,144.67,1.0
case_4638,Gate Out,Res.GateOut,2026-04-23 00:59:00,2026-04-23 01:11:00,2026-04-23 01:11:00,0.6057,receive,1,1,low,0.58,0.83,19.0,0,0.2628,low,0.5557,1,5,high,0,7.85,T11,160.6,16.98,0,T11,20.97,125.68,1.0
case_4704,RMG_receive,T18,2026-04-23 01:02:00,2026-04-23 01:11:00,2026-04-23 01:24:00,0.5515,delivery,1,1,mid,0.4715,0.733,4.0,1,0.7022,high,0.53,0,3,medium,0,5.8,T23,158.0,24.8,0,T23,44.6,106.0,1.0
case_4717,RMG_receive,T13,2026-04-23 01:08:00,2026-04-23 01:12:00,2026-04-23 01:22:00,0.5943,delivery,1,1,mid,0.4072,0.8243,5.0,1,0.7287,very_high,0.5843,0,2,high,0,9.33,T13,121.13,8.47,0,T13,27.87,116.87,0.0
case_4722,Gate In,Res.GateIn,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:12:00,0.5737,receive,1,1,low,0.42,0.86,16.0,0,0.25,low,0.5337,1,5,low,0,1.48,T10,47.98,11.45,0,T10,2.52,45.92,1.0
case_4722,LL_receive,LL,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:20:00,0.5737,receive,1,1,low,0.42,0.86,16.0,0,0.25,low,0.5337,1,5,low,0,1.48,T10,47.98,11.45,0,T10,2.52,45.92,1.0
case_4723,Gate In,Res.GateIn,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:12:00,0.6158,delivery,1,1,mid,0.4917,0.8458,4.0,2,0.6817,high,0.5917,0,6,high,0,8.0,T19,99.33,14.67,0,T19,11.67,92.67,1.0
case_4724,Gate In,Res.GateIn,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:12:00,0.6311,delivery,1,1,mid,0.49,0.8622,7.0,1,0.7311,very_high,0.6111,0,4,high,0,7.8,T13,178.15,29.3,0,T13,21.95,144.8,1.0
case_4725,Gate In,Res.GateIn,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:12:00,0.61,delivery,1,2,top_3,0.44,0.8712,1.0,2,0.75,very_high,0.58,0,3,high,0,10.0,T23,143.63,37.75,0,T23,19.93,117.77,0.0
case_4726,Gate In,Res.GateIn,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:12:00,0.5266,receive,1,1,low,0.4034,0.8066,12.0,0,0.56,medium,0.4866,1,4,medium,0,4.9,T09,138.1,8.1,0,T09,13.57,129.57,1.0
case_4727,Gate In,Res.GateIn,2026-04-23 01:12:00,2026-04-23 01:12:00,2026-04-23 01:12:00,0.6493,delivery,1,1,non_rmg,0.53,0.8213,,1,0.53,medium,0.6287,0,3,very_high,0,36.73,VC,181.07,21.87,0,VC,36.73,148.4,1.0
case_4712,RMG_mixed,T10,2026-04-23 01:05:00,2026-04-23 01:13:00,2026-04-23 01:38:00,0.62,receive,1,1,mid,0.483,0.92,4.0,0,0.713,high,0.58,1,7,medium,1,5.8,T20,138.4,5.4,0,T20,26.2,111.8,1.0
case_4689,Gate Out,Res.GateOut,2026-04-23 01:01:00,2026-04-23 01:13:00,2026-04-23 01:13:00,0.54,delivery,1,1,mid,0.3508,0.8492,6.0,1,0.6422,high,0.5008,0,3,very_high,0,13.1,T17,166.4,30.6,0,T17,47.9,114.5,0.0
case_4693,Gate Out,Res.GateOut,2026-04-23 01:08:00,2026-04-23 01:13:00,2026-04-23 01:13:00,0.5958,receive,1,1,mid,0.3817,0.86,8.0,0,0.6717,high,0.5858,1,5,medium,0,5.0,T14,116.33,14.0,0,T14,3.67,69.0,1.0
case_4714,RMG_delivery,T14,2026-04-23 01:05:00,2026-04-23 01:14:00,2026-04-23 01:29:00,0.6174,receive,1,1,non_rmg,0.48,0.9026,,0,0.9026,very_high,0.5748,1,6,very_high,1,16.8,MT,96.3,16.8,0,MT,14.55,97.7,0.0
case_4728,Gate In,Res.GateIn,2026-04-23 01:14:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.59,mixed,2,2,mid,0.451,0.7421,8.0,1,0.62,medium,0.581,1,10,low,0,2.42,T24,98.75,17.5,0,T24,15.25,67.58,0.5
case_4729,Gate In,Res.GateIn,2026-04-23 01:14:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.6314,delivery,1,1,non_rmg,0.4728,0.8714,,1,0.8714,very_high,0.62,0,2,very_high,0,21.97,MT,187.83,21.97,0,MT,33.97,142.7,0.0
case_4730,Gate In,Res.GateIn,2026-04-23 01:14:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.6352,receive,1,1,mid,0.5252,0.8348,5.0,0,0.6805,high,0.6152,1,7,medium,1,6.45,T15,97.22,18.02,0,T15,16.63,83.73,1.0
case_4731,Gate In,Res.GateIn,2026-04-23 01:14:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.64,delivery,1,1,mid,0.5369,0.8338,10.0,1,0.7,high,0.6231,0,3,high,0,9.23,T19,175.4,16.63,0,T19,23.07,149.27,0.0
case_4732,Gate In,Res.GateIn,2026-04-23 01:14:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.5717,delivery,1,1,top_3,0.3817,0.8934,3.0,1,0.6734,high,0.5317,0,2,medium,0,6.37,T22,163.98,28.63,0,T22,23.1,137.15,0.0
case_4733,Gate In,Res.GateIn,2026-04-23 01:14:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.5368,mixed,1,2,low,0.4,0.8236,13.0,1,0.5264,medium,0.4968,1,10,medium,0,6.72,T27,162.87,7.13,0,T27,13.45,131.12,0.5
case_4658,Gate Out,Res.GateOut,2026-04-23 00:53:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.62,receive,1,1,non_rmg,0.4602,0.9101,,0,0.4602,low,0.5899,1,4,very_high,0,35.77,VC,175.97,7.93,0,VC,35.77,136.5,1.0
case_4695,Gate Out,Res.GateOut,2026-04-23 01:09:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.6378,receive,1,1,mid,0.49,0.8755,6.0,0,0.74,very_high,0.6178,1,7,medium,0,6.7,T18,196.2,26.1,1,T18,24.5,146.3,1.0
case_4699,Gate Out,Res.GateOut,2026-04-23 01:10:00,2026-04-23 01:14:00,2026-04-23 01:14:00,0.6,delivery,1,1,non_rmg,0.449,0.779,,1,0.449,low,0.591,0,4,very_high,0,43.63,VC,175.8,25.08,0,VC,43.63,128.42,1.0
case_4705,RMG_receive,T09,2026-04-23 01:02:00,2026-04-23 01:14:00,2026-04-23 01:19:00,0.6022,delivery,1,1,low,0.58,0.83,14.0,1,0.4778,low,0.5522,0,4,high,0,9.83,T13,181.48,21.3,0,T13,27.65,156.27,1.0
case_4734,Gate In,Res.GateIn,2026-04-23 01:15:00,2026-04-23 01:15:00,2026-04-23 01:15:00,0.6055,receive,1,2,non_rmg,0.5655,0.8155,,0,0.8155,very_high,0.56,2,5,very_high,0,30.83,MT,146.83,30.83,0,MT,21.38,111.55,0.0
case_4735,Gate In,Res.GateIn,2026-04-23 01:15:00,2026-04-23 01:15:00,2026-04-23 01:15:00,0.6252,delivery,1,1,low,0.5,0.8448,12.0,1,0.59,medium,0.6052,0,2,high,0,7.47,T25,134.47,20.87,0,T25,17.53,88.2,0.0
case_4736,Gate In,Res.GateIn,2026-04-23 01:15:00,2026-04-23 01:15:00,2026-04-23 01:15:00,0.6077,delivery,1,1,low,0.58,0.83,15.0,1,0.4485,low,0.5577,0,3,high,0,10.83,T06,155.42,22.25,0,T06,31.0,136.58,1.0
case_4737,Gate In,Res.GateIn,2026-04-23 01:15:00,2026-04-23 01:15:00,2026-04-23 01:15:00,0.64,mixed,1,2,non_rmg,0.5361,0.8439,,1,0.5361,medium,0.62,1,12,very_high,0,20.03,VC,170.43,15.27,0,VC,20.03,141.5,1.0
case_4738,Gate In,Res.GateIn,2026-04-23 01:15:00,2026-04-23 01:15:00,2026-04-23 01:15:00,0.6079,delivery,1,1,low,0.58,0.83,15.0,1,0.4496,low,0.5579,0,3,high,0,10.67,T06,158.83,22.5,0,T06,31.0,138.17,0.0
case_4719,HO2_mixed,HO2,2026-04-23 01:09:00,2026-04-23 01:16:00,2026-04-23 01:32:00,0.5857,delivery,1,1,low,0.4614,0.81,12.0,1,0.65,high,0.56,0,4,low,0,2.57,T09,57.13,10.85,0,T09,5.72,52.27,1.0
case_4720,RMG_delivery,T08,2026-04-23 01:10:00,2026-04-23 01:16:00,2026-04-23 01:32:00,0.5503,delivery,1,1,mid,0.4097,0.74,5.0,1,0.6307,medium,0.5403,0,4,medium,0,4.47,T16,147.47,21.87,0,T16,36.53,121.87,1.0
case_4724,HO2_delivery,HO2,2026-04-23 01:12:00,2026-04-23 01:16:00,2026-04-23 01:19:00,0.6311,delivery,1,1,mid,0.49,0.8622,7.0,1,0.7311,very_high,0.6111,0,4,high,0,7.8,T13,178.15,29.3,0,T13,21.95,144.8,1.0
case_4729,RMG_delivery,T14,2026-04-23 01:14:00,2026-04-23 01:16:00,2026-04-23 01:20:00,0.6314,delivery,1,1,non_rmg,0.4728,0.8714,,1,0.8714,very_high,0.62,0,2,very_high,0,21.97,MT,187.83,21.97,0,MT,33.97,142.7,0.0
case_4739,Gate In,Res.GateIn,2026-04-23 01:16:00,2026-04-23 01:16:00,2026-04-23 01:16:00,0.6385,delivery,1,1,low,0.5285,0.8315,19.0,1,0.4776,low,0.6185,0,3,low,0,4.43,T06,99.78,20.05,0,T06,10.08,70.75,1.0
case_4738,LL_delivery,LL,2026-04-23 01:15:00,2026-04-23 01:16:00,2026-04-23 01:32:00,0.6079,delivery,1,1,low,0.58,0.83,15.0,1,0.4496,low,0.5579,0,3,high,0,10.67,T06,158.83,22.5,0,T06,31.0,138.17,0.0
case_4666,Gate Out,Res.GateOut,2026-04-23 01:11:00,2026-04-23 01:16:00,2026-04-23 01:16:00,0.6384,receive,1,1,top_3,0.47,0.8784,1.0,0,0.7768,very_high,0.6184,1,7,medium,0,5.4,T21,159.0,36.55,1,T21,27.6,114.9,1.0
case_4709,RMG_receive,T26,2026-04-23 01:04:00,2026-04-23 01:16:00,2026-04-23 01:22:00,0.6006,receive,1,1,low,0.48,0.8406,16.0,0,0.4312,low,0.58,1,5,medium,0,4.47,T08,139.6,9.4,0,T08,18.23,118.63,1.0
case_4725,RMG_mixed,T17,2026-04-23 01:12:00,2026-04-23 01:17:00,2026-04-23 02:13:00,0.61,delivery,1,2,top_3,0.44,0.8712,1.0,2,0.75,very_high,0.58,0,3,high,0,10.0,T23,143.63,37.75,0,T23,19.93,117.77,0.0
case_4740,Gate In,Res.GateIn,2026-04-23 01:17:00,2026-04-23 01:17:00,2026-04-23 01:17:00,0.6096,receive,1,1,low,0.45,0.9,13.0,0,0.6489,high,0.5792,1,5,low,0,2.85,T10,38.95,5.0,0,T10,4.4,38.65,1.0
case_4739,LL_delivery,LL,2026-04-23 01:16:00,2026-04-23 01:17:00,2026-04-23 01:23:00,0.6385,delivery,1,1,low,0.5285,0.8315,19.0,1,0.4776,low,0.6185,0,3,low,0,4.43,T06,99.78,20.05,0,T06,10.08,70.75,1.0
case_4690,HO2_receive,HO2,2026-04-23 00:54:00,2026-04-23 01:17:00,2026-04-23 01:43:00,0.5633,receive,1,1,non_rmg,0.5067,0.69,,0,0.5067,medium,0.55,1,4,very_high,0,18.33,VC,134.33,27.33,0,VC,18.33,113.33,1.0
case_4723,HO2_receive,HO2,2026-04-23 01:12:00,2026-04-23 01:18:00,2026-04-23 01:27:00,0.6158,delivery,1,1,mid,0.4917,0.8458,4.0,2,0.6817,high,0.5917,0,6,high,0,8.0,T19,99.33,14.67,0,T19,11.67,92.67,1.0
case_4741,Gate In,Res.GateIn,2026-04-23 01:18:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.5635,delivery,1,1,mid,0.3735,0.8835,4.0,1,0.6571,high,0.5235,0,5,medium,0,4.83,T21,196.33,34.92,1,T21,24.42,155.17,1.0
case_4742,Gate In,Res.GateIn,2026-04-23 01:18:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.5466,delivery,1,2,non_rmg,0.5,0.86,,2,0.86,very_high,0.4766,0,3,low,0,2.2,MT,6.77,2.2,0,MT,1.1,8.13,0.0
case_4743,Gate In,Res.GateIn,2026-04-23 01:18:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.6189,receive,1,1,top_3,0.48,0.8678,2.0,0,0.7289,very_high,0.5889,1,5,medium,0,4.57,T23,120.87,15.47,0,T23,19.73,94.93,1.0
case_4744,Gate In,Res.GateIn,2026-04-23 01:18:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.53,delivery,1,1,non_rmg,0.37,0.853,,1,0.37,low,0.49,0,4,very_high,0,28.2,VC,117.4,33.2,0,VC,28.2,83.8,1.0
case_4745,Gate In,Res.GateIn,2026-04-23 01:18:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.6014,receive,1,1,mid,0.58,0.83,7.0,0,0.7472,very_high,0.5514,1,4,high,0,7.85,T17,177.15,19.3,0,T17,26.65,145.6,1.0
case_4746,Gate In,Res.GateIn,2026-04-23 01:18:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.5583,delivery,1,2,non_rmg,0.4017,0.81,,2,0.81,very_high,0.5283,0,3,very_high,0,28.0,MT,153.0,28.0,0,MT,24.33,112.0,0.0
case_4685,Gate Out,Res.GateOut,2026-04-23 01:01:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.5,mixed,1,2,mid,0.3461,0.87,4.0,1,0.56,medium,0.4461,1,11,low,0,3.45,T20,75.7,11.35,0,T20,10.2,59.75,1.0
case_4688,Gate Out,Res.GateOut,2026-04-23 01:17:00,2026-04-23 01:18:00,2026-04-23 01:18:00,0.6393,delivery,1,1,non_rmg,0.5279,0.85,,1,0.85,very_high,0.6193,0,3,very_high,0,26.17,MT,174.2,26.17,0,MT,24.7,146.15,0.0
case_4737,RMG_receive,T13,2026-04-23 01:15:00,2026-04-23 01:19:00,2026-04-23 01:25:00,0.64,mixed,1,2,non_rmg,0.5361,0.8439,,1,0.5361,medium,0.62,1,12,very_high,0,20.03,VC,170.43,15.27,0,VC,20.03,141.5,1.0
case_4747,Gate In,Res.GateIn,2026-04-23 01:19:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.6117,receive,1,1,non_rmg,0.4552,0.9,,0,0.9,very_high,0.58,1,6,very_high,1,25.3,MT,168.32,25.3,0,MT,32.92,126.53,0.0
case_4748,Gate In,Res.GateIn,2026-04-23 01:19:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.5655,receive,1,1,top_3,0.3855,0.8145,1.0,0,0.7266,very_high,0.55,1,5,high,0,7.58,T21,169.33,21.58,0,T21,31.42,131.58,1.0
case_4749,Gate In,Res.GateIn,2026-04-23 01:19:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.5815,receive,1,1,mid,0.3615,0.857,9.0,0,0.6645,high,0.563,1,7,low,1,3.8,T15,40.8,6.6,0,T15,2.4,33.8,1.0
case_4750,Gate In,Res.GateIn,2026-04-23 01:19:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.5511,mixed,2,2,low,0.4711,0.7322,11.0,1,0.59,medium,0.53,1,10,medium,0,6.1,T25,156.5,24.35,0,T25,44.45,103.0,0.5
case_4751,Gate In,Res.GateIn,2026-04-23 01:19:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.64,receive,1,1,mid,0.5312,0.8488,9.0,0,0.7112,high,0.62,1,4,high,0,8.0,T09,190.53,24.8,0,T09,22.53,164.93,1.0
case_4683,Gate Out,Res.GateOut,2026-04-23 01:08:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.5985,delivery,1,1,low,0.47,0.8515,20.0,1,0.4385,low,0.5585,0,3,low,0,3.53,T08,118.07,22.68,0,T08,21.0,96.22,0.0
case_4691,Gate Out,Res.GateOut,2026-04-23 01:10:00,2026-04-23 01:19:00,2026-04-23 01:19:00,0.5858,delivery,1,1,non_rmg,0.4585,0.723,,1,0.723,very_high,0.58,0,3,very_high,0,19.2,MT,89.8,19.2,0,MT,11.6,62.0,0.0
case_4711,RMG_delivery,T11,2026-04-23 01:05:00,2026-04-23 01:20:00,2026-04-23 01:23:00,0.6362,mixed,1,2,mid,0.5186,0.85,9.0,1,0.7062,high,0.6162,1,11,medium,0,6.55,T15,106.77,16.42,0,T15,23.32,99.45,1.0
case_4733,HO2_delivery,HO2,2026-04-23 01:14:00,2026-04-23 01:20:00,2026-04-23 01:24:00,0.5368,mixed,1,2,low,0.4,0.8236,13.0,1,0.5264,medium,0.4968,1,10,medium,0,6.72,T27,162.87,7.13,0,T27,13.45,131.12,0.5
case_4743,RMG_delivery,T11,2026-04-23 01:18:00,2026-04-23 01:20:00,2026-04-23 01:23:00,0.6189,receive,1,1,top_3,0.48,0.8678,2.0,0,0.7289,very_high,0.5889,1,5,medium,0,4.57,T23,120.87,15.47,0,T23,19.73,94.93,1.0
case_4746,RMG_delivery,T08,2026-04-23 01:18:00,2026-04-23 01:20:00,2026-04-23 01:45:00,0.5583,delivery,1,2,non_rmg,0.4017,0.81,,2,0.81,very_high,0.5283,0,3,very_high,0,28.0,MT,153.0,28.0,0,MT,24.33,112.0,0.0
case_4748,LL_receive,LL,2026-04-23 01:19:00,2026-04-23 01:20:00,2026-04-23 02:14:00,0.5655,receive,1,1,top_3,0.3855,0.8145,1.0,0,0.7266,very_high,0.55,1,5,high,0,7.58,T21,169.33,21.58,0,T21,31.42,131.58,1.0
case_4752,Gate In,Res.GateIn,2026-04-23 01:20:00,2026-04-23 01:20:00,2026-04-23 01:20:00,0.581,receive,1,1,mid,0.421,0.8719,4.0,0,0.651,high,0.541,1,4,medium,0,5.23,T13,153.53,8.0,0,T13,22.77,122.4,1.0
case_4753,Gate In,Res.GateIn,2026-04-23 01:20:00,2026-04-23 01:20:00,2026-04-23 01:20:00,0.5549,delivery,1,1,low,0.4051,0.81,13.0,1,0.4551,low,0.5249,0,3,very_high,0,13.83,T25,169.77,31.63,0,T25,27.53,124.43,1.0
case_4682,Gate Out,Res.GateOut,2026-04-23 01:08:00,2026-04-23 01:20:00,2026-04-23 01:20:00,0.63,receive,1,1,low,0.47,0.87,11.0,0,0.678,high,0.61,1,5,medium,0,5.6,T12,122.2,28.6,0,T12,20.0,96.8,1.0
case_4687,Gate Out,Res.GateOut,2026-04-23 00:53:00,2026-04-23 01:20:00,2026-04-23 01:20:00,0.6,receive,1,1,top_3,0.4622,0.7444,3.0,0,0.6822,high,0.59,1,4,very_high,0,11.77,T17,120.7,1.12,0,T17,15.42,116.12,1.0
case_4692,Gate Out,Res.GateOut,2026-04-23 01:08:00,2026-04-23 01:20:00,2026-04-23 01:20:00,0.5609,delivery,1,1,mid,0.5018,0.69,5.0,1,0.7582,very_high,0.55,0,4,high,0,8.9,T21,143.2,29.27,0,T21,19.8,116.27,1.0
case_4702,Gate Out,Res.GateOut,2026-04-23 01:10:00,2026-04-23 01:20:00,2026-04-23 01:20:00,0.6315,delivery,1,1,non_rmg,0.473,0.8715,,1,0.473,low,0.62,0,3,very_high,0,34.2,VC,190.0,22.2,0,VC,34.2,142.8,1.0
