case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,gate_utilization,process_flow_type,n_stops,n_containers,target_rank_group,vc_utilization,mt_utilization,target_rank,n_deliveries,target_utilization,target_utilization_bin,rmg_utilization,n_receives,visit_complexity,target_demand_bin,has_reefer,target_demand,primary_target_area,gate_demand,mt_demand,has_hazardous,target_area,vc_demand,rmg_demand,full_ratio
case_9542,Gate Out,Res.GateOut,2026-04-25 09:43:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.54,receive,1,1,top_3,0.5,0.86,2.0,0,0.65,high,0.47,1,5,low,0,1.1,T19,45.73,14.0,0,T19,7.1,27.67,1.0
case_9561,RMG_receive,T23,2026-04-25 09:44:00,2026-04-25 09:50:00,2026-04-25 10:14:00,0.544,receive,1,1,top_3,0.404,0.8379,3.0,0,0.63,medium,0.5079,1,4,high,0,8.0,T21,142.92,9.83,0,T21,18.17,118.25,1.0
case_9572,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.5902,receive,1,1,top_3,0.3903,0.75,3.0,0,0.7402,very_high,0.6,1,4,medium,0,5.93,T14,155.8,22.13,0,T14,37.73,122.93,1.0
case_9573,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.6,delivery,2,2,low,0.42,0.91,17.0,2,0.315,low,0.56,0,4,medium,0,7.03,T09,162.05,11.08,0,T09,16.95,144.1,0.0
case_9574,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.54,delivery,1,1,mid,0.3537,0.8463,5.0,1,0.6637,high,0.5037,0,5,high,0,8.87,T21,182.27,31.07,1,T21,25.27,130.6,1.0
case_9575,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.58,receive,1,1,top_3,0.3934,0.91,2.0,0,0.69,high,0.55,1,5,low,0,3.0,T20,24.6,4.75,0,T20,2.0,17.15,1.0
case_9576,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.6,delivery,1,1,mid,0.4611,0.7422,4.0,1,0.6789,high,0.59,0,4,very_high,0,11.57,T19,123.4,1.57,0,T19,13.17,116.57,1.0
case_9577,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.5546,delivery,1,1,mid,0.4054,0.81,10.0,1,0.5746,medium,0.5246,0,4,high,0,7.83,T14,168.83,30.17,0,T14,25.67,126.17,1.0
case_9578,Gate In,Res.GateIn,2026-04-25 09:50:00,2026-04-25 09:50:00,2026-04-25 09:50:00,0.57,mixed,2,2,top_3,0.3901,0.81,3.0,1,0.7002,high,0.5501,1,10,low,0,4.25,T24,142.2,33.15,0,T24,25.95,112.8,0.5
case_9544,RMG_delivery,T08,2026-04-25 09:37:00,2026-04-25 09:51:00,2026-04-25 09:54:00,0.5622,delivery,1,1,non_rmg,0.3822,0.8244,,1,0.8244,very_high,0.55,0,3,very_high,0,25.23,MT,152.9,25.23,0,MT,28.02,128.33,0.0
case_9548,Gate Out,Res.GateOut,2026-04-25 09:47:00,2026-04-25 09:51:00,2026-04-25 09:51:00,0.61,delivery,1,1,non_rmg,0.4456,0.8644,,1,0.8644,very_high,0.58,0,3,very_high,0,50.9,MT,161.7,50.9,0,MT,14.23,117.2,0.0
case_9554,Gate Out,Res.GateOut,2026-04-25 09:45:00,2026-04-25 09:51:00,2026-04-25 09:51:00,0.6,delivery,1,1,mid,0.4168,0.7522,10.0,1,0.6945,high,0.6022,0,4,medium,0,6.8,T12,119.4,28.8,0,T12,24.8,101.8,1.0
case_9560,RMG_receive,T07,2026-04-25 09:44:00,2026-04-25 09:51:00,2026-04-25 09:57:00,0.5834,delivery,1,1,top_3,0.3568,0.8666,3.0,1,0.6934,high,0.5668,0,3,medium,0,5.73,T24,98.7,6.47,0,T24,6.1,101.47,0.0
case_9579,Gate In,Res.GateIn,2026-04-25 09:51:00,2026-04-25 09:51:00,2026-04-25 09:51:00,0.6029,receive,1,1,non_rmg,0.39,0.86,,0,0.39,low,0.5929,1,4,very_high,0,15.7,VC,125.9,26.5,0,VC,15.7,88.15,1.0
case_9580,Gate In,Res.GateIn,2026-04-25 09:51:00,2026-04-25 09:51:00,2026-04-25 09:51:00,0.5433,receive,1,1,low,0.42,0.82,11.0,0,0.54,medium,0.51,1,5,low,0,3.32,T25,53.32,0.0,0,T25,6.85,34.32,1.0
case_9581,Gate In,Res.GateIn,2026-04-25 09:51:00,2026-04-25 09:51:00,2026-04-25 09:51:00,0.6393,receive,1,1,top_3,0.5293,0.8307,1.0,0,0.7386,very_high,0.6193,1,5,medium,0,6.45,T16,109.0,21.1,0,T16,12.15,82.55,1.0
case_9541,RMG_mixed,T15,2026-04-25 09:37:00,2026-04-25 09:52:00,2026-04-25 10:06:00,0.5314,receive,1,1,mid,0.3571,0.8742,7.0,0,0.5756,medium,0.4814,1,5,medium,0,5.1,T14,113.7,22.6,0,T14,11.2,85.1,1.0
case_9582,Gate In,Res.GateIn,2026-04-25 09:52:00,2026-04-25 09:52:00,2026-04-25 09:52:00,0.56,receive,1,1,non_rmg,0.5,0.832,,0,0.5,low,0.508,1,4,very_high,0,40.68,VC,132.73,21.03,0,VC,40.68,100.75,1.0
case_9583,Gate In,Res.GateIn,2026-04-25 09:52:00,2026-04-25 09:52:00,2026-04-25 09:52:00,0.6182,receive,1,1,low,0.4583,0.9082,13.0,0,0.6282,medium,0.5882,1,5,high,0,9.6,T27,160.2,7.3,0,T27,31.1,140.5,1.0
case_9507,Gate Out,Res.GateOut,2026-04-25 09:21:00,2026-04-25 09:52:00,2026-04-25 09:52:00,0.56,receive,1,1,mid,0.3995,0.8105,8.0,0,0.591,medium,0.5305,1,6,low,1,4.2,T11,142.4,30.2,0,T11,19.4,106.4,1.0
case_9514,HO2_delivery,HO2,2026-04-25 09:15:00,2026-04-25 09:52:00,2026-04-25 10:03:00,0.5392,delivery,1,1,low,0.4,0.8285,13.0,1,0.5278,medium,0.4992,0,3,high,0,7.7,T10,148.6,8.1,0,T10,12.5,123.1,1.0
case_9535,RMG_receive,T10,2026-04-25 09:30:00,2026-04-25 09:53:00,2026-04-25 10:00:00,0.5315,receive,1,1,non_rmg,0.3671,0.85,,0,0.3671,low,0.4915,1,7,very_high,0,50.25,VC,180.42,38.08,1,VC,50.25,103.92,1.0
case_9558,Gate Out,Res.GateOut,2026-04-25 09:49:00,2026-04-25 09:53:00,2026-04-25 09:53:00,0.6355,receive,1,1,mid,0.5166,0.85,9.0,0,0.7055,high,0.6155,1,5,low,0,3.57,T09,103.03,15.08,0,T09,20.38,98.65,1.0
case_9572,HO2_delivery,HO2,2026-04-25 09:50:00,2026-04-25 09:53:00,2026-04-25 10:09:00,0.5902,receive,1,1,top_3,0.3903,0.75,3.0,0,0.7402,very_high,0.6,1,4,medium,0,5.93,T14,155.8,22.13,0,T14,37.73,122.93,1.0
case_9508,Gate Out,Res.GateOut,2026-04-25 09:41:00,2026-04-25 09:53:00,2026-04-25 09:53:00,0.5775,mixed,2,2,mid,0.42,0.8575,4.0,1,0.6375,high,0.5375,1,11,high,0,7.88,T23,169.33,36.8,1,T23,10.1,134.55,0.5
case_9552,Gate Out,Res.GateOut,2026-04-25 09:52:00,2026-04-25 09:54:00,2026-04-25 09:54:00,0.58,receive,1,1,top_3,0.45,0.8356,2.0,0,0.7056,high,0.55,1,5,low,0,1.0,T22,8.27,3.47,0,T22,1.0,6.87,1.0
case_9562,RMG_delivery,T11,2026-04-25 09:44:00,2026-04-25 09:54:00,2026-04-25 10:05:00,0.5517,delivery,1,1,non_rmg,0.4717,0.7334,,1,0.4717,low,0.53,0,3,very_high,0,44.68,VC,158.83,25.05,0,VC,44.68,107.67,1.0
case_9566,RMG_receive,T06,2026-04-25 09:46:00,2026-04-25 09:54:00,2026-04-25 10:08:00,0.5656,delivery,1,1,non_rmg,0.3856,0.8144,,1,0.8144,very_high,0.55,0,3,very_high,0,22.13,MT,169.13,22.13,0,MT,30.87,132.13,0.0
case_9573,LL_delivery,LL,2026-04-25 09:50:00,2026-04-25 09:54:00,2026-04-25 10:00:00,0.6,delivery,2,2,low,0.42,0.91,17.0,2,0.315,low,0.56,0,4,medium,0,7.03,T09,162.05,11.08,0,T09,16.95,144.1,0.0
case_9537,Gate Out,Res.GateOut,2026-04-25 09:46:00,2026-04-25 09:55:00,2026-04-25 09:55:00,0.604,receive,1,1,low,0.45,0.848,14.0,0,0.598,medium,0.574,1,7,medium,1,5.8,T27,150.8,27.2,0,T27,14.8,122.8,1.0
case_9568,RMG_receive,T12,2026-04-25 09:48:00,2026-04-25 09:55:00,2026-04-25 10:12:00,0.6313,delivery,1,1,top_3,0.4726,0.8713,3.0,1,0.76,very_high,0.62,0,3,high,0,7.93,T22,184.58,21.62,0,T22,33.62,142.55,0.0
case_9578,RMG_delivery,T16,2026-04-25 09:50:00,2026-04-25 09:55:00,2026-04-25 10:05:00,0.57,mixed,2,2,top_3,0.3901,0.81,3.0,1,0.7002,high,0.5501,1,10,low,0,4.25,T24,142.2,33.15,0,T24,25.95,112.8,0.5
case_9584,Gate In,Res.GateIn,2026-04-25 09:55:00,2026-04-25 09:55:00,2026-04-25 09:55:00,0.6313,delivery,1,1,low,0.4727,0.8713,12.0,1,0.7073,high,0.62,0,6,high,1,9.47,T11,185.67,21.73,0,T11,33.73,142.6,1.0
case_9585,Gate In,Res.GateIn,2026-04-25 09:55:00,2026-04-25 09:55:00,2026-04-25 09:55:00,0.63,delivery,1,1,non_rmg,0.49,0.8526,,1,0.49,low,0.6174,0,3,medium,0,6.33,VC,65.4,3.97,0,VC,6.33,56.73,1.0
case_9585,LL_delivery,LL,2026-04-25 09:55:00,2026-04-25 09:55:00,2026-04-25 10:00:00,0.63,delivery,1,1,non_rmg,0.49,0.8526,,1,0.49,low,0.6174,0,3,medium,0,6.33,VC,65.4,3.97,0,VC,6.33,56.73,1.0
case_9586,Gate In,Res.GateIn,2026-04-25 09:55:00,2026-04-25 09:55:00,2026-04-25 09:55:00,0.57,delivery,1,1,top_3,0.41,0.859,3.0,1,0.661,high,0.531,0,2,low,0,2.17,T21,22.17,7.33,0,T21,1.17,18.67,0.0
case_9586,LL_delivery,LL,2026-04-25 09:55:00,2026-04-25 09:55:00,2026-04-25 10:07:00,0.57,delivery,1,1,top_3,0.41,0.859,3.0,1,0.661,high,0.531,0,2,low,0,2.17,T21,22.17,7.33,0,T21,1.17,18.67,0.0
case_9538,RMG_delivery,T11,2026-04-25 09:34:00,2026-04-25 09:56:00,2026-04-25 10:00:00,0.5665,receive,1,1,low,0.3865,0.8135,20.0,0,0.2538,low,0.55,1,4,high,0,9.7,T09,166.07,27.53,0,T09,26.17,136.13,1.0
case_9540,Gate Out,Res.GateOut,2026-04-25 09:53:00,2026-04-25 09:56:00,2026-04-25 09:56:00,0.62,receive,1,1,top_3,0.4682,0.9141,2.0,0,0.7318,very_high,0.5859,1,5,high,0,7.6,T21,149.25,5.35,0,T21,36.8,118.1,1.0
case_9559,HO2_delivery,HO2,2026-04-25 09:48:00,2026-04-25 09:56:00,2026-04-25 10:04:00,0.6261,delivery,1,1,non_rmg,0.5,0.8439,,1,0.5,low,0.6061,0,3,very_high,0,14.97,VC,109.53,14.63,0,VC,14.97,72.8,0.0
case_9455,Gate Out,Res.GateOut,2026-04-25 09:25:00,2026-04-25 09:56:00,2026-04-25 09:56:00,0.62,receive,1,1,low,0.48,0.87,14.0,0,0.5954,medium,0.5954,1,5,low,0,2.0,T19,90.4,12.8,0,T19,14.85,59.3,1.0
case_9475,Gate Out,Res.GateOut,2026-04-25 09:47:00,2026-04-25 09:56:00,2026-04-25 09:56:00,0.6168,receive,1,1,low,0.48,0.8635,15.0,0,0.5835,medium,0.5868,1,5,low,0,2.7,T19,121.7,17.6,0,T19,23.2,86.1,1.0
case_9587,Gate In,Res.GateIn,2026-04-25 09:56:00,2026-04-25 09:56:00,2026-04-25 09:56:00,0.63,delivery,1,2,top_3,0.4602,0.87,3.0,2,0.7698,very_high,0.62,0,3,low,0,1.93,T22,58.93,13.93,0,T22,10.67,45.73,0.0
case_9497,Gate Out,Res.GateOut,2026-04-25 09:49:00,2026-04-25 09:56:00,2026-04-25 09:56:00,0.5872,delivery,1,1,low,0.47,0.8128,13.0,1,0.6228,medium,0.5572,0,4,low,0,2.27,T10,110.93,10.13,0,T10,14.2,99.73,1.0
case_9522,Gate Out,Res.GateOut,2026-04-25 09:41:00,2026-04-25 09:56:00,2026-04-25 09:56:00,0.64,receive,1,1,mid,0.47,0.8794,5.0,0,0.7406,very_high,0.6206,1,5,medium,0,5.4,T14,157.6,31.3,0,T14,25.0,113.1,1.0
case_9551,RMG_mixed,T14,2026-04-25 09:53:00,2026-04-25 09:57:00,2026-04-25 10:17:00,0.6387,delivery,1,1,non_rmg,0.5287,0.8313,,1,0.8313,very_high,0.6187,0,3,very_high,0,21.85,MT,99.98,21.85,0,MT,9.08,73.75,0.0
case_9577,LL_delivery,LL,2026-04-25 09:50:00,2026-04-25 09:57:00,2026-04-25 10:00:00,0.5546,delivery,1,1,mid,0.4054,0.81,10.0,1,0.5746,medium,0.5246,0,4,high,0,7.83,T14,168.83,30.17,0,T14,25.67,126.17,1.0
case_9544,Gate Out,Res.GateOut,2026-04-25 09:54:00,2026-04-25 09:58:00,2026-04-25 09:58:00,0.5622,delivery,1,1,non_rmg,0.3822,0.8244,,1,0.8244,very_high,0.55,0,3,very_high,0,25.23,MT,152.9,25.23,0,MT,28.02,128.33,0.0
case_9546,Gate Out,Res.GateOut,2026-04-25 09:45:00,2026-04-25 09:58:00,2026-04-25 09:58:00,0.6112,delivery,1,2,non_rmg,0.4535,0.9,,2,0.9,very_high,0.58,0,3,very_high,0,22.6,MT,168.53,22.6,0,MT,31.2,122.93,0.0
case_9492,Gate Out,Res.GateOut,2026-04-25 09:39:00,2026-04-25 09:58:00,2026-04-25 09:58:00,0.51,delivery,1,2,non_rmg,0.35,0.8527,,2,0.8527,very_high,0.4587,0,3,very_high,0,28.67,MT,149.47,28.67,0,MT,33.4,108.87,0.0
case_9556,Gate Out,Res.GateOut,2026-04-25 09:52:00,2026-04-25 09:59:00,2026-04-25 09:59:00,0.5537,receive,1,1,mid,0.47,0.7674,7.0,0,0.6811,high,0.52,1,5,medium,0,5.93,T14,166.68,21.35,0,T14,34.9,120.58,1.0
case_9571,RMG_delivery,T13,2026-04-25 09:56:00,2026-04-25 09:59:00,2026-04-25 10:05:00,0.6368,delivery,1,1,top_3,0.5268,0.8332,1.0,1,0.7336,very_high,0.6168,0,4,medium,0,5.55,T16,108.35,20.7,0,T16,14.55,74.4,1.0
case_9574,LL_delivery,LL,2026-04-25 09:50:00,2026-04-25 09:59:00,2026-04-25 10:04:00,0.54,delivery,1,1,mid,0.3537,0.8463,5.0,1,0.6637,high,0.5037,0,5,high,0,8.87,T21,182.27,31.07,1,T21,25.27,130.6,1.0
case_9582,RMG_receive,T09,2026-04-25 09:52:00,2026-04-25 09:59:00,2026-04-25 10:05:00,0.56,receive,1,1,non_rmg,0.5,0.832,,0,0.5,low,0.508,1,4,very_high,0,40.68,VC,132.73,21.03,0,VC,40.68,100.75,1.0
case_9588,Gate In,Res.GateIn,2026-04-25 09:59:00,2026-04-25 09:59:00,2026-04-25 09:59:00,0.62,delivery,1,1,mid,0.48,0.87,9.0,1,0.671,high,0.5905,0,6,medium,1,5.2,T15,117.6,12.0,0,T15,17.2,98.2,1.0
case_9503,Gate Out,Res.GateOut,2026-04-25 09:54:00,2026-04-25 09:59:00,2026-04-25 09:59:00,0.5549,mixed,1,4,mid,0.5051,0.8451,4.0,3,0.6651,high,0.4949,1,12,low,0,3.0,T19,99.63,25.7,0,T19,21.57,71.3,0.25
case_9543,Gate Out,Res.GateOut,2026-04-25 09:53:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.6057,receive,1,1,low,0.58,0.83,18.0,0,0.3914,low,0.5557,1,4,medium,0,6.58,T09,160.6,16.98,0,T09,20.97,125.68,1.0
case_9547,Gate Out,Res.GateOut,2026-04-25 09:48:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.5257,delivery,1,1,mid,0.4043,0.8057,4.0,1,0.6213,medium,0.4857,0,4,high,0,8.07,T21,128.2,9.2,0,T21,16.13,121.13,1.0
case_9555,Gate Out,Res.GateOut,2026-04-25 09:48:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.5919,receive,1,1,non_rmg,0.4319,0.89,,0,0.4319,low,0.5519,1,4,very_high,0,19.37,VC,103.93,3.7,0,VC,19.37,82.4,1.0
case_9567,Gate Out,Res.GateOut,2026-04-25 09:55:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.5634,receive,1,1,low,0.3834,0.8166,13.0,0,0.6134,medium,0.55,1,5,medium,0,5.85,T16,168.45,29.6,0,T16,24.28,127.0,1.0
case_9570,HO2_delivery,HO2,2026-04-25 09:48:00,2026-04-25 10:00:00,2026-04-25 10:03:00,0.62,receive,1,1,low,0.48,0.87,13.0,0,0.6,medium,0.5926,1,5,low,0,2.95,T27,107.3,12.1,0,T27,14.05,85.75,1.0
case_9575,RMG_receive,T26,2026-04-25 09:50:00,2026-04-25 10:00:00,2026-04-25 10:13:00,0.58,receive,1,1,top_3,0.3934,0.91,2.0,0,0.69,high,0.55,1,5,low,0,3.0,T20,24.6,4.75,0,T20,2.0,17.15,1.0
case_9589,Gate In,Res.GateIn,2026-04-25 10:00:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.6109,receive,1,1,non_rmg,0.4509,0.9009,,0,0.4509,low,0.5809,1,4,very_high,0,30.8,VC,143.7,5.7,0,VC,30.8,121.4,1.0
case_9590,Gate In,Res.GateIn,2026-04-25 10:00:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.5889,delivery,1,1,non_rmg,0.4523,0.7354,,1,0.4523,low,0.58,0,3,very_high,0,18.08,VC,111.92,15.0,0,VC,18.08,79.42,1.0
case_9591,Gate In,Res.GateIn,2026-04-25 10:00:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.59,receive,1,1,non_rmg,0.4062,0.7438,,0,0.4062,low,0.5938,1,7,very_high,0,13.5,VC,106.0,18.5,1,VC,13.5,69.0,1.0
case_9592,Gate In,Res.GateIn,2026-04-25 10:00:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.5764,delivery,1,2,non_rmg,0.3864,0.9028,,2,0.9028,very_high,0.5364,0,3,very_high,0,23.5,MT,176.15,23.5,0,MT,24.2,135.3,0.0
case_9593,Gate In,Res.GateIn,2026-04-25 10:00:00,2026-04-25 10:00:00,2026-04-25 10:00:00,0.6199,receive,1,1,low,0.48,0.8698,16.0,0,0.4599,low,0.5899,1,6,high,1,8.0,T07,120.1,12.4,0,T07,18.2,100.3,0.0
case_9560,Gate Out,Res.GateOut,2026-04-25 09:57:00,2026-04-25 10:01:00,2026-04-25 10:01:00,0.5834,delivery,1,1,top_3,0.3568,0.8666,3.0,1,0.6934,high,0.5668,0,3,medium,0,5.73,T24,98.7,6.47,0,T24,6.1,101.47,0.0
case_9569,RMG_receive,T24,2026-04-25 09:48:00,2026-04-25 10:01:00,2026-04-25 10:07:00,0.5354,delivery,1,1,top_3,0.4,0.8208,2.0,1,0.63,medium,0.4954,0,6,high,0,8.0,T21,160.67,9.33,1,T21,8.5,137.17,1.0
case_9594,Gate In,Res.GateIn,2026-04-25 10:01:00,2026-04-25 10:01:00,2026-04-25 10:01:00,0.5918,delivery,1,1,top_3,0.3935,0.75,3.0,1,0.7418,very_high,0.6,0,3,medium,0,7.0,T16,163.4,23.4,0,T16,35.2,122.3,1.0
case_9553,RMG_receive,T11,2026-04-25 09:40:00,2026-04-25 10:02:00,2026-04-25 10:23:00,0.5887,delivery,1,2,non_rmg,0.5573,0.8187,,2,0.8187,very_high,0.5387,0,3,high,0,7.93,MT,46.4,7.93,0,MT,15.2,41.4,0.0
case_9564,HO2_delivery,HO2,2026-04-25 09:45:00,2026-04-25 10:02:00,2026-04-25 10:13:00,0.6027,mixed,2,2,low,0.42,0.9227,18.0,1,0.3182,low,0.5655,1,10,low,0,0.82,T10,10.63,4.63,0,T10,2.0,5.0,0.5
case_9595,Gate In,Res.GateIn,2026-04-25 10:02:00,2026-04-25 10:02:00,2026-04-25 10:02:00,0.5788,mixed,1,2,mid,0.5375,0.8081,6.0,1,0.7288,very_high,0.5294,1,12,low,0,1.5,T14,36.5,0.0,0,T14,14.75,28.0,0.5
case_9593,RMG_delivery,T21,2026-04-25 10:00:00,2026-04-25 10:02:00,2026-04-25 10:05:00,0.6199,receive,1,1,low,0.48,0.8698,16.0,0,0.4599,low,0.5899,1,6,high,1,8.0,T07,120.1,12.4,0,T07,18.2,100.3,0.0
case_9596,Gate In,Res.GateIn,2026-04-25 10:02:00,2026-04-25 10:02:00,2026-04-25 10:02:00,0.5412,mixed,1,2,low,0.4012,0.8323,11.0,1,0.5623,medium,0.5023,1,11,medium,0,6.4,T26,144.33,9.93,0,T26,13.8,123.8,0.5
case_9517,Gate Out,Res.GateOut,2026-04-25 09:52:00,2026-04-25 10:02:00,2026-04-25 10:02:00,0.57,delivery,1,1,non_rmg,0.42,0.85,,1,0.42,low,0.53,0,3,very_high,0,22.87,VC,200.78,39.98,0,VC,22.87,156.78,1.0
case_9581,RMG_receive,T15,2026-04-25 09:51:00,2026-04-25 10:03:00,2026-04-25 10:06:00,0.6393,receive,1,1,top_3,0.5293,0.8307,1.0,0,0.7386,very_high,0.6193,1,5,medium,0,6.45,T16,109.0,21.1,0,T16,12.15,82.55,1.0
case_9597,Gate In,Res.GateIn,2026-04-25 10:03:00,2026-04-25 10:03:00,2026-04-25 10:03:00,0.6187,receive,1,1,mid,0.48,0.9013,8.0,0,0.6773,high,0.5773,1,4,high,0,9.8,T17,130.67,18.87,0,T17,22.0,118.2,1.0
case_9598,Gate In,Res.GateIn,2026-04-25 10:03:00,2026-04-25 10:03:00,2026-04-25 10:03:00,0.65,receive,1,1,low,0.53,0.8134,17.0,0,0.4432,low,0.6366,1,4,high,0,9.0,T08,157.9,28.05,0,T08,36.3,126.3,1.0
case_9538,Gate Out,Res.GateOut,2026-04-25 10:00:00,2026-04-25 10:04:00,2026-04-25 10:04:00,0.5665,receive,1,1,low,0.3865,0.8135,20.0,0,0.2538,low,0.55,1,4,high,0,9.7,T09,166.07,27.53,0,T09,26.17,136.13,1.0
case_9576,HO2_receive,HO2,2026-04-25 09:50:00,2026-04-25 10:04:00,2026-04-25 10:06:00,0.6,delivery,1,1,mid,0.4611,0.7422,4.0,1,0.6789,high,0.59,0,4,very_high,0,11.57,T19,123.4,1.57,0,T19,13.17,116.57,1.0
case_9584,RMG_delivery,T06,2026-04-25 09:55:00,2026-04-25 10:04:00,2026-04-25 10:16:00,0.6313,delivery,1,1,low,0.4727,0.8713,12.0,1,0.7073,high,0.62,0,6,high,1,9.47,T11,185.67,21.73,0,T11,33.73,142.6,1.0
case_9595,RMG_delivery,T22,2026-04-25 10:02:00,2026-04-25 10:04:00,2026-04-25 10:08:00,0.5788,mixed,1,2,mid,0.5375,0.8081,6.0,1,0.7288,very_high,0.5294,1,12,low,0,1.5,T14,36.5,0.0,0,T14,14.75,28.0,0.5
case_9596,RMG_receive,T18,2026-04-25 10:02:00,2026-04-25 10:04:00,2026-04-25 10:18:00,0.5412,mixed,1,2,low,0.4012,0.8323,11.0,1,0.5623,medium,0.5023,1,11,medium,0,6.4,T26,144.33,9.93,0,T26,13.8,123.8,0.5
case_9598,RMG_receive,T27,2026-04-25 10:03:00,2026-04-25 10:04:00,2026-04-25 10:23:00,0.65,receive,1,1,low,0.53,0.8134,17.0,0,0.4432,low,0.6366,1,4,high,0,9.0,T08,157.9,28.05,0,T08,36.3,126.3,1.0
case_9516,Gate Out,Res.GateOut,2026-04-25 09:57:00,2026-04-25 10:04:00,2026-04-25 10:04:00,0.6329,delivery,1,1,low,0.47,0.8729,16.0,1,0.61,medium,0.6129,0,4,high,0,10.55,T17,192.7,37.7,0,T17,30.9,132.95,1.0
case_9527,Gate Out,Res.GateOut,2026-04-25 09:54:00,2026-04-25 10:04:00,2026-04-25 10:04:00,0.63,receive,1,1,mid,0.58,0.7692,4.0,0,0.7617,very_high,0.6008,1,5,low,0,3.0,T21,161.0,36.33,0,T21,23.33,134.33,1.0
case_9535,Gate Out,Res.GateOut,2026-04-25 10:00:00,2026-04-25 10:05:00,2026-04-25 10:05:00,0.5315,receive,1,1,non_rmg,0.3671,0.85,,0,0.3671,low,0.4915,1,7,very_high,0,50.25,VC,180.42,38.08,1,VC,50.25,103.92,1.0
case_9549,Gate Out,Res.GateOut,2026-04-25 09:46:00,2026-04-25 10:05:00,2026-04-25 10:05:00,0.5336,mixed,1,2,mid,0.3628,0.85,8.0,1,0.6,medium,0.4936,1,13,high,0,8.43,T20,193.07,46.43,0,T20,40.77,112.73,1.0
case_9594,RMG_mixed,T24,2026-04-25 10:01:00,2026-04-25 10:05:00,2026-04-25 10:12:00,0.5918,delivery,1,1,top_3,0.3935,0.75,3.0,1,0.7418,very_high,0.6,0,3,medium,0,7.0,T16,163.4,23.4,0,T16,35.2,122.3,1.0
case_9599,Gate In,Res.GateIn,2026-04-25 10:05:00,2026-04-25 10:05:00,2026-04-25 10:05:00,0.5,delivery,1,1,low,0.3483,0.87,13.0,1,0.45,low,0.4483,0,3,medium,0,5.22,T13,107.42,13.95,0,T13,13.38,91.75,0.0
case_9587,RMG_delivery,T14,2026-04-25 09:56:00,2026-04-25 10:06:00,2026-04-25 10:10:00,0.63,delivery,1,2,top_3,0.4602,0.87,3.0,2,0.7698,very_high,0.62,0,3,low,0,1.93,T22,58.93,13.93,0,T22,10.67,45.73,0.0
case_9600,Gate In,Res.GateIn,2026-04-25 10:06:00,2026-04-25 10:06:00,2026-04-25 10:06:00,0.5099,receive,1,1,low,0.4099,0.8001,12.0,0,0.5099,medium,0.4598,1,5,low,0,0.97,T11,12.67,1.97,0,T11,0.97,13.7,1.0
case_9601,Gate In,Res.GateIn,2026-04-25 10:06:00,2026-04-25 10:06:00,2026-04-25 10:06:00,0.6,mixed,1,2,mid,0.4649,0.7498,8.0,1,0.6649,high,0.59,1,12,high,0,8.05,T15,132.35,0.05,0,T15,17.9,112.2,1.0
case_9514,Gate Out,Res.GateOut,2026-04-25 10:03:00,2026-04-25 10:06:00,2026-04-25 10:06:00,0.5392,delivery,1,1,low,0.4,0.8285,13.0,1,0.5278,medium,0.4992,0,3,high,0,7.7,T10,148.6,8.1,0,T10,12.5,123.1,1.0
case_9520,Gate Out,Res.GateOut,2026-04-25 09:59:00,2026-04-25 10:06:00,2026-04-25 10:06:00,0.5922,mixed,1,2,non_rmg,0.3943,0.75,,1,0.75,very_high,0.6,1,10,very_high,0,23.73,MT,165.4,23.73,0,MT,34.53,122.13,0.5
case_9529,Gate Out,Res.GateOut,2026-04-25 10:03:00,2026-04-25 10:06:00,2026-04-25 10:06:00,0.6108,delivery,1,1,mid,0.48,0.8516,10.0,1,0.6516,high,0.5808,0,3,high,0,7.27,T09,142.97,12.73,0,T09,21.9,117.75,0.0
case_9565,Gate Out,Res.GateOut,2026-04-25 10:00:00,2026-04-25 10:07:00,2026-04-25 10:07:00,0.6023,receive,1,1,mid,0.45,0.8446,9.0,0,0.6754,high,0.5723,1,4,low,0,4.17,T15,143.0,26.75,0,T15,13.33,116.42,1.0
