log,fitness_log,fitness_perc_fit_traces,fitness_average_trace,precision_token,compute_seconds,generalization,simplicity
train,1.0,100.0,1.0,0.7842828715419722,2.213435411453247,0.9723400308839559,0.5609756097560976
test,0.9999922234059927,99.99441090990386,0.9999930136373798,0.7557904162879672,0.4643690586090088,0.9413186600123149,0.5609756097560976
