log,fitness_log,fitness_perc_fit_traces,fitness_average_trace,precision_token,compute_seconds,generalization,simplicity
train,1.0,100.0,1.0,1.0,3.7411839962005615,0.5767665694622635,0.6179775280898876
test,0.9998498334516464,99.94410909903867,0.9998964687596477,0.9605736609437647,0.9537277221679688,0.3733711218394763,0.6179775280898876
